,TM_league_country,TM_league_name,TM_league_id,season,TM_team_name,TM_team_id,TM_team_season_link
1,Spain,laliga,ES1,2004,real-saragossa,142,/real-saragossa/startseite/verein/142/saison_id/2004
2,Spain,laliga,ES1,2004,real-betis-sevilla,150,/real-betis-sevilla/startseite/verein/150/saison_id/2004
3,Spain,laliga,ES1,2004,espanyol-barcelona,714,/espanyol-barcelona/startseite/verein/714/saison_id/2004
4,Spain,laliga,ES1,2004,real-madrid,418,/real-madrid/startseite/verein/418/saison_id/2004
5,Spain,laliga,ES1,2004,athletic-bilbao,621,/athletic-bilbao/startseite/verein/621/saison_id/2004
6,Spain,laliga,ES1,2004,real-sociedad-san-sebastian,681,/real-sociedad-san-sebastian/startseite/verein/681/saison_id/2004
7,Spain,laliga,ES1,2004,atletico-madrid,13,/atletico-madrid/startseite/verein/13/saison_id/2004
8,Spain,laliga,ES1,2004,fc-sevilla,368,/fc-sevilla/startseite/verein/368/saison_id/2004
9,Spain,laliga,ES1,2004,fc-barcelona,131,/fc-barcelona/startseite/verein/131/saison_id/2004
10,Spain,laliga,ES1,2004,deportivo-la-coruna,897,/deportivo-la-coruna/startseite/verein/897/saison_id/2004
11,Spain,laliga,ES1,2004,fc-malaga,1084,/fc-malaga/startseite/verein/1084/saison_id/2004
12,Spain,laliga,ES1,2004,fc-villarreal,1050,/fc-villarreal/startseite/verein/1050/saison_id/2004
13,Spain,laliga,ES1,2004,ca-osasuna,331,/ca-osasuna/startseite/verein/331/saison_id/2004
14,Spain,laliga,ES1,2004,cd-numancia,2296,/cd-numancia/startseite/verein/2296/saison_id/2004
15,Spain,laliga,ES1,2004,albacete-balompie,1532,/albacete-balompie/startseite/verein/1532/saison_id/2004
16,Spain,laliga,ES1,2004,racing-santander,630,/racing-santander/startseite/verein/630/saison_id/2004
17,Spain,laliga,ES1,2004,fc-valencia,1049,/fc-valencia/startseite/verein/1049/saison_id/2004
18,Spain,laliga,ES1,2004,rcd-mallorca,237,/rcd-mallorca/startseite/verein/237/saison_id/2004
19,Spain,laliga,ES1,2004,fc-getafe,3709,/fc-getafe/startseite/verein/3709/saison_id/2004
0,Spain,laliga,ES1,2005,atletico-madrid,13,/atletico-madrid/startseite/verein/13/saison_id/2005
1,Spain,laliga,ES1,2005,cadiz-cf,2687,/cadiz-cf/startseite/verein/2687/saison_id/2005
2,Spain,laliga,ES1,2005,ca-osasuna,331,/ca-osasuna/startseite/verein/331/saison_id/2005
3,Spain,laliga,ES1,2005,athletic-bilbao,621,/athletic-bilbao/startseite/verein/621/saison_id/2005
4,Spain,laliga,ES1,2005,real-betis-sevilla,150,/real-betis-sevilla/startseite/verein/150/saison_id/2005
5,Spain,laliga,ES1,2005,fc-getafe,3709,/fc-getafe/startseite/verein/3709/saison_id/2005
6,Spain,laliga,ES1,2005,deportivo-la-coruna,897,/deportivo-la-coruna/startseite/verein/897/saison_id/2005
7,Spain,laliga,ES1,2005,real-sociedad-san-sebastian,681,/real-sociedad-san-sebastian/startseite/verein/681/saison_id/2005
8,Spain,laliga,ES1,2005,fc-villarreal,1050,/fc-villarreal/startseite/verein/1050/saison_id/2005
9,Spain,laliga,ES1,2005,deportivo-alaves,1108,/deportivo-alaves/startseite/verein/1108/saison_id/2005
10,Spain,laliga,ES1,2005,celta-vigo,940,/celta-vigo/startseite/verein/940/saison_id/2005
11,Spain,laliga,ES1,2005,espanyol-barcelona,714,/espanyol-barcelona/startseite/verein/714/saison_id/2005
12,Spain,laliga,ES1,2005,fc-barcelona,131,/fc-barcelona/startseite/verein/131/saison_id/2005
13,Spain,laliga,ES1,2005,real-madrid,418,/real-madrid/startseite/verein/418/saison_id/2005
14,Spain,laliga,ES1,2005,real-saragossa,142,/real-saragossa/startseite/verein/142/saison_id/2005
15,Spain,laliga,ES1,2005,fc-malaga,1084,/fc-malaga/startseite/verein/1084/saison_id/2005
16,Spain,laliga,ES1,2005,fc-sevilla,368,/fc-sevilla/startseite/verein/368/saison_id/2005
17,Spain,laliga,ES1,2005,racing-santander,630,/racing-santander/startseite/verein/630/saison_id/2005
18,Spain,laliga,ES1,2005,fc-valencia,1049,/fc-valencia/startseite/verein/1049/saison_id/2005
19,Spain,laliga,ES1,2005,rcd-mallorca,237,/rcd-mallorca/startseite/verein/237/saison_id/2005
0,Spain,laliga,ES1,2006,fc-barcelona,131,/fc-barcelona/startseite/verein/131/saison_id/2006
1,Spain,laliga,ES1,2006,real-sociedad-san-sebastian,681,/real-sociedad-san-sebastian/startseite/verein/681/saison_id/2006
2,Spain,laliga,ES1,2006,espanyol-barcelona,714,/espanyol-barcelona/startseite/verein/714/saison_id/2006
3,Spain,laliga,ES1,2006,fc-sevilla,368,/fc-sevilla/startseite/verein/368/saison_id/2006
4,Spain,laliga,ES1,2006,ud-levante,3368,/ud-levante/startseite/verein/3368/saison_id/2006
5,Spain,laliga,ES1,2006,ca-osasuna,331,/ca-osasuna/startseite/verein/331/saison_id/2006
6,Spain,laliga,ES1,2006,fc-valencia,1049,/fc-valencia/startseite/verein/1049/saison_id/2006
7,Spain,laliga,ES1,2006,real-madrid,418,/real-madrid/startseite/verein/418/saison_id/2006
8,Spain,laliga,ES1,2006,atletico-madrid,13,/atletico-madrid/startseite/verein/13/saison_id/2006
9,Spain,laliga,ES1,2006,gimnastic-de-tarragona,5648,/gimnastic-de-tarragona/startseite/verein/5648/saison_id/2006
10,Spain,laliga,ES1,2006,recreativo-huelva,2867,/recreativo-huelva/startseite/verein/2867/saison_id/2006
11,Spain,laliga,ES1,2006,fc-villarreal,1050,/fc-villarreal/startseite/verein/1050/saison_id/2006
12,Spain,laliga,ES1,2006,celta-vigo,940,/celta-vigo/startseite/verein/940/saison_id/2006
13,Spain,laliga,ES1,2006,fc-getafe,3709,/fc-getafe/startseite/verein/3709/saison_id/2006
14,Spain,laliga,ES1,2006,deportivo-la-coruna,897,/deportivo-la-coruna/startseite/verein/897/saison_id/2006
15,Spain,laliga,ES1,2006,real-saragossa,142,/real-saragossa/startseite/verein/142/saison_id/2006
16,Spain,laliga,ES1,2006,real-betis-sevilla,150,/real-betis-sevilla/startseite/verein/150/saison_id/2006
17,Spain,laliga,ES1,2006,rcd-mallorca,237,/rcd-mallorca/startseite/verein/237/saison_id/2006
18,Spain,laliga,ES1,2006,athletic-bilbao,621,/athletic-bilbao/startseite/verein/621/saison_id/2006
19,Spain,laliga,ES1,2006,racing-santander,630,/racing-santander/startseite/verein/630/saison_id/2006
0,Spain,laliga,ES1,2007,ca-osasuna,331,/ca-osasuna/startseite/verein/331/saison_id/2007
1,Spain,laliga,ES1,2007,rcd-mallorca,237,/rcd-mallorca/startseite/verein/237/saison_id/2007
2,Spain,laliga,ES1,2007,recreativo-huelva,2867,/recreativo-huelva/startseite/verein/2867/saison_id/2007
3,Spain,laliga,ES1,2007,ud-almeria,3302,/ud-almeria/startseite/verein/3302/saison_id/2007
4,Spain,laliga,ES1,2007,deportivo-la-coruna,897,/deportivo-la-coruna/startseite/verein/897/saison_id/2007
5,Spain,laliga,ES1,2007,fc-valencia,1049,/fc-valencia/startseite/verein/1049/saison_id/2007
6,Spain,laliga,ES1,2007,real-betis-sevilla,150,/real-betis-sevilla/startseite/verein/150/saison_id/2007
7,Spain,laliga,ES1,2007,fc-barcelona,131,/fc-barcelona/startseite/verein/131/saison_id/2007
8,Spain,laliga,ES1,2007,espanyol-barcelona,714,/espanyol-barcelona/startseite/verein/714/saison_id/2007
9,Spain,laliga,ES1,2007,atletico-madrid,13,/atletico-madrid/startseite/verein/13/saison_id/2007
10,Spain,laliga,ES1,2007,ud-levante,3368,/ud-levante/startseite/verein/3368/saison_id/2007
11,Spain,laliga,ES1,2007,real-murcia,171,/real-murcia/startseite/verein/171/saison_id/2007
12,Spain,laliga,ES1,2007,athletic-bilbao,621,/athletic-bilbao/startseite/verein/621/saison_id/2007
13,Spain,laliga,ES1,2007,real-madrid,418,/real-madrid/startseite/verein/418/saison_id/2007
14,Spain,laliga,ES1,2007,real-saragossa,142,/real-saragossa/startseite/verein/142/saison_id/2007
15,Spain,laliga,ES1,2007,racing-santander,630,/racing-santander/startseite/verein/630/saison_id/2007
16,Spain,laliga,ES1,2007,fc-villarreal,1050,/fc-villarreal/startseite/verein/1050/saison_id/2007
17,Spain,laliga,ES1,2007,fc-getafe,3709,/fc-getafe/startseite/verein/3709/saison_id/2007
18,Spain,laliga,ES1,2007,fc-sevilla,368,/fc-sevilla/startseite/verein/368/saison_id/2007
19,Spain,laliga,ES1,2007,real-valladolid,366,/real-valladolid/startseite/verein/366/saison_id/2007
0,Spain,laliga,ES1,2008,fc-villarreal,1050,/fc-villarreal/startseite/verein/1050/saison_id/2008
1,Spain,laliga,ES1,2008,racing-santander,630,/racing-santander/startseite/verein/630/saison_id/2008
2,Spain,laliga,ES1,2008,fc-getafe,3709,/fc-getafe/startseite/verein/3709/saison_id/2008
3,Spain,laliga,ES1,2008,ca-osasuna,331,/ca-osasuna/startseite/verein/331/saison_id/2008
4,Spain,laliga,ES1,2008,cd-numancia,2296,/cd-numancia/startseite/verein/2296/saison_id/2008
5,Spain,laliga,ES1,2008,ud-almeria,3302,/ud-almeria/startseite/verein/3302/saison_id/2008
6,Spain,laliga,ES1,2008,fc-sevilla,368,/fc-sevilla/startseite/verein/368/saison_id/2008
7,Spain,laliga,ES1,2008,real-valladolid,366,/real-valladolid/startseite/verein/366/saison_id/2008
8,Spain,laliga,ES1,2008,fc-barcelona,131,/fc-barcelona/startseite/verein/131/saison_id/2008
9,Spain,laliga,ES1,2008,recreativo-huelva,2867,/recreativo-huelva/startseite/verein/2867/saison_id/2008
10,Spain,laliga,ES1,2008,espanyol-barcelona,714,/espanyol-barcelona/startseite/verein/714/saison_id/2008
11,Spain,laliga,ES1,2008,athletic-bilbao,621,/athletic-bilbao/startseite/verein/621/saison_id/2008
12,Spain,laliga,ES1,2008,rcd-mallorca,237,/rcd-mallorca/startseite/verein/237/saison_id/2008
13,Spain,laliga,ES1,2008,real-betis-sevilla,150,/real-betis-sevilla/startseite/verein/150/saison_id/2008
14,Spain,laliga,ES1,2008,real-madrid,418,/real-madrid/startseite/verein/418/saison_id/2008
15,Spain,laliga,ES1,2008,sporting-gijon,2448,/sporting-gijon/startseite/verein/2448/saison_id/2008
16,Spain,laliga,ES1,2008,fc-valencia,1049,/fc-valencia/startseite/verein/1049/saison_id/2008
17,Spain,laliga,ES1,2008,fc-malaga,1084,/fc-malaga/startseite/verein/1084/saison_id/2008
18,Spain,laliga,ES1,2008,atletico-madrid,13,/atletico-madrid/startseite/verein/13/saison_id/2008
19,Spain,laliga,ES1,2008,deportivo-la-coruna,897,/deportivo-la-coruna/startseite/verein/897/saison_id/2008
0,Spain,laliga,ES1,2009,deportivo-la-coruna,897,/deportivo-la-coruna/startseite/verein/897/saison_id/2009
1,Spain,laliga,ES1,2009,fc-sevilla,368,/fc-sevilla/startseite/verein/368/saison_id/2009
2,Spain,laliga,ES1,2009,espanyol-barcelona,714,/espanyol-barcelona/startseite/verein/714/saison_id/2009
3,Spain,laliga,ES1,2009,fc-getafe,3709,/fc-getafe/startseite/verein/3709/saison_id/2009
4,Spain,laliga,ES1,2009,sporting-gijon,2448,/sporting-gijon/startseite/verein/2448/saison_id/2009
5,Spain,laliga,ES1,2009,ud-almeria,3302,/ud-almeria/startseite/verein/3302/saison_id/2009
6,Spain,laliga,ES1,2009,deportivo-xerez,134,/deportivo-xerez/startseite/verein/134/saison_id/2009
7,Spain,laliga,ES1,2009,cd-teneriffa,648,/cd-teneriffa/startseite/verein/648/saison_id/2009
8,Spain,laliga,ES1,2009,fc-barcelona,131,/fc-barcelona/startseite/verein/131/saison_id/2009
9,Spain,laliga,ES1,2009,fc-valencia,1049,/fc-valencia/startseite/verein/1049/saison_id/2009
10,Spain,laliga,ES1,2009,fc-malaga,1084,/fc-malaga/startseite/verein/1084/saison_id/2009
11,Spain,laliga,ES1,2009,atletico-madrid,13,/atletico-madrid/startseite/verein/13/saison_id/2009
12,Spain,laliga,ES1,2009,rcd-mallorca,237,/rcd-mallorca/startseite/verein/237/saison_id/2009
13,Spain,laliga,ES1,2009,real-valladolid,366,/real-valladolid/startseite/verein/366/saison_id/2009
14,Spain,laliga,ES1,2009,racing-santander,630,/racing-santander/startseite/verein/630/saison_id/2009
15,Spain,laliga,ES1,2009,athletic-bilbao,621,/athletic-bilbao/startseite/verein/621/saison_id/2009
16,Spain,laliga,ES1,2009,fc-villarreal,1050,/fc-villarreal/startseite/verein/1050/saison_id/2009
17,Spain,laliga,ES1,2009,real-saragossa,142,/real-saragossa/startseite/verein/142/saison_id/2009
18,Spain,laliga,ES1,2009,real-madrid,418,/real-madrid/startseite/verein/418/saison_id/2009
19,Spain,laliga,ES1,2009,ca-osasuna,331,/ca-osasuna/startseite/verein/331/saison_id/2009
0,Spain,laliga,ES1,2010,real-saragossa,142,/real-saragossa/startseite/verein/142/saison_id/2010
1,Spain,laliga,ES1,2010,fc-getafe,3709,/fc-getafe/startseite/verein/3709/saison_id/2010
2,Spain,laliga,ES1,2010,fc-villarreal,1050,/fc-villarreal/startseite/verein/1050/saison_id/2010
3,Spain,laliga,ES1,2010,deportivo-la-coruna,897,/deportivo-la-coruna/startseite/verein/897/saison_id/2010
4,Spain,laliga,ES1,2010,ca-osasuna,331,/ca-osasuna/startseite/verein/331/saison_id/2010
5,Spain,laliga,ES1,2010,fc-sevilla,368,/fc-sevilla/startseite/verein/368/saison_id/2010
6,Spain,laliga,ES1,2010,fc-barcelona,131,/fc-barcelona/startseite/verein/131/saison_id/2010
7,Spain,laliga,ES1,2010,real-madrid,418,/real-madrid/startseite/verein/418/saison_id/2010
8,Spain,laliga,ES1,2010,hercules-alicante,7971,/hercules-alicante/startseite/verein/7971/saison_id/2010
9,Spain,laliga,ES1,2010,espanyol-barcelona,714,/espanyol-barcelona/startseite/verein/714/saison_id/2010
10,Spain,laliga,ES1,2010,fc-valencia,1049,/fc-valencia/startseite/verein/1049/saison_id/2010
11,Spain,laliga,ES1,2010,sporting-gijon,2448,/sporting-gijon/startseite/verein/2448/saison_id/2010
12,Spain,laliga,ES1,2010,rcd-mallorca,237,/rcd-mallorca/startseite/verein/237/saison_id/2010
13,Spain,laliga,ES1,2010,ud-levante,3368,/ud-levante/startseite/verein/3368/saison_id/2010
14,Spain,laliga,ES1,2010,fc-malaga,1084,/fc-malaga/startseite/verein/1084/saison_id/2010
15,Spain,laliga,ES1,2010,atletico-madrid,13,/atletico-madrid/startseite/verein/13/saison_id/2010
16,Spain,laliga,ES1,2010,ud-almeria,3302,/ud-almeria/startseite/verein/3302/saison_id/2010
17,Spain,laliga,ES1,2010,real-sociedad-san-sebastian,681,/real-sociedad-san-sebastian/startseite/verein/681/saison_id/2010
18,Spain,laliga,ES1,2010,racing-santander,630,/racing-santander/startseite/verein/630/saison_id/2010
19,Spain,laliga,ES1,2010,athletic-bilbao,621,/athletic-bilbao/startseite/verein/621/saison_id/2010
0,Spain,laliga,ES1,2011,real-betis-sevilla,150,/real-betis-sevilla/startseite/verein/150/saison_id/2011
1,Spain,laliga,ES1,2011,sporting-gijon,2448,/sporting-gijon/startseite/verein/2448/saison_id/2011
2,Spain,laliga,ES1,2011,fc-villarreal,1050,/fc-villarreal/startseite/verein/1050/saison_id/2011
3,Spain,laliga,ES1,2011,fc-valencia,1049,/fc-valencia/startseite/verein/1049/saison_id/2011
4,Spain,laliga,ES1,2011,atletico-madrid,13,/atletico-madrid/startseite/verein/13/saison_id/2011
5,Spain,laliga,ES1,2011,real-madrid,418,/real-madrid/startseite/verein/418/saison_id/2011
6,Spain,laliga,ES1,2011,fc-malaga,1084,/fc-malaga/startseite/verein/1084/saison_id/2011
7,Spain,laliga,ES1,2011,fc-granada,16795,/fc-granada/startseite/verein/16795/saison_id/2011
8,Spain,laliga,ES1,2011,racing-santander,630,/racing-santander/startseite/verein/630/saison_id/2011
9,Spain,laliga,ES1,2011,ud-levante,3368,/ud-levante/startseite/verein/3368/saison_id/2011
10,Spain,laliga,ES1,2011,rayo-vallecano,367,/rayo-vallecano/startseite/verein/367/saison_id/2011
11,Spain,laliga,ES1,2011,fc-barcelona,131,/fc-barcelona/startseite/verein/131/saison_id/2011
12,Spain,laliga,ES1,2011,real-saragossa,142,/real-saragossa/startseite/verein/142/saison_id/2011
13,Spain,laliga,ES1,2011,rcd-mallorca,237,/rcd-mallorca/startseite/verein/237/saison_id/2011
14,Spain,laliga,ES1,2011,fc-sevilla,368,/fc-sevilla/startseite/verein/368/saison_id/2011
15,Spain,laliga,ES1,2011,real-sociedad-san-sebastian,681,/real-sociedad-san-sebastian/startseite/verein/681/saison_id/2011
16,Spain,laliga,ES1,2011,ca-osasuna,331,/ca-osasuna/startseite/verein/331/saison_id/2011
17,Spain,laliga,ES1,2011,fc-getafe,3709,/fc-getafe/startseite/verein/3709/saison_id/2011
18,Spain,laliga,ES1,2011,espanyol-barcelona,714,/espanyol-barcelona/startseite/verein/714/saison_id/2011
19,Spain,laliga,ES1,2011,athletic-bilbao,621,/athletic-bilbao/startseite/verein/621/saison_id/2011
0,Spain,laliga,ES1,2012,fc-getafe,3709,/fc-getafe/startseite/verein/3709/saison_id/2012
1,Spain,laliga,ES1,2012,athletic-bilbao,621,/athletic-bilbao/startseite/verein/621/saison_id/2012
2,Spain,laliga,ES1,2012,ca-osasuna,331,/ca-osasuna/startseite/verein/331/saison_id/2012
3,Spain,laliga,ES1,2012,fc-valencia,1049,/fc-valencia/startseite/verein/1049/saison_id/2012
4,Spain,laliga,ES1,2012,fc-granada,16795,/fc-granada/startseite/verein/16795/saison_id/2012
5,Spain,laliga,ES1,2012,celta-vigo,940,/celta-vigo/startseite/verein/940/saison_id/2012
6,Spain,laliga,ES1,2012,real-madrid,418,/real-madrid/startseite/verein/418/saison_id/2012
7,Spain,laliga,ES1,2012,ud-levante,3368,/ud-levante/startseite/verein/3368/saison_id/2012
8,Spain,laliga,ES1,2012,deportivo-la-coruna,897,/deportivo-la-coruna/startseite/verein/897/saison_id/2012
9,Spain,laliga,ES1,2012,espanyol-barcelona,714,/espanyol-barcelona/startseite/verein/714/saison_id/2012
10,Spain,laliga,ES1,2012,real-betis-sevilla,150,/real-betis-sevilla/startseite/verein/150/saison_id/2012
11,Spain,laliga,ES1,2012,rayo-vallecano,367,/rayo-vallecano/startseite/verein/367/saison_id/2012
12,Spain,laliga,ES1,2012,real-saragossa,142,/real-saragossa/startseite/verein/142/saison_id/2012
13,Spain,laliga,ES1,2012,real-valladolid,366,/real-valladolid/startseite/verein/366/saison_id/2012
14,Spain,laliga,ES1,2012,atletico-madrid,13,/atletico-madrid/startseite/verein/13/saison_id/2012
15,Spain,laliga,ES1,2012,fc-malaga,1084,/fc-malaga/startseite/verein/1084/saison_id/2012
16,Spain,laliga,ES1,2012,real-sociedad-san-sebastian,681,/real-sociedad-san-sebastian/startseite/verein/681/saison_id/2012
17,Spain,laliga,ES1,2012,rcd-mallorca,237,/rcd-mallorca/startseite/verein/237/saison_id/2012
18,Spain,laliga,ES1,2012,fc-barcelona,131,/fc-barcelona/startseite/verein/131/saison_id/2012
19,Spain,laliga,ES1,2012,fc-sevilla,368,/fc-sevilla/startseite/verein/368/saison_id/2012
0,Spain,laliga,ES1,2013,fc-barcelona,131,/fc-barcelona/startseite/verein/131/saison_id/2013
1,Spain,laliga,ES1,2013,atletico-madrid,13,/atletico-madrid/startseite/verein/13/saison_id/2013
2,Spain,laliga,ES1,2013,fc-getafe,3709,/fc-getafe/startseite/verein/3709/saison_id/2013
3,Spain,laliga,ES1,2013,ud-almeria,3302,/ud-almeria/startseite/verein/3302/saison_id/2013
4,Spain,laliga,ES1,2013,athletic-bilbao,621,/athletic-bilbao/startseite/verein/621/saison_id/2013
5,Spain,laliga,ES1,2013,fc-villarreal,1050,/fc-villarreal/startseite/verein/1050/saison_id/2013
6,Spain,laliga,ES1,2013,fc-granada,16795,/fc-granada/startseite/verein/16795/saison_id/2013
7,Spain,laliga,ES1,2013,espanyol-barcelona,714,/espanyol-barcelona/startseite/verein/714/saison_id/2013
8,Spain,laliga,ES1,2013,fc-malaga,1084,/fc-malaga/startseite/verein/1084/saison_id/2013
9,Spain,laliga,ES1,2013,ca-osasuna,331,/ca-osasuna/startseite/verein/331/saison_id/2013
10,Spain,laliga,ES1,2013,fc-sevilla,368,/fc-sevilla/startseite/verein/368/saison_id/2013
11,Spain,laliga,ES1,2013,real-madrid,418,/real-madrid/startseite/verein/418/saison_id/2013
12,Spain,laliga,ES1,2013,real-betis-sevilla,150,/real-betis-sevilla/startseite/verein/150/saison_id/2013
13,Spain,laliga,ES1,2013,celta-vigo,940,/celta-vigo/startseite/verein/940/saison_id/2013
14,Spain,laliga,ES1,2013,real-valladolid,366,/real-valladolid/startseite/verein/366/saison_id/2013
15,Spain,laliga,ES1,2013,rayo-vallecano,367,/rayo-vallecano/startseite/verein/367/saison_id/2013
16,Spain,laliga,ES1,2013,fc-elche,1531,/fc-elche/startseite/verein/1531/saison_id/2013
17,Spain,laliga,ES1,2013,fc-valencia,1049,/fc-valencia/startseite/verein/1049/saison_id/2013
18,Spain,laliga,ES1,2013,real-sociedad-san-sebastian,681,/real-sociedad-san-sebastian/startseite/verein/681/saison_id/2013
19,Spain,laliga,ES1,2013,ud-levante,3368,/ud-levante/startseite/verein/3368/saison_id/2013
0,Spain,laliga,ES1,2014,fc-granada,16795,/fc-granada/startseite/verein/16795/saison_id/2014
1,Spain,laliga,ES1,2014,fc-valencia,1049,/fc-valencia/startseite/verein/1049/saison_id/2014
2,Spain,laliga,ES1,2014,fc-sevilla,368,/fc-sevilla/startseite/verein/368/saison_id/2014
3,Spain,laliga,ES1,2014,fc-malaga,1084,/fc-malaga/startseite/verein/1084/saison_id/2014
4,Spain,laliga,ES1,2014,atletico-madrid,13,/atletico-madrid/startseite/verein/13/saison_id/2014
5,Spain,laliga,ES1,2014,fc-elche,1531,/fc-elche/startseite/verein/1531/saison_id/2014
6,Spain,laliga,ES1,2014,real-madrid,418,/real-madrid/startseite/verein/418/saison_id/2014
7,Spain,laliga,ES1,2014,deportivo-la-coruna,897,/deportivo-la-coruna/startseite/verein/897/saison_id/2014
8,Spain,laliga,ES1,2014,sd-eibar,1533,/sd-eibar/startseite/verein/1533/saison_id/2014
9,Spain,laliga,ES1,2014,real-sociedad-san-sebastian,681,/real-sociedad-san-sebastian/startseite/verein/681/saison_id/2014
10,Spain,laliga,ES1,2014,espanyol-barcelona,714,/espanyol-barcelona/startseite/verein/714/saison_id/2014
11,Spain,laliga,ES1,2014,fc-cordoba,993,/fc-cordoba/startseite/verein/993/saison_id/2014
12,Spain,laliga,ES1,2014,celta-vigo,940,/celta-vigo/startseite/verein/940/saison_id/2014
13,Spain,laliga,ES1,2014,athletic-bilbao,621,/athletic-bilbao/startseite/verein/621/saison_id/2014
14,Spain,laliga,ES1,2014,rayo-vallecano,367,/rayo-vallecano/startseite/verein/367/saison_id/2014
15,Spain,laliga,ES1,2014,ud-almeria,3302,/ud-almeria/startseite/verein/3302/saison_id/2014
16,Spain,laliga,ES1,2014,fc-barcelona,131,/fc-barcelona/startseite/verein/131/saison_id/2014
17,Spain,laliga,ES1,2014,fc-villarreal,1050,/fc-villarreal/startseite/verein/1050/saison_id/2014
18,Spain,laliga,ES1,2014,ud-levante,3368,/ud-levante/startseite/verein/3368/saison_id/2014
19,Spain,laliga,ES1,2014,fc-getafe,3709,/fc-getafe/startseite/verein/3709/saison_id/2014
0,Spain,laliga,ES1,2015,ud-levante,3368,/ud-levante/startseite/verein/3368/saison_id/2015
1,Spain,laliga,ES1,2015,fc-barcelona,131,/fc-barcelona/startseite/verein/131/saison_id/2015
2,Spain,laliga,ES1,2015,sporting-gijon,2448,/sporting-gijon/startseite/verein/2448/saison_id/2015
3,Spain,laliga,ES1,2015,fc-granada,16795,/fc-granada/startseite/verein/16795/saison_id/2015
4,Spain,laliga,ES1,2015,deportivo-la-coruna,897,/deportivo-la-coruna/startseite/verein/897/saison_id/2015
5,Spain,laliga,ES1,2015,real-madrid,418,/real-madrid/startseite/verein/418/saison_id/2015
6,Spain,laliga,ES1,2015,fc-valencia,1049,/fc-valencia/startseite/verein/1049/saison_id/2015
7,Spain,laliga,ES1,2015,espanyol-barcelona,714,/espanyol-barcelona/startseite/verein/714/saison_id/2015
8,Spain,laliga,ES1,2015,fc-villarreal,1050,/fc-villarreal/startseite/verein/1050/saison_id/2015
9,Spain,laliga,ES1,2015,fc-getafe,3709,/fc-getafe/startseite/verein/3709/saison_id/2015
10,Spain,laliga,ES1,2015,rayo-vallecano,367,/rayo-vallecano/startseite/verein/367/saison_id/2015
11,Spain,laliga,ES1,2015,sd-eibar,1533,/sd-eibar/startseite/verein/1533/saison_id/2015
12,Spain,laliga,ES1,2015,ud-las-palmas,472,/ud-las-palmas/startseite/verein/472/saison_id/2015
13,Spain,laliga,ES1,2015,fc-sevilla,368,/fc-sevilla/startseite/verein/368/saison_id/2015
14,Spain,laliga,ES1,2015,celta-vigo,940,/celta-vigo/startseite/verein/940/saison_id/2015
15,Spain,laliga,ES1,2015,fc-malaga,1084,/fc-malaga/startseite/verein/1084/saison_id/2015
16,Spain,laliga,ES1,2015,real-sociedad-san-sebastian,681,/real-sociedad-san-sebastian/startseite/verein/681/saison_id/2015
17,Spain,laliga,ES1,2015,atletico-madrid,13,/atletico-madrid/startseite/verein/13/saison_id/2015
18,Spain,laliga,ES1,2015,athletic-bilbao,621,/athletic-bilbao/startseite/verein/621/saison_id/2015
19,Spain,laliga,ES1,2015,real-betis-sevilla,150,/real-betis-sevilla/startseite/verein/150/saison_id/2015
0,Spain,laliga,ES1,2016,celta-vigo,940,/celta-vigo/startseite/verein/940/saison_id/2016
1,Spain,laliga,ES1,2016,fc-granada,16795,/fc-granada/startseite/verein/16795/saison_id/2016
2,Spain,laliga,ES1,2016,ud-las-palmas,472,/ud-las-palmas/startseite/verein/472/saison_id/2016
3,Spain,laliga,ES1,2016,fc-barcelona,131,/fc-barcelona/startseite/verein/131/saison_id/2016
4,Spain,laliga,ES1,2016,sporting-gijon,2448,/sporting-gijon/startseite/verein/2448/saison_id/2016
5,Spain,laliga,ES1,2016,cd-leganes,1244,/cd-leganes/startseite/verein/1244/saison_id/2016
6,Spain,laliga,ES1,2016,fc-malaga,1084,/fc-malaga/startseite/verein/1084/saison_id/2016
7,Spain,laliga,ES1,2016,sd-eibar,1533,/sd-eibar/startseite/verein/1533/saison_id/2016
8,Spain,laliga,ES1,2016,fc-villarreal,1050,/fc-villarreal/startseite/verein/1050/saison_id/2016
9,Spain,laliga,ES1,2016,espanyol-barcelona,714,/espanyol-barcelona/startseite/verein/714/saison_id/2016
10,Spain,laliga,ES1,2016,real-sociedad-san-sebastian,681,/real-sociedad-san-sebastian/startseite/verein/681/saison_id/2016
11,Spain,laliga,ES1,2016,fc-sevilla,368,/fc-sevilla/startseite/verein/368/saison_id/2016
12,Spain,laliga,ES1,2016,deportivo-alaves,1108,/deportivo-alaves/startseite/verein/1108/saison_id/2016
13,Spain,laliga,ES1,2016,real-betis-sevilla,150,/real-betis-sevilla/startseite/verein/150/saison_id/2016
14,Spain,laliga,ES1,2016,ca-osasuna,331,/ca-osasuna/startseite/verein/331/saison_id/2016
15,Spain,laliga,ES1,2016,real-madrid,418,/real-madrid/startseite/verein/418/saison_id/2016
16,Spain,laliga,ES1,2016,fc-valencia,1049,/fc-valencia/startseite/verein/1049/saison_id/2016
17,Spain,laliga,ES1,2016,atletico-madrid,13,/atletico-madrid/startseite/verein/13/saison_id/2016
18,Spain,laliga,ES1,2016,athletic-bilbao,621,/athletic-bilbao/startseite/verein/621/saison_id/2016
