,league_country,season,team,total_games,total_points,total_expected_points,points_per_game,expected_points_per_game,points_per_game_above_expectation
770,Spain,2017,Malaga,38,46.0,46.75022256309393,1.2105263157894737,1.2302690148182613,-0.01974269902878767
771,France,2018,Guingamp,38,47.0,47.75175519210032,1.236842105263158,1.256625136634219,-0.019783031371060966
772,England,2010,Fulham,38,46.0,46.760483306167274,1.2105263157894737,1.230539034372823,-0.02001271858334941
773,Spain,2006,Valencia,38,69.0,69.76902565066021,1.8157894736842106,1.8360269908068476,-0.020237517122636994
774,England,2011,Fulham,38,49.0,49.780229984311234,1.2894736842105263,1.3100060522187167,-0.02053236800819036
775,Germany,2006,Bielefeld,34,37.0,37.70100690939766,1.088235294117647,1.1088531443940488,-0.02061785027640184
776,Spain,2010,Osasuna,38,43.0,43.79371065101829,1.131578947368421,1.152466069763639,-0.02088712239521806
777,England,2019,Everton,20,27.0,27.420416025748032,1.35,1.3710208012874017,-0.02102080128740158
778,Italy,2016,Carpi,38,38.0,38.801344003799414,1.0,1.0210880000999847,-0.021088000099984683
779,France,2009,Valenciennes,38,44.0,44.81186733552833,1.1578947368421053,1.1792596667244297,-0.021364929882324413
780,Spain,2012,Zaragoza,38,43.0,43.836406056123415,1.131578947368421,1.1535896330558792,-0.02201068568745823
781,Germany,2010,M'gladbach,34,39.0,39.774102068065105,1.1470588235294117,1.1698265314136795,-0.02276770788426785
782,Italy,2014,Sassuolo,38,34.0,34.86523386072376,0.8947368421052632,0.9175061542295727,-0.02276931212430955
783,Spain,2014,Real Madrid,38,87.0,87.87002501919477,2.289473684210526,2.312369079452494,-0.02289539524196771
784,Spain,2008,Betis,38,47.0,47.88041398078062,1.236842105263158,1.2600108942310688,-0.02316878896791086
785,Spain,2016,La Coruna,38,42.0,42.88461491495753,1.105263157894737,1.1285424977620402,-0.02327933986730324
786,Spain,2012,Granada,38,42.0,42.93914116555215,1.105263157894737,1.1299773990934776,-0.02471424119874066
787,France,2011,Paris SG,38,60.0,60.94206473524606,1.5789473684210527,1.60373854566437,-0.024791177243317364
788,Italy,2018,Crotone,38,35.0,35.95694755306963,0.9210526315789473,0.9462354619228851,-0.025182830343937757
789,France,2012,Valenciennes,38,43.0,43.9633236402823,1.131578947368421,1.156929569481113,-0.02535062211269201
790,Germany,2017,Dortmund,34,64.0,64.93823982670125,1.8823529411764706,1.9099482301970956,-0.027595289020625025
791,Italy,2005,Chievo,38,43.0,44.05548990429604,1.131578947368421,1.1593549974814747,-0.02777605011305373
792,Italy,2016,Atalanta,38,45.0,46.06496403013255,1.1842105263157894,1.212235895529804,-0.02802536921401466
793,Italy,2013,Torino,38,40.0,41.06673839531183,1.0526315789473684,1.0807036419818903,-0.02807206303452192
794,England,2018,Leicester,38,47.0,48.075881560430304,1.236842105263158,1.2651547779060606,-0.028312672642902603
795,Italy,2017,Udinese,38,45.0,46.07797902398226,1.1842105263157894,1.212578395367954,-0.028367869052164707
796,Italy,2007,Livorno,38,43.0,44.10673660041655,1.131578947368421,1.160703594747804,-0.029124647379382917
797,Italy,2012,Lecce,38,36.0,37.14777363936744,0.9473684210526315,0.9775729905096696,-0.03020456945703809
798,Germany,2017,Bayern Munich,34,82.0,83.02931195502138,2.411764705882353,2.4420385869123935,-0.030273881030040695
799,Italy,2012,Milan,38,80.0,81.15432087925927,2.1052631578947367,2.135640023138402,-0.03037686524366512
800,Germany,2012,Bayern Munich,34,73.0,74.03891493304486,2.1470588235294117,2.177615145089555,-0.030556321560143207
801,Germany,2018,Hertha,34,43.0,44.046181419655824,1.2647058823529411,1.2954759241075242,-0.03077004175458309
802,France,2014,Toulouse,38,49.0,50.18155535344492,1.2894736842105263,1.3205672461432874,-0.031093561932761027
803,Germany,2009,FC Koln,34,39.0,40.07287116921618,1.1470588235294117,1.178613857918123,-0.03155503438871121
804,Spain,2013,Granada,38,42.0,43.23605839953328,1.105263157894737,1.1377910105140336,-0.03252785261929669
805,France,2008,Sochaux,38,44.0,45.255057322310186,1.1578947368421053,1.190922561113426,-0.03302782427132067
806,France,2013,Toulouse,38,51.0,52.259168130747526,1.3421052631578947,1.3752412665986191,-0.033136003440724426
807,England,2005,Arsenal,38,83.0,84.27530598414319,2.1842105263157894,2.2177712101090314,-0.03356068379324206
808,France,2013,Bordeaux,38,55.0,56.32969126448435,1.4473684210526316,1.4823602964337987,-0.034991875381167103
809,Italy,2015,Roma,38,70.0,71.3449379605531,1.8421052631578947,1.8774983673829762,-0.03539310422508146
810,Spain,2019,Ath Madrid,17,34.0,34.62204497680131,2.0,2.0365908809883124,-0.036590880988312424
811,Germany,2007,Aachen,34,34.0,35.26436875757548,1.0,1.0371873163992789,-0.03718731639927886
812,France,2010,Lyon,38,72.0,73.41453548071794,1.894736842105263,1.9319614600188932,-0.03722461791363019
813,France,2016,Guingamp,38,44.0,45.41568596365255,1.1578947368421053,1.1951496306224356,-0.03725489378033031
814,France,2017,Toulouse,38,44.0,45.4522615642194,1.1578947368421053,1.1961121464268263,-0.038217409584720974
815,Italy,2012,Cagliari,38,43.0,44.46869641354593,1.131578947368421,1.1702288529880507,-0.038649905619629665
816,Germany,2014,Hannover,34,42.0,43.31609548855981,1.2352941176470589,1.2740028084870532,-0.038708690839994286
817,Italy,2013,Cagliari,38,47.0,48.49876471397977,1.236842105263158,1.276283281946836,-0.03944117668367797
818,Italy,2006,Milan,38,88.0,89.52647799918705,2.3157894736842106,2.355959947347028,-0.04017047366281723
819,France,2015,Monaco,38,71.0,72.52807843180513,1.868421052631579,1.9086336429422401,-0.040212590310661156
820,Italy,2006,Udinese,38,43.0,44.595538929717776,1.131578947368421,1.1735668139399416,-0.04198786657152054
821,Germany,2010,Hamburg,34,52.0,53.4403903429509,1.5294117647058822,1.5717761865573794,-0.042364421851497136
822,England,2014,West Ham,38,40.0,41.61408201524599,1.0526315789473684,1.0951074214538419,-0.042475842506473516
823,France,2015,Rennes,38,50.0,51.62005228424195,1.3157894736842106,1.358422428532683,-0.04263295484847229
824,England,2017,Hull,38,34.0,35.620968996506186,0.8947368421052632,0.9373939209606891,-0.04265707885542591
825,France,2016,Lyon,38,65.0,66.63370395639846,1.7105263157894737,1.7535185251683807,-0.04299220937890702
826,Italy,2015,Chievo,38,43.0,44.677936756454216,1.131578947368421,1.1757351778014267,-0.04415623043300565
827,Italy,2006,Cagliari,38,39.0,40.679437878300604,1.0263157894736843,1.0705115231131739,-0.04419573363948959
828,Italy,2009,Lazio,38,50.0,51.682634646651664,1.3157894736842106,1.3600693328066227,-0.04427985912241206
829,Italy,2017,Sassuolo,38,46.0,47.708810418120315,1.2105263157894737,1.2554950110031662,-0.04496869521369251
830,Spain,2016,Granada,38,39.0,40.737525553945304,1.0263157894736843,1.0720401461564553,-0.04572435668277097
831,Germany,2012,Mainz,34,39.0,40.56161726545894,1.1470588235294117,1.1929887431017336,-0.04592991957232195
832,Italy,2018,Spal,38,38.0,39.76429373882107,1.0,1.0464287826005545,-0.0464287826005545
833,Italy,2014,Genoa,38,44.0,45.79148228986633,1.1578947368421053,1.2050390076280613,-0.047144270785955955
834,England,2012,QPR,38,37.0,38.813895455274576,0.9736842105263158,1.0214183014545941,-0.047734090928278294
835,Italy,2005,Brescia,38,41.0,42.81986040089745,1.0789473684210527,1.1268384316025644,-0.047891063181511706
836,Italy,2007,Sampdoria,38,49.0,50.82591620810426,1.2894736842105263,1.3375241107395859,-0.04805042652905955
837,Germany,2013,Hannover,34,45.0,46.64569316285164,1.3235294117647058,1.3719321518485776,-0.0484027400838718
838,England,2011,Everton,38,54.0,55.8629229736252,1.4210526315789473,1.470076920358558,-0.049024288779610625
839,Germany,2013,Schalke 04,34,55.0,56.67775543601638,1.6176470588235294,1.6669928069416584,-0.049345748118128974
840,Spain,2009,Real Madrid,38,78.0,79.89104331779797,2.0526315789473686,2.102395876784157,-0.04976429783678826
841,Italy,2017,Crotone,38,34.0,35.93997216686863,0.8947368421052632,0.945788741233385,-0.0510518991281218
842,England,2007,Tottenham,38,60.0,61.94588247529224,1.5789473684210527,1.6301548019813747,-0.05120743356032209
843,Italy,2016,Bologna,38,42.0,43.98836733598233,1.105263157894737,1.1575886141047982,-0.05232545621006124
844,Spain,2011,Mallorca,38,44.0,45.991041982204024,1.1578947368421053,1.2102905784790532,-0.05239584163694788
845,Germany,2008,Hertha,34,44.0,45.78321514021995,1.2941176470588236,1.3465651511829397,-0.05244750412411614
846,France,2013,Paris SG,38,83.0,85.02004324440277,2.1842105263157894,2.237369559063231,-0.053159032747441604
847,England,2011,Man City,38,71.0,73.02729718418749,1.868421052631579,1.9217709785312498,-0.0533499258996708
848,Spain,2007,Levante,38,42.0,44.03898502312025,1.105263157894737,1.1589206585031644,-0.053657500608427444
849,Germany,2015,Hoffenheim,34,44.0,45.82605989942238,1.2941176470588236,1.347825291159482,-0.053707644100658314
850,England,2005,Man United,38,77.0,79.09584299639168,2.026315789473684,2.0814695525366234,-0.05515376306293929
851,England,2009,Arsenal,38,72.0,74.10295523741793,1.894736842105263,1.950077769405735,-0.05534092730047191
852,Spain,2014,Granada,38,41.0,43.11264139891546,1.0789473684210527,1.1345431947083016,-0.055595826287248906
853,Italy,2013,Milan,38,72.0,74.13758756336784,1.894736842105263,1.950989146404417,-0.056252304299153844
854,Italy,2006,Parma,38,45.0,47.14351693019716,1.1842105263157894,1.2406188665841358,-0.0564083402683464
855,Italy,2009,Chievo,38,38.0,40.152708656603295,1.0,1.0566502278053498,-0.056650227805349784
856,England,2011,Tottenham,38,62.0,64.18046486212779,1.631578947368421,1.688959601634942,-0.05738065426652095
857,England,2010,Man City,38,67.0,69.18969873161092,1.763157894736842,1.8207815455687084,-0.05762365083186638
858,Germany,2006,M'gladbach,34,42.0,43.962887949375634,1.2352941176470589,1.293026116158107,-0.057731998511048044
859,France,2019,Toulouse,18,21.0,22.042743222337457,1.1666666666666667,1.2245968456854142,-0.05793017901874742
860,France,2010,Rennes,38,53.0,55.32409364532039,1.394736842105263,1.4558972011926419,-0.061160359087378824
861,Italy,2019,Genoa,19,20.0,21.172701320531242,1.0526315789473684,1.1143527010805918,-0.06172112213322345
862,Spain,2014,Espanol,38,42.0,44.372527472168386,1.105263157894737,1.1676980913728523,-0.06243493347811535
863,Spain,2008,Getafe,38,47.0,49.375503201216155,1.236842105263158,1.2993553474004251,-0.06251324213726717
864,Germany,2018,M'gladbach,34,47.0,49.12601210418539,1.3823529411764706,1.4448827089466292,-0.06252976777015862
865,England,2007,Middlesbrough,38,46.0,48.41744624356913,1.2105263157894737,1.2741433221991876,-0.0636170064097139
866,Germany,2006,Ein Frankfurt,34,36.0,38.17169712520155,1.0588235294117647,1.1226969742706336,-0.06387344485886892
867,Spain,2006,Santander,38,40.0,42.46375241621894,1.0526315789473684,1.1174671688478668,-0.06483558990049842
868,France,2010,Nice,38,44.0,46.47519901672334,1.1578947368421053,1.2230315530716667,-0.06513681622956136
869,France,2015,Nantes,38,45.0,47.47723440905217,1.1842105263157894,1.249400905501373,-0.06519037918558368
870,France,2016,Ajaccio GFCO,38,37.0,39.496174645473346,0.9736842105263158,1.0393730169861406,-0.06568880645982478
871,Germany,2006,Hertha,34,48.0,50.238264162305086,1.411764705882353,1.477596004773679,-0.06583129889132588
872,England,2016,Arsenal,38,71.0,73.51569698338866,1.868421052631579,1.9346236048260175,-0.06620255219443849
873,Spain,2014,Elche,38,40.0,42.575885905448686,1.0526315789473684,1.1204180501433865,-0.0677864711960181
874,Italy,2008,Reggina,38,40.0,42.59903198969268,1.0526315789473684,1.1210271576234916,-0.06839557867612323
875,England,2009,West Brom,38,32.0,34.61202890235721,0.8421052631578947,0.9108428658515055,-0.06873760269361084
876,England,2012,Tottenham,38,69.0,71.61299288167204,1.8157894736842106,1.8845524442545274,-0.06876297057031677
877,England,2007,Chelsea,38,83.0,85.63984663857832,2.1842105263157894,2.2536801746994293,-0.06946964838363989
878,England,2007,Sheffield United,38,38.0,40.6467981062934,1.0,1.0696525817445632,-0.06965258174456324
879,Italy,2012,Novara,38,32.0,34.650638676378655,0.8421052631578947,0.9118589125362804,-0.06975364937838568
880,England,2005,Birmingham,38,45.0,47.671863727942345,1.1842105263157894,1.2545227296826933,-0.07031220336690391
881,Spain,2006,Mallorca,38,43.0,45.68056247605453,1.131578947368421,1.2021200651593298,-0.07054111779090877
882,France,2010,Sochaux,38,41.0,43.68188743457802,1.0789473684210527,1.149523353541527,-0.07057598512047436
883,France,2014,Marseille,38,60.0,62.69969166510087,1.5789473684210527,1.649991885923707,-0.07104451750265439
884,England,2013,Aston Villa,38,41.0,43.70926938088202,1.0789473684210527,1.1502439310758426,-0.0712965626547899
885,France,2015,Lorient,38,43.0,45.72009941530189,1.131578947368421,1.2031605109289971,-0.0715815635605761
886,Germany,2016,Werder Bremen,34,38.0,40.44921149467916,1.1176470588235294,1.1896826910199754,-0.07203563219644593
887,England,2014,Aston Villa,38,38.0,40.76125471598278,1.0,1.0726645977890206,-0.07266459778902057
888,France,2017,Rennes,38,50.0,52.77205702136941,1.3157894736842106,1.388738342667616,-0.07294886898340547
889,England,2018,Watford,38,41.0,43.7766943683296,1.0789473684210527,1.152018272850779,-0.07307090442972641
890,England,2016,Liverpool,38,60.0,62.78263750542998,1.5789473684210527,1.6521746711955259,-0.0732273027744732
891,France,2019,Nantes,17,20.0,21.255022254425533,1.1764705882352942,1.2502954267309137,-0.0738248384956195
892,France,2016,Rennes,38,52.0,54.80560171216736,1.368421052631579,1.442252676635983,-0.07383162400440413
893,France,2008,Monaco,38,47.0,49.81801152718848,1.236842105263158,1.3110003033470654,-0.07415819808390745
894,Germany,2007,Leverkusen,34,51.0,53.52212627812479,1.5,1.574180184650729,-0.07418018465072906
895,Italy,2016,Palermo,38,39.0,41.85711752270131,1.0263157894736843,1.101503092702666,-0.07518730322898182
896,Spain,2005,Real Madrid,38,80.0,82.86120433883244,2.1052631578947367,2.180558008916643,-0.07529485102190625
897,Italy,2017,Chievo,38,43.0,45.87822538394359,1.131578947368421,1.2073217206300944,-0.07574277326167334
898,France,2017,St Etienne,38,50.0,52.880203782953146,1.3157894736842106,1.3915843100777143,-0.0757948363935037
899,Italy,2018,Genoa,38,41.0,43.88938420928781,1.0789473684210527,1.1549837949812582,-0.0760364265602056
900,Spain,2007,Real Madrid,38,76.0,78.91395368278553,2.0,2.076682991652251,-0.0766829916522509
901,Italy,2018,Cagliari,38,39.0,41.91775270360975,1.0263157894736843,1.1030987553581513,-0.07678296588446698
902,England,2005,Charlton,38,46.0,48.92068851128785,1.2105263157894737,1.287386539770733,-0.07686022398125925
903,Spain,2010,Zaragoza,38,41.0,43.92730324001776,1.0789473684210527,1.1559816642109937,-0.07703429578994103
904,Germany,2005,Kaiserslautern,34,42.0,44.630384775636394,1.2352941176470589,1.3126583757540116,-0.07736425810695269
905,France,2013,Sochaux,38,41.0,43.9420880428254,1.0789473684210527,1.1563707379690893,-0.07742336954803664
906,Spain,2008,Recreativo,38,44.0,46.978039187936425,1.1578947368421053,1.2362641891562216,-0.0783694523141163
907,Italy,2018,Udinese,38,40.0,42.98031052450658,1.0526315789473684,1.1310608032764888,-0.07842922432912047
908,France,2019,Marseille,17,27.0,28.335421873948228,1.588235294117647,1.6667895219969546,-0.07855422787930766
909,Spain,2010,Tenerife,38,36.0,39.00259839186822,0.9473684210526315,1.0263841682070585,-0.07901574715442694
910,Italy,2005,Bologna,38,42.0,45.020700527212156,1.105263157894737,1.1847552770318988,-0.07949211913716181
911,Germany,2014,Werder Bremen,34,39.0,41.705451507341074,1.1470588235294117,1.226630926686502,-0.0795721031570904
912,England,2015,Man City,38,79.0,82.02941431239174,2.0789473684210527,2.1586687976945194,-0.0797214292734667
913,Italy,2018,Sassuolo,38,43.0,46.02956762005965,1.131578947368421,1.2113044110542013,-0.07972546368578026
914,Spain,2006,Zaragoza,38,46.0,49.133837660700785,1.2105263157894737,1.2929957279131785,-0.08246941212370484
915,France,2012,Dijon,38,36.0,39.1523902507937,0.9473684210526315,1.0303260592314132,-0.08295763817878166
916,Italy,2006,Roma,38,69.0,72.15369338458058,1.8157894736842106,1.8987814048573837,-0.08299193117317305
917,France,2007,Bordeaux,38,57.0,60.18807427411365,1.5,1.5838966914240435,-0.08389669142404355
918,England,2006,Everton,38,50.0,53.22918452913275,1.3157894736842106,1.4007680139245462,-0.08497854024033558
919,France,2012,Brest,38,41.0,44.231969306333816,1.0789473684210527,1.1639991922719426,-0.08505182385088994
920,England,2013,Stoke,38,42.0,45.2503505948879,1.105263157894737,1.190798699865471,-0.08553554197073399
921,Germany,2007,Ein Frankfurt,34,40.0,42.93912700815598,1.1764705882352942,1.2629155002398817,-0.08644491200458759
922,England,2007,Wigan,38,38.0,41.305625616497935,1.0,1.0869901478025772,-0.08699014780257719
923,England,2010,Bolton,38,39.0,42.31962666805092,1.0263157894736843,1.11367438600134,-0.08735859652765576
924,Italy,2010,Milan,38,70.0,73.32045255912428,1.8421052631578947,1.9294855936611652,-0.08738033050327054
925,England,2013,Wigan,38,36.0,39.32466082194166,0.9473684210526315,1.0348594953142543,-0.08749107426162273
926,Spain,2014,Getafe,38,42.0,45.33898408014815,1.105263157894737,1.1931311600038987,-0.08786800210916179
927,France,2007,Nice,38,43.0,46.3419599899681,1.131578947368421,1.2195252628938975,-0.08794631552547649
928,Spain,2009,Numancia,38,35.0,38.36356154618409,0.9210526315789473,1.0095674091101074,-0.0885147775311601
929,Germany,2016,Augsburg,34,38.0,41.04686277887136,1.1176470588235294,1.2072606699668047,-0.08961361114327526
930,Spain,2008,Osasuna,38,43.0,46.4306500617685,1.131578947368421,1.2218592121518028,-0.0902802647833818
931,France,2013,Evian Thonon Gaillard,38,40.0,43.45291200991306,1.0526315789473684,1.1434976844713962,-0.09086610552402785
932,England,2005,Blackburn,38,42.0,45.461918784096454,1.105263157894737,1.196366283792012,-0.09110312589727498
933,Italy,2017,Bologna,38,41.0,44.47569756754682,1.0789473684210527,1.170413093882811,-0.09146572546175835
934,Italy,2008,Catania,38,37.0,40.480084297330805,0.9736842105263158,1.0652653762455475,-0.0915811657192317
935,France,2017,Paris SG,38,87.0,90.50078418095694,2.289473684210526,2.3815995837093933,-0.09212589949886718
936,France,2013,Troyes,38,37.0,40.566447402464135,0.9736842105263158,1.0675380895385298,-0.09385387901221398
937,Germany,2015,Hannover,34,37.0,40.24192446974453,1.088235294117647,1.1835860138160157,-0.09535071969836872
938,Italy,2009,Napoli,38,46.0,49.6504468802798,1.2105263157894737,1.3065907073757843,-0.09606439158631064
939,Germany,2008,Hansa Rostock,34,30.0,33.29032763676838,0.8823529411764706,0.9791272834343642,-0.09677434225789361
940,Spain,2010,Villarreal,38,56.0,59.68853304714532,1.4736842105263157,1.570750869661719,-0.09706665913540324
941,Germany,2012,Hoffenheim,34,41.0,44.30322921553058,1.2058823529411764,1.3030361533979582,-0.09715380045678179
942,England,2012,Stoke,38,45.0,48.69245310602423,1.1842105263157894,1.2813803448953744,-0.09716981857958507
943,England,2017,Crystal Palace,38,41.0,44.699489574379484,1.0789473684210527,1.1763023572205127,-0.09735498879946003
944,France,2014,Sochaux,38,40.0,43.722404943181786,1.0526315789473684,1.1505896037679417,-0.09795802482057336
945,England,2015,Sunderland,38,38.0,41.72574787701735,1.0,1.0980459967636145,-0.09804599676361447
946,England,2013,Liverpool,38,61.0,64.75371911959478,1.605263157894737,1.7040452399893362,-0.09878208209459927
947,Italy,2007,Udinese,38,46.0,49.78105749916988,1.2105263157894737,1.3100278289255232,-0.09950151313604949
948,England,2015,Hull,38,35.0,38.81133022496673,0.9210526315789473,1.0213507953938614,-0.10029816381491408
949,England,2010,Wigan,38,36.0,39.84007368095446,0.9473684210526315,1.0484229916040648,-0.1010545705514333
950,Italy,2015,Fiorentina,38,64.0,67.8424268205905,1.6842105263157894,1.785327021594487,-0.1011164952786976
951,Italy,2005,Parma,38,42.0,45.855116271028635,1.105263157894737,1.206713586079701,-0.10145042818496397
952,Germany,2008,Stuttgart,34,52.0,55.48150031824074,1.5294117647058822,1.6318088328894336,-0.10239706818355132
953,France,2016,Bordeaux,38,50.0,53.89762423400123,1.3157894736842106,1.4183585324737165,-0.10256905878950584
954,Italy,2013,Siena,38,36.0,39.90456947905574,0.9473684210526315,1.0501202494488353,-0.10275182839620378
955,France,2018,Strasbourg,38,38.0,41.93294527198445,1.0,1.1034985597890645,-0.10349855978906453
956,England,2015,Man United,38,70.0,73.94984897433969,1.8421052631578947,1.9460486572194655,-0.10394339406157083
957,Germany,2017,Augsburg,34,38.0,41.5695558034664,1.1176470588235294,1.2226339942196,-0.10498693539607062
958,Spain,2014,Osasuna,38,39.0,43.01988666474432,1.0263157894736843,1.1321022806511662,-0.10578649117748196
959,Spain,2009,Santander,38,46.0,50.02364054432123,1.2105263157894737,1.3164115932716114,-0.10588527748213772
960,Spain,2009,Valencia,38,62.0,66.02941580010278,1.631578947368421,1.7376162052658628,-0.10603725789744178
961,Italy,2016,Frosinone,38,31.0,35.03583797224125,0.8157894736842105,0.9219957361116118,-0.10620626242740128
962,France,2019,Angers,17,19.0,20.809129503054233,1.1176470588235294,1.2240664413561313,-0.10641938253260186
963,Spain,2018,Sociedad,38,49.0,53.04723963089053,1.2894736842105263,1.3959799902865928,-0.10650630607606648
964,Germany,2017,Ingolstadt,34,32.0,35.62483108871076,0.9411764705882353,1.0477891496679637,-0.10661267907972838
965,England,2016,Man United,38,66.0,70.0653435497065,1.736842105263158,1.843824830255434,-0.10698272499227612
966,Germany,2018,Mainz,34,36.0,39.64967930914891,1.0588235294117647,1.1661670385043796,-0.10734350909261492
967,England,2007,Arsenal,38,68.0,72.08136712468192,1.7894736842105263,1.8968780822284714,-0.1074043980179451
968,England,2014,Newcastle,38,49.0,53.08974567947091,1.2894736842105263,1.3970985705123924,-0.10762488630186606
969,France,2013,Lille,38,62.0,66.13482052943463,1.631578947368421,1.7403900139324904,-0.10881106656406936
970,France,2007,Sedan,38,35.0,39.1509262765214,0.9210526315789473,1.0302875335926684,-0.1092349020137211
971,Spain,2016,Sociedad,38,48.0,52.186002296558925,1.263157894736842,1.3733158499094453,-0.1101579551726033
972,England,2005,Crystal Palace,38,33.0,37.19853401879923,0.868421052631579,0.9789087899684008,-0.11048773733682182
973,Spain,2014,Malaga,38,45.0,49.20002175497147,1.1842105263157894,1.2947374146045125,-0.11052688828872315
974,Italy,2011,Brescia,38,32.0,36.2015451523993,0.8421052631578947,0.9526722408526132,-0.11056697769471846
975,France,2017,Dijon,38,37.0,41.21415573823643,0.9736842105263158,1.0845830457430639,-0.11089883521674804
976,Spain,2009,Espanol,38,47.0,51.21483743547152,1.236842105263158,1.3477588798808295,-0.11091677461767158
977,Italy,2007,Parma,38,42.0,46.22754647999568,1.105263157894737,1.2165143810525179,-0.11125122315778091
978,France,2015,Lille,38,56.0,60.22890252663835,1.4736842105263157,1.584971119122062,-0.11128690859574619
979,France,2009,Monaco,38,45.0,49.23196565219217,1.1842105263157894,1.2955780434787414,-0.11136751716295201
980,Spain,2019,Eibar,17,21.0,22.89836041516508,1.2352941176470589,1.3469623773626518,-0.11166825971559291
981,England,2017,Watford,38,40.0,44.25266754269041,1.0526315789473684,1.1645438827023793,-0.11191230375501093
982,Spain,2013,Espanol,38,44.0,48.26262039206998,1.1578947368421053,1.270068957686052,-0.11217422084394668
983,France,2012,Nice,38,42.0,46.2790583201338,1.105263157894737,1.2178699557929946,-0.11260679789825767
984,Germany,2007,Hertha,34,44.0,47.83902972314669,1.2941176470588236,1.4070302859749027,-0.11291263891607906
985,Spain,2010,Espanol,38,44.0,48.33073705618502,1.1578947368421053,1.2718615014785533,-0.11396676463644795
986,Spain,2015,Eibar,38,35.0,39.335714916892165,0.9210526315789473,1.0351503925497938,-0.11409776097084645
987,Germany,2015,Freiburg,34,34.0,37.88985057198953,1.0,1.114407369764398,-0.11440736976439791
988,Spain,2017,Leganes,38,35.0,39.35393272202474,0.9210526315789473,1.0356298084743352,-0.11457717689538782
989,England,2015,Liverpool,38,62.0,66.37708794300976,1.631578947368421,1.7467654721844672,-0.11518652481604619
990,England,2014,Cardiff,38,30.0,34.403384254625955,0.7894736842105263,0.9053522172269988,-0.11587853301647244
991,Spain,2008,Espanol,38,48.0,52.40591521101926,1.263157894736842,1.379103031868928,-0.11594513713208587
992,France,2005,Lens,38,52.0,56.431078106295466,1.368421052631579,1.4850283712183017,-0.11660731858672269
993,Spain,2013,Celta,38,37.0,41.44690942733531,0.9736842105263158,1.0907081428246133,-0.11702393229829744
994,Spain,2011,Getafe,38,44.0,48.44891133100535,1.1578947368421053,1.2749713508159302,-0.11707661397382485
995,Italy,2009,Juventus,38,74.0,78.45345563193646,1.9473684210526316,2.064564621893065,-0.11719620084043325
996,France,2006,Toulouse,38,41.0,45.48202573216112,1.0789473684210527,1.19689541400424,-0.11794804558318739
997,Spain,2013,Osasuna,38,39.0,43.50974179263547,1.0263157894736843,1.1449932050693543,-0.11867741559567002
998,Germany,2006,Dortmund,34,46.0,50.03569196550862,1.3529411764705883,1.4716379989855477,-0.11869682251495939
999,Germany,2014,Freiburg,34,36.0,40.06438208718947,1.0588235294117647,1.1783641790349844,-0.11954064962321964
1000,Germany,2017,Mainz,34,37.0,41.08297039749618,1.088235294117647,1.2083226587498876,-0.12008736463224068
1001,Germany,2008,Bielefeld,34,34.0,38.08963610898785,1.0,1.1202834149702308,-0.12028341497023076
1002,Spain,2010,La Coruna,38,47.0,51.5837786775232,1.236842105263158,1.357467859934821,-0.12062575467166314
1003,France,2014,Nice,38,42.0,46.626515059670716,1.105263157894737,1.227013554201861,-0.12175039630712403
1004,England,2017,Swansea,38,41.0,45.62982541496075,1.0789473684210527,1.2007848793410723,-0.1218375109200196
1005,Italy,2019,Empoli,19,16.0,18.32072005662457,0.8421052631578947,0.964248424032872,-0.12214316087497734
1006,Spain,2006,Ath Madrid,38,52.0,56.646020937739685,1.368421052631579,1.4906847615194654,-0.1222637088878864
1007,Germany,2009,Hannover,34,40.0,44.178095545691704,1.1764705882352942,1.2993557513438736,-0.12288516310857944
1008,Italy,2019,Milan,19,31.0,33.367036404850936,1.631578947368421,1.756159810781628,-0.12458086341320707
1009,England,2016,Norwich,38,34.0,38.75914384142776,0.8947368421052632,1.0199774695112567,-0.1252406274059935
1010,France,2006,Nantes,38,45.0,49.7654393607059,1.1842105263157894,1.3096168252817342,-0.1254062989659448
1011,Spain,2007,Celta,38,39.0,43.770284220364495,1.0263157894736843,1.151849584746434,-0.12553379527274977
1012,England,2007,Watford,38,28.0,32.78007679028434,0.7368421052631579,0.8626335997443247,-0.1257914944811669
1013,Italy,2019,Udinese,19,18.0,20.394654694310738,0.9473684210526315,1.0734028786479335,-0.12603445759530196
1014,England,2019,Man United,20,35.0,37.5246396672394,1.75,1.8762319833619698,-0.12623198336196984
1015,England,2005,Fulham,38,44.0,48.82511275155139,1.1578947368421053,1.2848713881987208,-0.1269766513566155
1016,England,2008,Birmingham,38,35.0,39.829780979732675,0.9210526315789473,1.0481521310455968,-0.12709949946664945
1017,Italy,2007,Cagliari,38,40.0,44.906389177023115,1.0526315789473684,1.1817470836058714,-0.12911550465850308
1018,Germany,2017,Hamburg,34,38.0,42.4055555509029,1.1176470588235294,1.2472222220853795,-0.12957516326185003
1019,Spain,2012,Ath Bilbao,38,49.0,53.95658146681955,1.2894736842105263,1.4199100386005146,-0.13043635438998824
1020,Spain,2006,Cadiz,38,36.0,40.991493486084956,0.9473684210526315,1.0787235127917094,-0.1313550917390779
1021,England,2014,Swansea,38,42.0,47.115045992348,1.105263157894737,1.239869631377579,-0.13460647348284205
1022,Germany,2012,Wolfsburg,34,44.0,48.57800003316265,1.2941176470588236,1.4287647068577252,-0.13464705979890157
