,TM_manager_name,tenure1_overperformance,tenure1_above_expectation,tenure2_overperformance,tenure2_above_expectation,tenure3_overperformance,tenure3_above_expectation,tenure4_overperformance,tenure4_above_expectation,tenure5_overperformance,tenure5_above_expectation
305,Bruno Génésio,1,0.24614868502040954,,,,,,,,
306,Sergije Kresic,0,-0.074392656795917,,,,,,,,
307,Jean-Louis Garcia,0,-0.19493106760578893,,,,,,,,
308,Philippe Montanier,1,0.14103540805668424,1.0,0.3058425868195791,0.0,-0.07546304730048048,,,,
309,Jean-Marc Nobilo,0,-0.45031035599796476,,,,,,,,
310,Didier Ollé-Nicolle,0,-0.25498436991627804,,,,,,,,
311,Unai Emery,1,0.33841298954020216,1.0,0.09606996566208115,1.0,0.14026498179999414,0.0,-0.02629048044243376,1.0,0.19579895377909717
312,Frank Schaefer,1,0.09755817177933146,,,,,,,,
313,Víctor Muñoz,0,-0.019980906116670027,0.0,-0.24082150771411803,0.0,-0.28150365305526015,,,,
314,Abel Resino,0,-0.2329081226297155,1.0,0.07837861597490048,1.0,0.09967874756431438,0.0,-0.438678647183791,,
315,Marcelino,1,0.31049121362648613,1.0,0.3613787060365161,1.0,0.30082637520217137,0.0,-0.29188110610381823,1.0,0.2843918495989355
316,Manolo Jiménez,1,0.0891803585525186,0.0,-0.02043903096174904,,,,,,
317,Gonzalo Arconada,0,-0.1732487209056135,,,,,,,,
318,Paco Jémez,1,0.05494066132680042,0.0,-0.7201294966741593,,,,,,
319,Juan Muñiz,0,-0.10588527748213772,0.0,-0.22423689178779005,0.0,-0.2591827839688202,,,,
320,Juan Ignacio Martínez,1,0.20716445174485854,0.0,-0.22057400837098273,,,,,,
321,José Luis Oltra,0,-0.07901574715442694,0.0,-0.27328353910976055,0.0,-0.42894328071596444,,,,
322,Avram Grant,1,0.15905472787421449,0.0,-0.19911197087990595,0.0,-0.23372765231894732,,,,
323,Torsten Lieberknecht,0,-0.3030479392033749,,,,,,,,
324,Bojan Prasnikar,0,-0.014433196862243092,,,,,,,,
325,Francisco Chaparro Jara,1,0.020228764386379217,,,,,,,,
326,Antonio Álvarez,1,0.06666268846523304,,,,,,,,
327,Kasper Hjulmand,0,-0.12354794846653072,,,,,,,,
328,Giancarlo Camolese,0,-0.20749977562905708,,,,,,,,
329,Renzo Ulivieri,0,-0.09500239341579841,,,,,,,,
330,Zvonimir Soldo,0,-0.2978479262887288,,,,,,,,
331,Gerardo Martino,0,-0.1405802462484207,,,,,,,,
332,Pep Guardiola,1,0.1097743477222286,1.0,0.07839746643136314,1.0,0.27895605012168767,,,,
333,Tito Vilanova,1,0.3781000762838538,,,,,,,,
334,Alex Dupont,0,-0.003131989464816076,1.0,0.08036793557663913,,,,,,
335,Hubert Fournier,1,0.09594118980744448,1.0,0.19658209403241722,,,,,,
336,Patrice Garande,1,0.002632029176741879,,,,,,,,
337,David Guion,1,0.2458731982571778,,,,,,,,
338,Olivier Pantaloni,1,0.02905045358574787,,,,,,,,
339,André Schubert,0,-0.11832574370197624,,,,,,,,
340,Manuel Zambrano,0,-0.06079321350046474,,,,,,,,
341,Craig Shakespeare,1,0.0965472727269423,,,,,,,,
342,Jürgen Kramny,0,-0.15330810643557324,,,,,,,,
343,David Wagner,0,-0.13167192464116995,,,,,,,,
344,Nevio Orlandi,1,0.03625189515036431,1.0,0.022294812098094363,,,,,,
345,Gianfranco Zola,0,-0.10692281281946947,,,,,,,,
346,Brian McDermott,0,-0.15354769774222787,,,,,,,,
347,Juanma Lillo,0,-0.0891805169944182,,,,,,,,
348,Voro,1,0.03895431702884267,,,,,,,,
349,Pablo Machín,1,0.3377448354535735,1.0,0.47323469364177484,,,,,,
350,Pepe Bordalás,1,0.37463550461567174,,,,,,,,
351,Luis García,1,0.12722028567543453,0.0,-0.0529551798609067,,,,,,
352,Juan Carlos Garrido,0,-0.0786008441906878,,,,,,,,
353,Fabri,0,-0.14910722996179637,,,,,,,,
354,Manolo Hierro,0,-0.7453837008582557,,,,,,,,
355,Hervé Renard,1,0.07631178648349501,,,,,,,,
356,Luis Enrique,0,-0.04042532077697003,1.0,0.15067870437539188,1.0,0.03513179134798072,,,,
357,Anquela,0,-0.1975426174949666,,,,,,,,
358,Aurelio Gay,0,-0.10569064587573807,,,,,,,,
359,Michael Wiesinger,0,-0.029322208535341066,,,,,,,,
360,Daniel Sanchez,0,-0.06055267925376251,,,,,,,,
361,Pepe Mel,1,0.09372304333919379,0.0,-0.27211528134289853,0.0,-0.08884581782041767,0.0,-0.1985400451881052,,
362,Roberto Di Matteo,1,0.07345380171303317,0.0,-0.21903211921677102,,,,,,
363,Yves Bertucci,0,-0.047921419124899556,,,,,,,,
364,Abelardo,0,-0.13501508422422803,1.0,0.574002918873812,,,,,,
365,Landry Chauvin,0,-0.21121812596411405,,,,,,,,
366,Thierry Laurey,0,-0.06568880645982478,1.0,0.00047685798149177394,,,,,,
367,Fabien Mercadal,0,-0.22881416774148755,,,,,,,,
368,Paul Clement,0,-0.10579022826934614,,,,,,,,
369,Mike Phelan,0,-0.27371757441618805,,,,,,,,
370,Paco Herrera,0,-0.25417122589535757,,,,,,,,
371,Ole Gunnar Solskjaer,0,-0.26709407448075206,,,,,,,,
372,Thomas Tuchel,1,0.2650807209209536,1.0,0.1543866122060078,1.0,0.33563035493808213,,,,
373,Gianluca Atzori,0,-0.4866046397549274,,,,,,,,
374,Aitor Karanka,0,-0.22402881894385784,,,,,,,,
375,Massimiliano Allegri,1,0.1998007652298559,0.0,-0.0821840908313054,1.0,0.17148390983001427,,,,
376,Mauricio Pellegrino,1,0.41129589490191254,0.0,-0.3742439374946709,1.0,0.1282259313125117,,,,
377,Asier Garitano,0,-0.022245118124503804,0.0,-0.14729764051492977,,,,,,
378,Paco López,1,0.570788188357489,,,,,,,,
379,Tim Sherwood,1,0.017334494058263594,0.0,-0.31979803554068564,,,,,,
380,Malky Mackay,1,0.06745003481400602,,,,,,,,
381,Paulo Sousa,1,0.09403656536070648,,,,,,,,
382,Julian Nagelsmann,1,0.32146585031165875,,,,,,,,
383,Markus Weinzierl,1,0.12938444423845907,0.0,-0.3008398989488015,,,,,,
384,Leonardo,1,0.133926017918796,,,,,,,,
385,Pascal Dupraz,0,-0.05745757097963411,0.0,-0.052120191633293844,,,,,,
386,Mauricio Pochettino,0,-0.01918917854286173,1.0,0.27098173796090963,1.0,0.30171607242518106,,,,
387,René Girard,1,0.3310221255976633,1.0,0.1351517274310865,0.0,-0.3277600259682312,,,,
388,Sandro Schwarz,0,-0.055668881845506,,,,,,,,
389,Míchel,1,0.0751596012624598,0.0,-0.22614488721479153,0.0,-0.2398914726567556,0.0,-0.1666174363984949,,
390,Manuel Baum,0,-0.08971264441973537,,,,,,,,
391,Maurizio Sarri,1,0.15538093500491257,1.0,0.42239298447628637,1.0,0.12743720998477093,,,,
392,Javi Gracia,1,0.0017626386156710527,1.0,0.07220894637701725,1.0,0.11013555163204392,,,,
393,Dirk Schuster,1,0.10994062207979671,,,,,,,,
394,Martín Lasarte,1,0.12998267503480054,,,,,,,,
395,Laurent Guyot,0,-0.27513520333032215,,,,,,,,
396,Niko Kovac,1,0.12356564002799608,0.0,-0.1785023546593285,,,,,,
397,Patrice Carteron,0,-0.08295763817878166,,,,,,,,
398,Leonardo Jardim,1,0.1834539204533423,,,,,,,,
399,Gaizka Garitano,0,-0.11409776097084645,0.0,-0.39478273456630986,,,,,,
400,Jorge Sampaoli,1,0.3200356285971435,,,,,,,,
401,Juan Antonio Pizzi,0,-0.18754663788004344,,,,,,,,
402,Eddie Howe,1,0.1993469360171669,,,,,,,,
403,Éric Roy,0,-0.021153276334859195,,,,,,,,
404,Vincenzo Montella,1,0.07266493193868961,1.0,0.03742215054049303,0.0,-0.28566665123655577,1.0,0.009478507659351099,0.0,-0.4071937733405535
405,Jens Keller,1,0.13632267951317534,,,,,,,,
406,Sir Kenny Dalglish,0,-0.2431972509512752,,,,,,,,
407,Paco Flores,0,-0.17107855312097864,,,,,,,,
408,Quique Setién,1,0.030722738030313,1.0,0.2537783523629169,,,,,,
409,Devis Mangia,0,-0.01742742049234236,,,,,,,,
410,Tayfun Korkut,0,-0.0415821256377944,1.0,0.5299249161692732,,,,,,
411,Willy Sagnol,1,0.10328950670885728,,,,,,,,
412,Giuseppe Sannino,1,0.17476125065342663,,,,,,,,
413,Eusebio Di Francesco,0,-0.11843460620197244,1.0,0.24744144694856973,1.0,0.029277696804488773,,,,
414,Jocelyn Gourvennec,1,0.044485122680502975,1.0,0.014237480131986224,,,,,,
415,José Ramón Sandoval,1,0.13739950073865292,0.0,-0.019029331363767055,,,,,,
416,Leonardo Semplici,0,-0.09020605971188111,,,,,,,,
417,Olivier Dall'Oglio,0,-0.031076090916006827,,,,,,,,
418,Eugenio Corini,1,0.17492752236698816,0.0,-0.1267314287865129,,,,,,
419,René Marsiglia,1,0.04207774338772419,,,,,,,,
420,Davide Nicola,0,-0.2836957376735675,0.0,-0.09355453256282698,,,,,,
421,Martin Schmidt,1,0.11592014957267693,0.0,-0.3510769253900492,,,,,,
422,Sean Dyche,1,0.09259780075132351,,,,,,,,
423,Florian Kohfeldt,1,0.20429032500499966,,,,,,,,
424,Cosmin Contra,0,-0.030152408433723465,,,,,,,,
425,Hannes Wolf,0,-0.11521668803209684,,,,,,,,
426,Massimo Rastelli,1,0.07342247531769752,,,,,,,,
427,Ivan Juric,0,-0.16254108708909576,0.0,-0.38364069325463024,,,,,,
428,Nuno Espírito Santo,1,0.3272976726414947,1.0,0.3697223360245807,,,,,,
429,Fernando Vázquez,1,0.191553450340876,1.0,0.09541195657799872,,,,,,
430,Víctor Sánchez,0,-0.004105314135679938,0.0,-0.23338056016822994,,,,,,
431,André Breitenreiter,0,-0.0187800105277236,0.0,-0.006126575536225198,0.0,-0.15921340781175009,,,,
432,Bernard Blaquart,1,0.27787186328984714,,,,,,,,
433,Giovanni Martusciello,0,-0.2934245087333751,,,,,,,,
434,Pacheta,0,-0.11016869599186663,,,,,,,,
435,Stéphane Moulin,1,0.009550694966105722,,,,,,,,
436,Thomas Schneider,0,-0.4137992215252366,,,,,,,,
437,Marco Silva,1,0.21407680510097638,0.0,-0.0750006618248169,0.0,-0.02102080128740158,,,,
438,Fabio Pecchia,0,-0.36999262342191686,,,,,,,,
439,Andrea Stramaccioni,0,-0.5187616211571535,0.0,-0.16510437797895472,,,,,,
440,Patrick Vieira,1,0.020746609543540684,,,,,,,,
441,Sami Hyypiä,1,0.14175663938014038,,,,,,,,
442,Zinédine Zidane,0,-0.06223386288910859,,,,,,,,
443,Simone Inzaghi,1,0.2615290991994541,,,,,,,,
444,Alexander Nouri,0,-0.028564817872067882,,,,,,,,
445,Roberto Stellone,0,-0.10620626242740128,,,,,,,,
446,Eduardo Berizzo,1,0.10243614069994411,1.0,0.24017802768981378,,,,,,
447,Sérgio Conceição,1,0.5163304404485809,,,,,,,,
448,Angelo Castellazzi,0,-0.024780254515163636,,,,,,,,
449,Pál Dárdai,1,0.09749988634108808,,,,,,,,
450,Eric Hély,0,-0.06805809635019822,,,,,,,,
451,Dominique Arribagé,0,-0.33658518724290787,,,,,,,,
452,Gary Neville,0,-0.7522163061962881,,,,,,,,
453,Alex Neil,0,-0.1252406274059935,,,,,,,,
454,Eric Sikora,1,0.1632310490075508,,,,,,,,
455,Olivier Guégan,0,-0.11822066402479958,,,,,,,,
456,Ghislain Printant,1,0.12506426743299492,,,,,,,,
457,Sabri Lamouchi,1,0.20775849407407088,,,,,,,,
458,Rubi,0,-0.23272090115766564,0.0,-0.11030741282324397,1.0,0.09099127601405699,,,,
459,Jean-Luc Vasseur,0,-0.042673877264680415,,,,,,,,
460,Christophe Pélissier,0,-0.015372686735437568,,,,,,,,
461,Diego López,0,-0.31136769708768597,0.0,-0.0028718739881412603,,,,,,
462,Filippo Inzaghi,0,-0.2921920246441927,0.0,-0.4441118196063921,,,,,,
463,Moreno Longo,0,-0.48561952651606477,,,,,,,,
464,Ivo Pulga,1,0.14055270423621913,,,,,,,,
465,Patrick Gabriel,1,0.29410712094266667,,,,,,,,
466,Gennaro Gattuso,1,0.01660038755464721,,,,,,,,
467,Francisco Rodríguez,0,-0.0818476889867702,,,,,,,,
468,Torsten Frings,0,-0.14347808397447026,,,,,,,,
469,Jagoba Arrasate,0,-0.14745539593359291,,,,,,,,
470,Domenico Tedesco,1,0.06130780425674187,,,,,,,,
471,Constantin Galca,0,-0.01166924268345726,,,,,,,,
472,Michael Köllner,0,-0.3965342456258908,,,,,,,,
473,Roberto De Zerbi,0,-0.2640193996028314,1.0,0.15409660995035424,,,,,,
474,Clarence Seedorf,1,0.11317359900461987,0.0,-0.48711015519760004,,,,,,
475,Sergio,1,0.07845111191866172,1.0,0.32353468701241683,,,,,,
476,Míchel,0,-0.23543448933485323,,,,,,,,
477,Garry Monk,1,0.06480308319666062,,,,,,,,
478,Roberto D'Aversa,1,0.27610232815175717,,,,,,,,
479,Massimo Oddo,0,-0.6084974722840434,0.0,-0.1470775312832151,,,,,,
480,Javier Calleja,0,-0.05449243521525138,,,,,,,,
481,Petar Vasiljevic,0,-0.29242410248429207,,,,,,,,
