sex,age_bucket,lgbtq,inc_bucket,educ_n,region6,tenure3,poli_int_bucket,ge15_5,ge17_5,pop,pred_deal,pred_no_deal,pred_remain
Male,45-60,straight,50+,4,South,mortgage,high,Con,Lab,1100,7.9,12.3,79.9
Female,60-75,straight,15_25,3,Scotland,own,middling,Oth,Oth,15800,18.4,12.3,69.3
Female,18-29,straight,25_35,5,Midlands,rent,middling,Lab,Lab,3000,7.4,3.5,89.1
Female,30-44,straight,35_50,5,North,mortgage,middling,Oth,Lab,5100,7.7,4.8,87.5
Female,45-60,straight,50+,5,South,own,high,Oth,Lab,200,4.9,5,90.1
Male,75+,straight,35_50,3,South,own,high,Con,Con,22500,31.4,45.5,23.1
Female,18-29,straight,15_25,3,North,rent,middling,DNV,Lab,25800,19.6,11.1,69.3
Female,30-44,straight,50+,2,South,mortgage,low,Con,Con,900,52.1,24.4,23.5
Male,45-60,straight,25_35,4,South,rent,high,Con,Con,1700,22.3,53,24.7
Female,45-60,straight,50+,3,North,mortgage,middling,Lab,DNV,800,24.8,21.1,54.1
Male,60-75,straight,25_35,3,North,own,middling,Con,Con,51900,37.3,47.1,15.6
Female,60-75,straight,50+,4,South,mortgage,middling,UKIP,Con,1300,34.4,56.9,8.7
Male,60-75,straight,15_25,2,Midlands,own,middling,Con,Con,19900,37.7,51.6,10.7
Male,18-29,straight,35_50,3,South,rent,middling,Oth,Lab,2700,8.9,6.8,84.3
Female,30-44,straight,25_35,4,Midlands,rent,middling,UKIP,Con,1800,33.5,59.4,7.1
Male,45-60,straight,35_50,4,South,mortgage,middling,Oth,Lab,5500,8.7,10.8,80.5
Male,30-44,straight,50+,4,Scotland,mortgage,high,Lab,Lab,3000,4.3,6.2,89.5
Female,60-75,straight,25_35,2,South,own,middling,Con,Con,70000,46.7,38.2,15
Male,45-60,straight,25_35,4,Wales,mortgage,middling,Lab,Lab,3200,10.6,12.9,76.5
Male,45-60,straight,35_50,4,South,own,low,Con,Con,11600,38,34.1,27.9
Male,60-75,gay,15_25,3,Midlands,own,high,Con,Con,1100,25.7,60.5,13.8
Male,45-60,straight,15_25,3,South,rent,middling,DNV,Con,5000,29.6,55.3,15.1
Male,18-29,straight,15_25,4,South,rent,middling,Oth,Lab,3900,7.8,7,85.2
Female,60-75,straight,15_25,4,Scotland,rent,high,Oth,Oth,1700,11,13.5,75.5
Female,45-60,straight,15_25,2,South,rent,middling,Con,Con,7100,41.1,45.8,13.1
Female,18-29,gay,50+,5,South,mortgage,middling,Lab,Lab,700,4.4,1.8,93.7
Female,60-75,gay,25_35,2,South,own,middling,Con,Con,6500,44.1,41.2,14.7
Female,75+,straight,35_50,3,South,mortgage,middling,Con,Con,1200,49.5,29.3,21.3
Male,30-44,straight,25_35,3,Midlands,rent,high,Con,Con,5100,27.7,51.1,21.2
Female,30-44,straight,5_15,3,Wales,rent,middling,Lab,Lab,2700,17.1,14.5,68.3
Male,18-29,straight,35_50,4,South,rent,middling,Con,Con,4900,32.5,23.3,44.2
Male,30-44,straight,35_50,3,Midlands,own,middling,Con,Con,8300,39.4,34.6,25.9
Male,60-75,straight,15_25,3,North,rent,high,Lab,Lab,6400,11.6,31.5,56.9
Male,45-60,straight,50+,4,Scotland,mortgage,high,Lab,Con,2000,18.3,36.5,45.2
Male,45-60,straight,35_50,3,Scotland,own,high,Lab,Lab,600,7.4,14.5,78.1
Female,60-75,straight,15_25,2,North,mortgage,high,Lab,Lab,1700,17.1,27.8,55.2
Female,60-75,straight,25_35,1,South,own,high,Con,Con,4400,35.4,51.7,12.8
Female,30-44,straight,35_50,3,Midlands,own,middling,DNV,DNV,1400,31.1,19.8,49.1
Female,30-44,straight,35_50,5,North,mortgage,middling,DNV,Oth,600,11.9,5.5,82.6
Female,60-75,straight,15_25,3,North,own,low,Con,Con,34300,52,35.5,12.5
Male,30-44,straight,15_25,4,Scotland,rent,middling,Oth,Lab,1400,8.2,11,80.8
Male,30-44,straight,50+,3,Scotland,mortgage,high,Oth,Oth,4100,6.7,7.7,85.6
Female,30-44,straight,5_15,3,South,rent,middling,DNV,Oth,1600,22.2,15.7,62.1
Female,18-29,straight,5_15,3,Wales,rent,low,DNV,Oth,3900,27.4,9.2,63.4
Female,18-29,straight,25_35,5,North,rent,middling,Lab,Lab,8500,7.3,3.7,89
Female,60-75,straight,15_25,3,South,own,middling,Lab,Lab,28700,17.6,15.2,67.3
Male,30-44,gay,35_50,2,North,own,middling,UKIP,Lab,3100,20.2,55.5,24.3
Male,45-60,gay,15_25,3,Midlands,mortgage,middling,UKIP,Con,2000,18.4,78.8,2.8
Female,30-44,straight,15_25,4,North,rent,middling,Lab,Lab,12100,13,10.9,76.1
Female,45-60,straight,15_25,3,South,rent,middling,Con,Con,10400,40.6,42.3,17
Male,30-44,straight,35_50,4,London,rent,high,Oth,Lab,5800,5.7,9.3,85.1
Female,60-75,straight,25_35,4,South,rent,low,Lab,Lab,1600,16.7,11.7,71.6
Male,30-44,straight,15_25,4,North,rent,low,Oth,Lab,4700,13.3,14.3,72.5
Male,30-44,straight,15_25,1,Scotland,rent,low,DNV,DNV,11200,28.5,43,28.5
Female,30-44,straight,15_25,4,Midlands,rent,high,Oth,Lab,1100,9.9,12.3,77.8
Female,60-75,straight,15_25,3,Midlands,own,middling,DNV,Con,7500,46,40.1,14
Male,45-60,straight,50+,2,Wales,mortgage,low,Con,Con,800,44.8,37.9,17.2
Male,60-75,straight,15_25,3,South,own,high,Con,Con,27500,25.9,57.3,16.9
Male,30-44,straight,5_15,3,Wales,rent,middling,Lab,Lab,4900,13.8,19,67.2
Female,60-75,straight,25_35,4,South,own,low,DNV,Con,2400,47.5,30.7,21.9
Female,45-60,straight,25_35,3,London,mortgage,low,UKIP,Con,8100,36,59.3,4.7
Female,75+,straight,15_25,3,South,own,high,Con,Con,11200,38.7,42.3,19
Female,45-60,straight,15_25,3,Midlands,own,middling,Lab,Con,2600,40.6,38.2,21.2
Female,30-44,straight,50+,5,Scotland,mortgage,middling,Oth,Oth,2200,5.7,2.4,91.9
Female,30-44,gay,35_50,4,London,mortgage,middling,UKIP,UKIP,600,28.8,64.5,6.7
Male,75+,straight,15_25,2,South,own,low,DNV,Lab,3400,27.4,25.3,47.3
Male,45-60,straight,25_35,2,Midlands,own,middling,DNV,Con,1600,35.7,51.3,13
Female,60-75,straight,50+,4,South,own,middling,Con,Con,8300,42.5,25.2,32.3
Male,30-44,straight,35_50,5,Scotland,mortgage,middling,Lab,Con,1700,19.9,22.2,57.8
Male,30-44,gay,35_50,4,South,mortgage,middling,Con,Con,7700,30.2,33.5,36.3
Female,60-75,straight,15_25,4,South,own,high,Lab,Lab,8600,10.2,13.7,76.2
Female,60-75,straight,25_35,2,South,own,high,Con,DNV,500,26.9,37.7,35.4
Female,60-75,straight,5_15,3,South,rent,middling,Con,Con,12800,41.2,45.5,13.3
Male,45-60,straight,50+,1,London,mortgage,high,Con,Lab,500,13.7,24.4,61.9
Male,30-44,straight,50+,4,Scotland,mortgage,middling,Lab,Lab,4600,5.9,5.3,88.8
Male,60-75,straight,25_35,3,South,own,high,Lab,Lab,17800,9.8,20,70.1
Female,45-60,gay,15_25,5,Wales,rent,middling,Lab,Lab,1900,10,10.5,79.5
Female,30-44,straight,50+,5,South,mortgage,low,Con,Oth,600,11.2,3.3,85.5
Female,30-44,straight,5_15,2,North,rent,low,DNV,DNV,8800,38.5,36.3,25.1
Female,60-75,straight,5_15,3,Scotland,rent,middling,DNV,DNV,2700,29.5,38.6,31.9
Female,30-44,straight,5_15,3,South,rent,low,DNV,Lab,5100,23.9,17.5,58.6
Male,60-75,straight,15_25,3,South,own,high,UKIP,UKIP,3000,11.2,87.2,1.7
Male,45-60,straight,15_25,3,North,mortgage,middling,Con,Con,1700,33.2,52.1,14.7
Male,45-60,straight,15_25,3,North,mortgage,middling,DNV,DNV,1500,24.2,44.5,31.4
Female,60-75,straight,25_35,3,Midlands,own,middling,Con,Con,46800,48.8,34.8,16.4
Female,45-60,straight,25_35,3,South,mortgage,middling,Con,Con,18400,42.6,36.5,20.9
Male,60-75,straight,25_35,3,South,own,low,Con,Con,23500,41.9,41.2,16.8
Male,30-44,straight,25_35,2,Scotland,mortgage,low,Oth,Con,6700,35.7,38.9,25.3
Male,60-75,straight,25_35,3,Wales,rent,high,Lab,Lab,500,11.3,24.2,64.5
Female,60-75,straight,15_25,3,South,own,middling,UKIP,Con,14900,30,66.2,3.9
Male,60-75,straight,35_50,3,South,own,middling,Oth,Oth,7800,14.6,12.8,72.6
Male,45-60,straight,25_35,3,London,rent,middling,Con,Oth,2000,18.4,18,63.6
Male,18-29,straight,15_25,4,North,rent,middling,DNV,DNV,2200,21.3,22.4,56.3
Male,45-60,gay,25_35,4,Midlands,mortgage,middling,Con,Con,1800,32,45.7,22.4
Female,60-75,straight,15_25,3,Midlands,own,middling,Con,Con,63400,47.8,37.7,14.6
Male,60-75,straight,15_25,3,South,own,low,Con,Con,19200,40.8,44.4,14.8
Female,45-60,straight,25_35,3,North,mortgage,middling,DNV,Con,1500,42.3,40.9,16.8
Male,60-75,straight,5_15,2,North,rent,high,UKIP,Con,1200,10.7,88.1,1.2
Female,75+,straight,5_15,3,South,own,middling,Oth,Con,1700,43.1,36.9,20
Male,30-44,straight,35_50,3,South,rent,middling,Lab,Lab,11100,10.2,11.5,78.3
Female,18-29,straight,35_50,4,South,rent,high,Oth,Con,400,24.8,20.1,55.1
Male,30-44,straight,35_50,4,London,rent,middling,Oth,Lab,4400,7.8,7.9,84.3
Female,60-75,straight,5_15,3,Wales,own,high,Con,Con,1100,36.2,48.9,15
Male,45-60,straight,35_50,2,Midlands,mortgage,low,UKIP,Con,4900,27,70.2,2.8
Male,60-75,straight,25_35,3,Wales,own,middling,Con,Lab,900,19.9,19.8,60.3
Male,60-75,straight,50+,3,South,own,high,Con,Con,6900,28.4,45.7,25.9
Female,60-75,straight,5_15,2,North,own,middling,Lab,Lab,4200,23.9,25,51
Female,18-29,straight,25_35,3,North,rent,high,Lab,Lab,1500,10.2,8.7,81.1
Male,60-75,straight,25_35,4,South,mortgage,high,Con,Con,1400,24.6,50.8,24.7
Female,75+,straight,5_15,3,South,rent,low,UKIP,Lab,3300,31.6,51.8,16.7
Female,45-60,gay,15_25,3,South,rent,low,Lab,Lab,3600,18.8,18.1,63.1
Female,45-60,straight,35_50,5,North,own,high,Con,Con,1600,28.9,33,38.1
Male,30-44,straight,25_35,3,North,rent,middling,UKIP,Con,2900,22.5,73.3,4.2
Female,75+,straight,35_50,5,North,own,high,Con,Con,300,34.3,30,35.7
Male,45-60,straight,35_50,4,South,rent,high,DNV,Lab,900,8.7,18.6,72.7
Male,30-44,straight,15_25,4,Scotland,mortgage,high,Oth,Oth,1200,6.5,9.9,83.6
Male,60-75,straight,50+,3,Midlands,own,middling,DNV,Con,1200,39.3,40.3,20.4
Female,60-75,straight,5_15,3,North,own,low,Con,Con,8100,50.6,38.3,11
Male,60-75,straight,35_50,4,North,own,high,Lab,Lab,11300,8.4,15.3,76.3
Female,30-44,straight,15_25,4,North,mortgage,low,Lab,DNV,1700,26.2,18.8,54.9
Male,30-44,straight,35_50,4,South,rent,middling,DNV,DNV,3700,18.3,23,58.6
Female,18-29,straight,35_50,4,South,rent,middling,Oth,Oth,3700,9.1,3.2,87.7
Male,75+,straight,15_25,1,North,rent,low,Oth,Con,1000,38,53.5,8.5
Female,60-75,straight,5_15,3,South,rent,middling,Oth,DNV,1300,27,36,37.1
Male,30-44,straight,5_15,4,Wales,rent,high,Lab,Lab,1900,7.9,16.9,75.2
Male,30-44,straight,50+,4,North,rent,high,Con,Oth,800,9.6,10.3,80.2
Female,45-60,straight,35_50,4,South,own,middling,Lab,Lab,3300,10.6,7.5,81.9
Male,45-60,straight,50+,5,South,mortgage,middling,Con,Con,9000,27,29,43.9
Male,60-75,straight,5_15,3,South,rent,low,DNV,Lab,3400,22.3,31.4,46.3
Male,30-44,straight,25_35,3,London,rent,high,DNV,DNV,600,16.6,35.8,47.6
Male,30-44,straight,50+,2,Midlands,mortgage,middling,DNV,Con,2200,39.2,38.8,22.1
Female,45-60,straight,50+,3,North,mortgage,high,Lab,Lab,2300,10.9,12.6,76.4
Female,75+,straight,25_35,2,South,own,high,Con,Con,3300,40.5,42.8,16.7
Male,30-44,straight,35_50,3,London,rent,high,DNV,Lab,1300,10,16.4,73.6
Female,60-75,straight,15_25,3,North,own,middling,Con,Con,70900,46,39.6,14.3
Female,60-75,straight,15_25,3,Wales,own,low,Con,Con,8400,54,32.3,13.8
Male,60-75,straight,15_25,1,London,own,low,DNV,Lab,4000,26.8,31.8,41.4
Female,45-60,straight,5_15,3,South,rent,middling,Con,Con,4600,39.4,45.6,15
Male,30-44,straight,35_50,3,North,mortgage,middling,DNV,Con,2900,35.7,40.6,23.7
Male,30-44,straight,15_25,3,North,rent,middling,UKIP,Lab,2500,18.5,59.9,21.6
Female,60-75,straight,35_50,3,South,own,middling,Con,Con,71600,46.3,31.9,21.8
Female,30-44,straight,5_15,3,Midlands,rent,low,DNV,Lab,7100,27.6,18.8,53.7
Male,45-60,straight,35_50,3,North,rent,middling,DNV,Con,1100,32.7,50.8,16.5
Male,45-60,straight,35_50,4,London,rent,middling,Lab,Lab,7500,8.9,11.3,79.8
Female,60-75,straight,25_35,4,South,own,middling,Oth,Oth,12900,14.8,8.6,76.6
Male,30-44,straight,35_50,4,North,mortgage,middling,DNV,Lab,7700,12,11.8,76.2
Female,45-60,straight,35_50,3,Midlands,own,high,Lab,Lab,1300,12.3,13.6,74.1
Male,45-60,straight,5_15,3,North,rent,low,Lab,Lab,6100,18.4,28.4,53.2
Female,45-60,straight,50+,3,South,mortgage,high,Lab,Oth,400,10.6,9.2,80.2
Male,30-44,straight,50+,4,London,mortgage,middling,Oth,Oth,7100,7.5,4.7,87.7
Female,45-60,straight,25_35,3,South,mortgage,middling,UKIP,Oth,1700,28.3,43.7,28
Female,30-44,straight,35_50,3,Midlands,mortgage,middling,Con,Con,10100,47.3,27.4,25.2
Male,45-60,straight,25_35,4,North,rent,middling,DNV,Con,2100,30.3,50.2,19.5
Male,75+,straight,35_50,1,London,own,high,UKIP,Con,600,18.8,78.2,2.9
Male,60-75,straight,15_25,4,North,own,middling,Lab,Lab,6900,12.9,17.8,69.2
Female,60-75,straight,35_50,3,Scotland,own,high,Lab,Oth,800,11.9,10.5,77.5
Male,45-60,straight,50+,4,South,mortgage,middling,Lab,Lab,16400,7.8,8.6,83.6
Male,30-44,straight,50+,3,South,mortgage,middling,Con,Oth,3100,13.8,8.5,77.7
Male,60-75,straight,5_15,1,London,rent,low,UKIP,Lab,4800,19.6,71.8,8.6
Male,45-60,straight,25_35,4,South,rent,low,DNV,Lab,2100,15.8,18.3,66
Female,18-29,straight,50+,3,Midlands,mortgage,low,Con,Con,1000,53.7,14.7,31.6
Male,18-29,straight,15_25,4,Midlands,rent,middling,Lab,Lab,6100,9.4,7.9,82.7
Female,18-29,straight,15_25,4,London,rent,middling,Lab,Lab,14000,9.3,4.8,85.9
Male,60-75,straight,25_35,3,Midlands,own,high,Con,Con,32200,29.1,54.3,16.6
Male,30-44,straight,35_50,3,Midlands,rent,middling,Lab,Lab,1300,12.3,12.9,74.8
Male,30-44,straight,5_15,3,Wales,rent,middling,DNV,DNV,1400,24.9,39.3,35.8
Male,30-44,straight,50+,5,North,mortgage,middling,Con,Con,6000,28.6,25.1,46.3
Female,30-44,straight,50+,4,South,mortgage,middling,DNV,Lab,4700,11.3,6,82.8
Female,75+,straight,5_15,3,South,own,high,Con,Con,2900,37.6,45.6,16.8
Female,60-75,straight,5_15,3,Scotland,rent,middling,Lab,Lab,1300,17.2,19.6,63.1
Male,18-29,straight,50+,4,Midlands,mortgage,middling,Oth,Oth,1200,7.8,3.3,88.9
Female,45-60,straight,50+,4,Midlands,mortgage,high,Oth,Lab,600,8.7,8.8,82.5
Male,18-29,straight,50+,4,London,mortgage,high,DNV,Con,1700,23.4,22.4,54.2
Female,60-75,straight,5_15,3,Wales,rent,middling,UKIP,DNV,1400,25,68.2,6.8
Male,75+,straight,25_35,1,South,rent,middling,UKIP,DNV,1100,19.6,75.1,5.3
Female,60-75,straight,35_50,3,Wales,own,middling,Con,Con,1700,49.5,30.5,20
Male,75+,straight,35_50,5,London,own,middling,Lab,Oth,900,8.5,5.4,86.1
Female,18-29,straight,15_25,4,South,rent,middling,Oth,Lab,6800,9.5,5.3,85.2
Male,75+,straight,5_15,2,Scotland,rent,high,Con,Con,300,25.4,63.5,11.1
Male,45-60,straight,15_25,3,Midlands,rent,middling,DNV,Lab,1800,18.8,29.4,51.9
Female,60-75,straight,15_25,3,North,rent,low,Lab,Lab,1500,24.7,20.2,55.1
Female,60-75,straight,35_50,2,North,own,middling,Con,Con,12400,49,36.9,14.2
Female,45-60,straight,15_25,1,London,rent,low,Lab,Con,1500,42.9,44.3,12.7
Male,60-75,straight,25_35,3,South,own,middling,Lab,Lab,15000,13.5,17.1,69.5
Male,60-75,straight,15_25,3,Midlands,own,high,Con,Con,15100,27.9,57.6,14.4
Male,18-29,straight,25_35,3,South,rent,low,DNV,Con,4500,41.8,30.2,28
Female,60-75,straight,15_25,5,London,rent,low,Lab,Lab,3100,13,9.3,77.7
Female,60-75,straight,5_15,2,South,rent,high,Oth,Con,1100,27.3,59.3,13.4
Female,60-75,straight,15_25,3,North,rent,middling,Con,Con,14000,43.4,44,12.6
Female,18-29,straight,15_25,3,North,rent,high,DNV,DNV,400,23.8,25.7,50.5
Male,18-29,straight,15_25,4,South,rent,high,DNV,Lab,4800,7.8,10.9,81.3
Male,60-75,straight,50+,2,North,own,middling,Con,Con,1000,40.2,43.6,16.2
Female,45-60,gay,5_15,5,South,rent,high,Lab,Lab,200,6.8,14.2,79
Female,45-60,straight,15_25,1,South,rent,low,DNV,DNV,1700,36.5,42,21.5
Female,45-60,straight,35_50,2,South,mortgage,low,DNV,Oth,1800,29.2,14.6,56.1
Female,60-75,straight,35_50,4,London,own,high,Lab,Lab,6300,8.8,9,82.2
Female,45-60,straight,15_25,3,South,rent,low,DNV,Lab,10100,24.9,20.4,54.8
Female,60-75,straight,15_25,5,North,own,high,DNV,Lab,300,11.7,15.4,72.9
Female,60-75,straight,15_25,2,South,own,middling,UKIP,Con,18700,28.9,68.3,2.8
Male,45-60,straight,50+,4,North,rent,high,Oth,DNV,400,12.2,28.7,59
Female,60-75,gay,35_50,5,South,own,high,Lab,Lab,1100,6,7.5,86.5
Female,60-75,straight,15_25,2,Midlands,own,middling,Con,Con,49600,48.2,40.7,11.2
Female,60-75,straight,25_35,5,London,own,high,Oth,Lab,500,6.9,7.7,85.5
Male,18-29,straight,35_50,4,London,rent,high,Con,Oth,1300,7.6,5.6,86.9
Male,60-75,straight,15_25,1,Midlands,rent,middling,Lab,Lab,3400,20.2,36.8,43.1
Female,45-60,straight,35_50,5,Midlands,rent,high,UKIP,Lab,400,15.1,43.4,41.5
Male,60-75,gay,25_35,3,North,own,middling,Con,Con,4400,34.8,50.1,15.1
Male,30-44,straight,35_50,3,Midlands,mortgage,low,Con,Con,1900,44.4,33.2,22.4
Female,60-75,straight,35_50,5,Midlands,own,middling,Con,Con,7600,41.4,25.6,33
Male,45-60,straight,5_15,2,Midlands,rent,middling,Lab,Lab,2500,17.5,33.6,48.9
Female,60-75,straight,5_15,3,Midlands,rent,low,Con,Con,5500,49.6,40.5,9.9
Male,45-60,straight,25_35,4,South,own,high,Lab,Oth,1600,7.7,12.2,80.1
Female,45-60,straight,15_25,3,Midlands,rent,low,Lab,DNV,4200,32.9,30.6,36.5
Female,60-75,straight,5_15,2,Wales,rent,middling,Lab,Lab,2300,23.9,25.8,50.3
Female,60-75,straight,15_25,3,Scotland,rent,high,Oth,Oth,1300,14,17.8,68.2
Female,45-60,straight,50+,5,South,own,high,DNV,Lab,300,6.8,6.8,86.4
Male,30-44,gay,35_50,3,North,own,middling,Lab,Con,3300,30.6,38.2,31.2
Female,30-44,straight,25_35,4,London,rent,high,Con,Con,400,31.1,33.9,35.1
Male,60-75,straight,35_50,3,Midlands,own,high,Con,Con,20700,30.1,50.8,19.1
Male,45-60,straight,50+,2,South,own,middling,Lab,Lab,2100,12.6,14.3,73.1
Female,75+,straight,35_50,4,South,own,middling,Con,Con,10100,46.6,24.8,28.6
Female,45-60,straight,25_35,3,Midlands,own,middling,Lab,Lab,6300,17.6,13.4,69
Male,60-75,straight,15_25,1,North,own,middling,Con,Con,19200,34.6,57.3,8.1
Female,45-60,straight,35_50,2,South,own,middling,Oth,Oth,900,19.1,11.6,69.2
Male,45-60,straight,35_50,4,South,own,high,Lab,Lab,2600,6.3,11.7,82.1
Female,45-60,straight,15_25,2,Midlands,own,middling,Con,Con,10200,46.4,41,12.6
Male,30-44,straight,50+,4,South,mortgage,high,Con,Oth,6800,7.7,7.4,84.9
Female,30-44,straight,15_25,4,North,mortgage,middling,Oth,Lab,2500,12.6,9.7,77.7
Male,45-60,straight,35_50,2,Midlands,mortgage,middling,UKIP,Lab,6600,20.6,60.5,18.9
Female,45-60,straight,15_25,3,North,mortgage,low,DNV,Con,2200,47.1,39.8,13.1
Female,18-29,straight,5_15,3,North,rent,low,DNV,Lab,4000,25.1,12.5,62.4
Female,45-60,straight,50+,4,Midlands,mortgage,high,Lab,Lab,2100,8.6,8.7,82.7
Male,60-75,straight,5_15,2,Midlands,own,middling,Lab,Con,1400,32.2,55.8,12.1
Male,75+,straight,35_50,3,North,mortgage,low,Con,Con,4000,47.5,36.8,15.7
Female,60-75,straight,15_25,3,Scotland,own,middling,Lab,Lab,13400,16.1,14,69.9
Male,45-60,straight,15_25,4,Midlands,own,low,Con,Lab,5100,19.3,17.8,62.9
Male,60-75,straight,50+,4,South,mortgage,high,UKIP,Con,1200,17.4,75.2,7.4
Male,75+,straight,15_25,1,South,own,middling,Con,Oth,1000,28.5,25.6,45.9
Female,60-75,straight,5_15,1,London,own,middling,Lab,Lab,1800,23.7,25,51.4
Male,30-44,straight,35_50,5,South,rent,middling,Lab,Oth,1100,6.1,5.1,88.7
Female,30-44,straight,35_50,4,North,mortgage,middling,Con,Con,12400,42.1,25.7,32.3
Female,18-29,straight,35_50,3,South,mortgage,middling,DNV,Con,6700,43.5,20.1,36.4
Male,30-44,straight,5_15,2,Midlands,rent,middling,Lab,Lab,2800,16.8,25.8,57.4
Male,75+,straight,15_25,3,Midlands,own,high,Lab,Lab,4100,13.4,22.7,63.9
Female,60-75,gay,15_25,4,Midlands,rent,middling,UKIP,Lab,1000,23,55.1,21.9
Female,60-75,gay,15_25,3,South,rent,middling,Lab,Con,1800,35.3,45.6,19.2
Female,60-75,straight,5_15,2,London,own,middling,Con,Con,1100,45.5,42.4,12.2
Female,30-44,straight,35_50,3,North,own,middling,Lab,Lab,1800,14.1,8.5,77.3
Female,45-60,straight,15_25,3,Scotland,own,middling,Con,Con,2600,41.6,37.2,21.2
Female,60-75,straight,25_35,3,Midlands,own,middling,UKIP,Con,9600,33.6,62.6,3.8
Male,60-75,straight,5_15,1,Wales,own,middling,UKIP,Lab,1200,18.9,71.4,9.7
Female,60-75,straight,35_50,3,South,own,high,Lab,Oth,2700,13.2,11.5,75.4
Female,30-44,straight,50+,5,Midlands,own,middling,Lab,Lab,1000,6.9,3.3,89.9
Male,45-60,straight,50+,5,London,mortgage,high,Oth,Oth,1700,4.5,5.7,89.8
Female,45-60,straight,25_35,4,North,own,low,Con,Lab,1200,22,12.3,65.7
Female,45-60,straight,25_35,2,South,mortgage,low,Lab,Lab,4600,21.6,16.1,62.3
Female,60-75,straight,35_50,5,Wales,own,high,Lab,Lab,1500,7.2,7,85.7
Male,45-60,straight,15_25,4,North,own,middling,Con,Con,1300,32.9,46.4,20.7
Female,60-75,straight,15_25,4,North,own,high,Con,Con,5000,33.9,45.4,20.7
Male,45-60,straight,25_35,2,South,rent,middling,Lab,Lab,7700,14.4,24.1,61.5
Male,75+,straight,15_25,3,South,own,low,Con,Con,5000,45.3,39.5,15.2
Male,45-60,straight,35_50,3,Midlands,mortgage,high,UKIP,Con,1200,16.2,79.8,4
Male,45-60,straight,50+,4,North,mortgage,high,Lab,Lab,9000,6.7,12.2,81.1
Male,45-60,straight,25_35,1,London,rent,middling,Oth,Oth,2700,18.6,24.5,56.9
Female,45-60,straight,35_50,4,Midlands,own,low,UKIP,Con,3000,39.9,53.7,6.4
Male,60-75,straight,35_50,4,North,own,high,Con,Con,16700,27.1,48.1,24.7
Male,45-60,straight,50+,4,North,mortgage,middling,Oth,Lab,4300,9.4,10.5,80.1
Male,45-60,straight,35_50,4,Scotland,own,high,Con,Lab,600,7.8,12.9,79.3
Female,60-75,straight,5_15,3,Scotland,rent,middling,Oth,Oth,3800,19.8,17.3,62.9
Male,30-44,straight,50+,2,London,mortgage,middling,DNV,Con,3800,37,36.4,26.6
Male,45-60,straight,50+,3,Midlands,mortgage,low,Con,Con,4300,43.6,36,20.4
Female,30-44,straight,25_35,3,North,rent,middling,Lab,Lab,15900,15.7,12.3,72
Female,45-60,straight,25_35,4,South,rent,high,Lab,Lab,3700,8.7,13,78.3
Male,30-44,straight,50+,4,North,mortgage,high,Con,Con,11200,25.6,36.4,38
Female,30-44,straight,15_25,2,South,rent,middling,Lab,Con,1100,38.6,39.4,22.1
Male,60-75,straight,35_50,3,North,own,low,Oth,Oth,1600,20.7,14.7,64.6
Male,45-60,straight,50+,3,South,mortgage,middling,Con,DNV,2400,22.5,26.8,50.7
Male,45-60,straight,25_35,4,Wales,mortgage,high,Lab,Lab,1300,7.7,15.2,77.1
Female,60-75,straight,15_25,3,Wales,own,high,Con,Con,4600,37.4,45.5,17.1
Male,18-29,gay,5_15,5,Midlands,rent,middling,DNV,Lab,1600,9.5,9.7,80.8
Female,45-60,straight,15_25,2,South,rent,middling,DNV,DNV,2200,30.8,40.4,28.8
Male,60-75,straight,50+,4,South,mortgage,middling,Oth,Oth,3700,10.3,8.3,81.5
Male,30-44,straight,50+,5,Wales,mortgage,high,Oth,Oth,1300,4.4,4.3,91.2
Female,18-29,gay,15_25,5,North,rent,high,Oth,Lab,400,5.6,5.8,88.5
Female,45-60,straight,35_50,3,London,mortgage,low,Lab,Lab,2600,17.1,9.9,73
Female,60-75,straight,25_35,4,South,own,high,Con,Con,18000,33.1,39.4,27.5
Male,60-75,straight,50+,5,Scotland,own,high,UKIP,Con,300,17.2,70,12.7
Female,30-44,straight,35_50,4,South,rent,high,DNV,Lab,900,9.6,10.1,80.3
Female,60-75,straight,5_15,4,South,own,high,DNV,Oth,300,16.2,18,65.9
Male,30-44,straight,35_50,4,North,mortgage,high,Oth,Lab,3800,6.5,10.6,82.9
Female,60-75,straight,25_35,1,South,rent,high,Con,Con,400,32.7,56.2,11
Female,45-60,gay,15_25,3,North,mortgage,middling,Lab,Oth,800,19.4,16.8,63.9
Female,75+,straight,25_35,5,London,own,high,Lab,Lab,500,7.4,6.6,86
Female,30-44,straight,35_50,2,South,mortgage,low,Con,Oth,1600,26.8,9.7,63.5
Male,30-44,straight,25_35,3,South,mortgage,middling,Oth,Lab,1900,10.6,12.2,77.2
Female,60-75,straight,5_15,3,North,mortgage,low,Oth,Con,2900,44.8,41.3,13.9
Female,45-60,straight,5_15,2,Midlands,rent,low,DNV,DNV,2800,38.5,41.4,20
Male,60-75,straight,15_25,3,Wales,own,middling,UKIP,DNV,1600,20.9,70.8,8.3
Female,60-75,gay,25_35,3,South,mortgage,middling,Oth,Oth,700,18.2,13.3,68.5
Female,18-29,straight,5_15,1,Midlands,rent,middling,DNV,Oth,800,30.9,16.2,52.9
Female,30-44,straight,35_50,3,South,mortgage,middling,Con,Con,19800,43.6,27.1,29.3
