id,year,bdeadlow,bdeadhig,bdeadbes,annualdata,source,bdversion,location,sidea,sidea2nd,sideb,sideb2nd,incomp,terr,int,cumint,type,startdate,startprec,startdate2,startprec2,epend,ependdate,ependprec,gwnoa,gwnoa2nd,gwnob,gwnob2nd,gwnoloc,region,version
4,1949,6000,40000,38500,0,1,3.1,Greece,Greece,,DSE,,2,,2,1,3,01/03/1946,4,01/03/1946,4,1,16/10/1949,-99,350,,,,350,1,2009-4
5,1946,655,5000,-999,2,1,3.1,Indonesia,Netherlands,,Indonesian Peoples Army,,1,Indonesia,1,0,1,13/10/1945,2,01/01/1946,5,0,,,210,,,,850,3,2009-4
5,1947,74,5000,-999,2,1,3.1,Indonesia,Netherlands,,Indonesian Peoples Army,,1,Indonesia,1,0,1,13/10/1945,2,01/01/1946,5,0,,,210,,,,850,3,2009-4
5,1948,150,2150,-999,0,1,3.1,Indonesia,Netherlands,,Indonesian Peoples Army,,1,Indonesia,1,0,1,13/10/1945,2,01/01/1946,5,0,,,210,,,,850,3,2009-4
5,1949,150,2150,-999,0,1,3.1,Indonesia,Netherlands,,Indonesian Peoples Army,,1,Indonesia,1,0,1,13/10/1945,2,01/01/1946,5,1,30/06/1949,-99,210,,,,850,3,2009-4
6,1946,0,1000,25,2,1,3.1,Iran,Iran,,KDPI,Russia (Soviet Union),1,Kurdistan,1,0,4,01/05/1946,3,01/05/1946,3,1,16/12/1946,-99,630,,,365,630,2,2009-4
6,1966,25,999,-999,0,0,3.1,Iran,Iran,,KDPI,,1,Kurdistan,1,1,3,01/05/1946,3,01/01/1966,5,0,,,630,,,,630,2,2009-4
6,1967,25,999,-999,0,0,3.1,Iran,Iran,,KDPI,,1,Kurdistan,1,1,3,01/05/1946,3,01/01/1966,5,0,,,630,,,,630,2,2009-4
6,1968,25,999,-999,0,0,3.1,Iran,Iran,,KDPI,,1,Kurdistan,1,1,3,01/05/1946,3,01/01/1966,5,1,31/12/1968,-99,630,,,,630,2,2009-4
6,1979,200,1000,-999,2,1,3.1,Iran,Iran,,KDPI,,1,Kurdistan,2,1,3,01/05/1946,3,01/01/1979,5,0,,,630,,,,630,2,2009-4
6,1980,1000,4000,1000,2,1,3.1,Iran,Iran,,KDPI,,1,Kurdistan,2,1,3,01/05/1946,3,01/01/1979,5,0,,,630,,,,630,2,2009-4
6,1981,25,999,-999,0,0,3.1,Iran,Iran,,KDPI,,1,Kurdistan,1,1,3,01/05/1946,3,01/01/1979,5,0,,,630,,,,630,2,2009-4
6,1982,1000,9166,-999,1,1,3.1,Iran,Iran,,KDPI,,1,Kurdistan,2,1,3,01/05/1946,3,01/01/1979,5,0,,,630,,,,630,2,2009-4
6,1983,25,9167,-999,1,1,3.1,Iran,Iran,,KDPI,,1,Kurdistan,1,1,3,01/05/1946,3,01/01/1979,5,0,,,630,,,,630,2,2009-4
6,1984,25,9167,-999,1,1,3.1,Iran,Iran,,KDPI,,1,Kurdistan,1,1,3,01/05/1946,3,01/01/1979,5,0,,,630,,,,630,2,2009-4
6,1985,25,999,-999,1,0,3.1,Iran,Iran,,KDPI,,1,Kurdistan,1,1,3,01/05/1946,3,01/01/1979,5,0,,,630,,,,630,2,2009-4
6,1986,25,999,-999,1,0,3.1,Iran,Iran,,KDPI,,1,Kurdistan,1,1,3,01/05/1946,3,01/01/1979,5,0,,,630,,,,630,2,2009-4
6,1987,25,999,-999,1,0,3.1,Iran,Iran,,KDPI,,1,Kurdistan,1,1,3,01/05/1946,3,01/01/1979,5,0,,,630,,,,630,2,2009-4
6,1988,25,2000,-999,2,1,3.1,Iran,Iran,,KDPI,,1,Kurdistan,1,1,3,01/05/1946,3,01/01/1979,5,1,31/12/1988,-99,630,,,,630,2,2009-4
6,1990,25,999,50,2,1,3.1,Iran,Iran,,KDPI,,1,Kurdistan,1,1,3,01/05/1946,3,01/01/1990,5,1,31/12/1990,-99,630,,,,630,2,2009-4
6,1993,50,200,50,2,1,3.1,Iran,Iran,,KDPI,,1,Kurdistan,1,1,3,01/05/1946,3,01/01/1993,5,1,31/12/1993,-99,630,,,,630,2,2009-4
6,1996,25,999,27,2,1,3.1,Iran,Iran,,KDPI,,1,Kurdistan,1,1,3,01/05/1946,3,01/01/1996,5,1,31/12/1996,-99,630,,,,630,2,2009-4
7,1946,20,1000,20,2,1,3.1,Iran,Iran,,Republic of Azerbaijan,Russia (Soviet Union),1,Azerbaijan,1,0,4,19/11/1945,1,01/01/1946,5,1,16/12/1946,-99,630,,,365,630,2,2009-4
8,1946,92,373,92,2,1,3.1,Israel,United Kingdom,,IZL [Etzel],,1,Israel,1,0,1,01/03/1939,4,01/01/1946,5,1,31/12/1946,-99,200,,,,666,2,2009-4
9,1946,25,999,-999,0,0,3.1,Laos,France,,Lao Issara,,1,Laos,1,0,1,01/03/1946,4,01/03/1946,4,0,,,220,,,,812,3,2009-4
9,1947,25,999,-999,0,0,3.1,Laos,France,,Lao Issara,,1,Laos,1,0,1,01/03/1946,4,01/03/1946,4,0,,,220,,,,812,3,2009-4
9,1948,25,999,-999,0,0,3.1,Laos,France,,Lao Issara,,1,Laos,1,0,1,01/03/1946,4,01/03/1946,4,0,,,220,,,,812,3,2009-4
9,1949,25,999,-999,0,0,3.1,Laos,France,,Lao Issara,,1,Laos,1,0,1,01/03/1946,4,01/03/1946,4,0,,,220,,,,812,3,2009-4
9,1950,25,999,-999,0,0,3.1,Laos,France,,Lao Issara,,1,Laos,1,1,1,01/03/1946,4,01/03/1946,4,0,,,220,,,,812,3,2009-4
9,1951,25,999,-999,0,0,3.1,Laos,France,,Lao Issara,,1,Laos,1,1,1,01/03/1946,4,01/03/1946,4,0,,,220,,,,812,3,2009-4
9,1952,25,999,-999,0,0,3.1,Laos,France,,Lao Issara,,1,Laos,1,1,1,01/03/1946,4,01/03/1946,4,0,,,220,,,,812,3,2009-4
9,1953,25,999,-999,0,0,3.1,Laos,France,,Lao Issara,,1,Laos,1,1,1,01/03/1946,4,01/03/1946,4,1,31/10/1953,-99,220,,,,812,3,2009-4
10,1946,1000,2154,1077,0,1,3.1,Philippines,Philippines,,HUK,,2,,2,1,3,01/07/1946,4,01/07/1946,4,0,,,840,,,,840,3,2009-4
10,1947,1000,2154,1077,0,1,3.1,Philippines,Philippines,,HUK,,2,,2,1,3,01/07/1946,4,01/07/1946,4,0,,,840,,,,840,3,2009-4
10,1948,1000,2154,1077,0,1,3.1,Philippines,Philippines,,HUK,,2,,2,1,3,01/07/1946,4,01/07/1946,4,0,,,840,,,,840,3,2009-4
10,1949,1000,2154,1077,0,1,3.1,Philippines,Philippines,,HUK,,2,,2,1,3,01/07/1946,4,01/07/1946,4,0,,,840,,,,840,3,2009-4
10,1950,1000,2154,1077,0,1,3.1,Philippines,Philippines,,HUK,,2,,2,1,3,01/07/1946,4,01/07/1946,4,0,,,840,,,,840,3,2009-4
10,1951,1000,2154,1077,0,1,3.1,Philippines,Philippines,,HUK,,2,,2,1,3,01/07/1946,4,01/07/1946,4,0,,,840,,,,840,3,2009-4
10,1952,1000,2154,1077,0,1,3.1,Philippines,Philippines,,HUK,,2,,2,1,3,01/07/1946,4,01/07/1946,4,0,,,840,,,,840,3,2009-4
10,1953,1000,2156,1078,0,1,3.1,Philippines,Philippines,,HUK,,2,,2,1,3,01/07/1946,4,01/07/1946,4,0,,,840,,,,840,3,2009-4
10,1954,1000,2156,1078,0,1,3.1,Philippines,Philippines,,HUK,,2,,2,1,3,01/07/1946,4,01/07/1946,4,1,31/12/1954,-99,840,,,,840,3,2009-4
10,1969,861,1842,-999,0,1,3.1,Philippines,Philippines,,CPP,,2,,1,1,3,01/07/1946,4,01/09/1969,4,0,,,840,,,,840,3,2009-4
10,1970,861,1842,-999,0,1,3.1,Philippines,Philippines,,CPP,,2,,1,1,3,01/07/1946,4,01/09/1969,4,0,,,840,,,,840,3,2009-4
10,1971,861,1842,-999,0,1,3.1,Philippines,Philippines,,CPP,,2,,1,1,3,01/07/1946,4,01/09/1969,4,0,,,840,,,,840,3,2009-4
10,1972,861,1842,-999,0,1,3.1,Philippines,Philippines,,CPP,,2,,1,1,3,01/07/1946,4,01/09/1969,4,0,,,840,,,,840,3,2009-4
10,1973,861,1842,-999,0,1,3.1,Philippines,Philippines,,CPP,,2,,1,1,3,01/07/1946,4,01/09/1969,4,0,,,840,,,,840,3,2009-4
10,1974,861,1842,-999,0,1,3.1,Philippines,Philippines,,CPP,,2,,1,1,3,01/07/1946,4,01/09/1969,4,0,,,840,,,,840,3,2009-4
10,1975,862,1842,-999,0,1,3.1,Philippines,Philippines,,CPP,,2,,1,1,3,01/07/1946,4,01/09/1969,4,0,,,840,,,,840,3,2009-4
10,1976,862,1842,-999,0,1,3.1,Philippines,Philippines,,CPP,,2,,1,1,3,01/07/1946,4,01/09/1969,4,0,,,840,,,,840,3,2009-4
10,1977,862,1842,-999,0,1,3.1,Philippines,Philippines,,CPP,,2,,1,1,3,01/07/1946,4,01/09/1969,4,0,,,840,,,,840,3,2009-4
10,1978,862,1842,-999,0,1,3.1,Philippines,Philippines,,CPP,,2,,1,1,3,01/07/1946,4,01/09/1969,4,0,,,840,,,,840,3,2009-4
10,1979,862,1842,-999,0,1,3.1,Philippines,Philippines,,CPP,,2,,1,1,3,01/07/1946,4,01/09/1969,4,0,,,840,,,,840,3,2009-4
10,1980,862,1842,-999,0,1,3.1,Philippines,Philippines,,CPP,,2,,1,1,3,01/07/1946,4,01/09/1969,4,0,,,840,,,,840,3,2009-4
10,1981,862,1842,-999,0,1,3.1,Philippines,Philippines,,CPP,,2,,1,1,3,01/07/1946,4,01/09/1969,4,0,,,840,,,,840,3,2009-4
10,1982,1000,1842,-999,0,1,3.1,Philippines,Philippines,,CPP,,2,,2,1,3,01/07/1946,4,01/09/1969,4,0,,,840,,,,840,3,2009-4
10,1983,1000,1842,-999,0,1,3.1,Philippines,Philippines,,CPP,,2,,2,1,3,01/07/1946,4,01/09/1969,4,0,,,840,,,,840,3,2009-4
10,1984,1000,1842,-999,0,1,3.1,Philippines,Philippines,,CPP,,2,,2,1,3,01/07/1946,4,01/09/1969,4,0,,,840,,,,840,3,2009-4
10,1985,1000,1842,-999,0,1,3.1,Philippines,Philippines,,CPP,,2,,2,1,3,01/07/1946,4,01/09/1969,4,0,,,840,,,,840,3,2009-4
10,1986,1000,1843,-999,0,1,3.1,Philippines,Philippines,,CPP,,2,,2,1,3,01/07/1946,4,01/09/1969,4,0,,,840,,,,840,3,2009-4
10,1987,1000,1843,-999,0,1,3.1,Philippines,Philippines,,CPP,,2,,1,1,3,01/07/1946,4,01/09/1969,4,0,,,840,,,,840,3,2009-4
10,1988,25,1500,-999,2,1,3.1,Philippines,Philippines,,CPP,,2,,1,1,3,01/07/1946,4,01/09/1969,4,0,,,840,,,,840,3,2009-4
10,1989,600,1095,-999,2,1,3.1,Philippines,Philippines,,"CPP, Military Faction (forces of Honasan, Abenina & Zumel)",,2,,1,1,3,01/07/1946,4,01/09/1969,4,0,,,840,,,,840,3,2009-4
10,1990,25,999,405,2,1,3.1,Philippines,Philippines,,"CPP, Military Faction (forces of Honasan, Abenina & Zumel)",,2,,2,1,3,01/07/1946,4,01/09/1969,4,0,,,840,,,,840,3,2009-4
10,1991,1200,1500,-999,2,1,3.1,Philippines,Philippines,,CPP,,2,,2,1,3,01/07/1946,4,01/09/1969,4,0,,,840,,,,840,3,2009-4
10,1992,1000,2290,-999,2,1,3.1,Philippines,Philippines,,CPP,,2,,1,1,3,01/07/1946,4,01/09/1969,4,0,,,840,,,,840,3,2009-4
10,1993,523,800,-999,2,1,3.1,Philippines,Philippines,,CPP,,2,,1,1,3,01/07/1946,4,01/09/1969,4,0,,,840,,,,840,3,2009-4
10,1994,25,200,-999,2,1,3.1,Philippines,Philippines,,CPP,,2,,1,1,3,01/07/1946,4,01/09/1969,4,0,,,840,,,,840,3,2009-4
10,1995,30,100,-999,2,1,3.1,Philippines,Philippines,,CPP,,2,,1,1,3,01/07/1946,4,01/09/1969,4,1,13/12/1995,-99,840,,,,840,3,2009-4
10,1997,30,100,-999,2,1,3.1,Philippines,Philippines,,CPP,,2,,1,1,3,01/07/1946,4,23/11/1997,1,1,22/12/1997,-99,840,,,,840,3,2009-4
10,1999,15,100,-999,2,1,3.1,Philippines,Philippines,,CPP,,2,,1,1,3,01/07/1946,4,06/06/1999,1,0,,,840,,,,840,3,2009-4
10,2000,50,212,-999,2,1,3.1,Philippines,Philippines,,CPP,,2,,1,1,3,01/07/1946,4,06/06/1999,1,0,,,840,,,,840,3,2009-4
10,2001,40,119,-999,2,1,3.1,Philippines,Philippines,,CPP,,2,,1,1,3,01/07/1946,4,06/06/1999,1,0,,,840,,,,840,3,2009-4
10,2002,30,250,-999,2,1,3.1,Philippines,Philippines,,CPP,,2,,1,1,3,01/07/1946,4,06/06/1999,1,0,,,840,,,,840,3,2009-4
10,2003,40,250,-999,2,1,3.1,Philippines,Philippines,,CPP,,2,,1,1,3,01/07/1946,4,06/06/1999,1,0,,,840,,,,840,3,2009-4
10,2004,60,339,265,2,1,3.1,Philippines,Philippines,,CPP,,2,,1,1,3,01/07/1946,4,06/06/1999,1,0,,,840,,,,840,3,2009-4
10,2005,25,234,200,2,1,3.1,Philippines,Philippines,,CPP,,2,,1,1,3,01/07/1946,4,06/06/1999,1,0,,,840,,,,840,3,2009-4
10,2006,208,306,306,2,1,3.1,Philippines,Philippines,,CPP,,2,,1,1,3,01/07/1946,4,06/06/1999,1,0,,,840,,,,840,3,2009-4
10,2007,83,132,132,2,1,3.1,Philippines,Philippines,,CPP,,2,,1,1,3,01/07/1946,4,06/06/1999,1,0,,,840,,,,840,3,2009-4
10,2008,103,172,172,2,1,3.1,Philippines,Philippines,,CPP,,2,,1,1,3,01/07/1946,4,06/06/1999,1,0,,,840,,,,840,3,2009-4
11,1946,25,410,410,1,1,3.1,Russia (Soviet Union),Russia (Soviet Union),,Forest Brothers,,1,Estonia,1,1,3,01/01/1944,6,01/01/1946,5,0,,,365,,,,365,1,2009-4
11,1947,25,71,71,1,1,3.1,Russia (Soviet Union),Russia (Soviet Union),,Forest Brothers,,1,Estonia,1,1,3,01/01/1944,6,01/01/1946,5,0,,,365,,,,365,1,2009-4
11,1948,25,186,186,1,1,3.1,Russia (Soviet Union),Russia (Soviet Union),,Forest Brothers,,1,Estonia,1,1,3,01/01/1944,6,01/01/1946,5,1,31/12/1948,-99,365,,,,365,1,2009-4
12,1946,25,557,557,1,1,3.1,Russia (Soviet Union),Russia (Soviet Union),,"LNPA, LTS(p)A",,1,Latvia,1,0,3,01/01/1945,6,01/01/1946,5,1,31/12/1946,-99,365,,,,365,1,2009-4
13,1946,1000,3971,3971,1,1,3.1,Russia (Soviet Union),Russia (Soviet Union),,BDPS,,1,Lithuania,2,1,3,06/06/1946,4,06/06/1946,4,0,,,365,,,,365,1,2009-4
13,1947,1000,3749,3749,1,1,3.1,Russia (Soviet Union),Russia (Soviet Union),,BDPS,,1,Lithuania,2,1,3,06/06/1946,4,06/06/1946,4,0,,,365,,,,365,1,2009-4
13,1948,25,900,900,1,1,3.1,Russia (Soviet Union),Russia (Soviet Union),,BDPS,,1,Lithuania,1,1,3,06/06/1946,4,06/06/1946,4,1,31/12/1948,-99,365,,,,365,1,2009-4
14,1946,1000,7942,7942,1,1,3.1,Russia (Soviet Union),Russia (Soviet Union),,UPA,,1,Ukraine,2,1,3,01/01/1941,5,01/01/1946,5,0,,,365,,,,365,1,2009-4
14,1947,1000,6364,6364,1,1,3.1,Russia (Soviet Union),Russia (Soviet Union),,UPA,,1,Ukraine,2,1,3,01/01/1941,5,01/01/1946,5,0,,,365,,,,365,1,2009-4
14,1948,1000,3263,3263,1,1,3.1,Russia (Soviet Union),Russia (Soviet Union),,UPA,,1,Ukraine,2,1,3,01/01/1941,5,01/01/1946,5,0,,,365,,,,365,1,2009-4
14,1949,25,999,-999,0,0,3.1,Russia (Soviet Union),Russia (Soviet Union),,UPA,,1,Ukraine,1,1,3,01/01/1941,5,01/01/1946,5,0,,,365,,,,365,1,2009-4
14,1950,25,999,-999,0,0,3.1,Russia (Soviet Union),Russia (Soviet Union),,UPA,,1,Ukraine,1,1,3,01/01/1941,5,01/01/1946,5,1,31/12/1950,-99,365,,,,365,1,2009-4
15,1946,102,275,-999,2,1,3.1,"France, Thailand",Thailand,,France,,1,Northern Cambodia,1,0,2,07/05/1946,1,07/05/1946,1,1,17/11/1946,-99,800,,220,,"220, 800",3,2009-4
16,1946,38,44,-999,2,1,3.1,"Albania, United Kingdom",United Kingdom,,Albania,,1,Korfu Channel,1,0,2,22/10/1946,1,22/10/1946,1,1,31/12/1946,-99,200,,339,,"339, 200",1,2009-4
17,1946,23565,66666,41947,0,1,3.1,Vietnam,France,,Viet minh,,1,Vietnam,2,1,1,20/11/1946,1,20/11/1946,1,0,,,220,,,,816,3,2009-4
17,1947,23566,66666,41947,0,1,3.1,Vietnam,France,,Viet minh,,1,Vietnam,2,1,1,20/11/1946,1,20/11/1946,1,0,,,220,,,,816,3,2009-4
17,1948,23566,66666,41947,0,1,3.1,Vietnam,France,,Viet minh,,1,Vietnam,2,1,1,20/11/1946,1,20/11/1946,1,0,,,220,,,,816,3,2009-4
17,1949,23566,66667,41947,0,1,3.1,Vietnam,France,,Viet minh,,1,Vietnam,2,1,1,20/11/1946,1,20/11/1946,1,0,,,220,,,,816,3,2009-4
17,1950,23566,66667,41947,0,1,3.1,Vietnam,France,,Viet minh,,1,Vietnam,2,1,1,20/11/1946,1,20/11/1946,1,0,,,220,,,,816,3,2009-4
17,1951,23566,66667,41947,0,1,3.1,Vietnam,France,,Viet minh,,1,Vietnam,2,1,1,20/11/1946,1,20/11/1946,1,0,,,220,,,,816,3,2009-4
17,1952,23566,66667,41947,0,1,3.1,Vietnam,France,,Viet minh,,1,Vietnam,2,1,1,20/11/1946,1,20/11/1946,1,0,,,220,,,,816,3,2009-4
17,1953,23566,66667,41947,0,1,3.1,Vietnam,France,,Viet minh,,1,Vietnam,2,1,1,20/11/1946,1,20/11/1946,1,0,,,220,,,,816,3,2009-4
17,1954,23566,66667,41947,0,1,3.1,Vietnam,France,,Viet minh,,1,Vietnam,2,1,1,20/11/1946,1,20/11/1946,1,1,21/07/1954,-99,220,,,,816,3,2009-4
18,1947,540,18000,1000,2,1,3.1,China,China,,Taiwanese insurgents,,1,Taiwan,2,1,3,28/02/1947,1,28/02/1947,1,1,24/03/1947,-99,710,,,,710,3,2009-4
19,1947,1000,9999,-999,0,0,3.1,Hyderabad,Hyderabad,,CPI,,2,,2,1,3,01/06/1947,4,01/06/1947,4,0,,,-99,,,,-99,3,2009-4
19,1948,1000,9999,-999,0,0,3.1,Hyderabad,Hyderabad,,CPI,,2,,2,1,3,01/06/1947,4,01/06/1947,4,1,18/09/1948,-99,-99,,,,-99,3,2009-4
20,1948,2000,7500,7500,2,1,3.1,"India, Pakistan",India,,Pakistan,,1,Kashmir,2,1,2,01/01/1948,5,01/01/1948,5,1,31/12/1948,-99,750,,770,,"750, 770",3,2009-4
20,1964,104,400,-999,2,1,3.1,"India, Pakistan",India,,Pakistan,,1,Kashmir,1,1,2,01/01/1948,5,01/01/1964,5,0,,,750,,770,,"750, 770",3,2009-4
20,1965,2163,7000,5000,2,1,3.1,"India, Pakistan",India,,Pakistan,,1,Kashmir,2,1,2,01/01/1948,5,01/01/1964,5,1,31/12/1965,-99,750,,770,,"750, 770",3,2009-4
20,1971,8241,11223,11223,2,1,3.1,"India, Pakistan",India,,Pakistan,,1,Kashmir,2,1,2,01/01/1948,5,03/12/1971,1,1,17/12/1971,-99,750,,770,,"750, 770",3,2009-4
20,1984,25,100,-999,2,1,3.1,"India, Pakistan",India,,Pakistan,,1,Kashmir,1,1,2,01/01/1948,5,01/01/1984,5,1,31/12/1984,-99,750,,770,,"750, 770",3,2009-4
20,1987,25,999,100,2,1,3.1,"India, Pakistan",India,,Pakistan,,1,Kashmir,1,1,2,01/01/1948,5,01/01/1987,5,1,31/12/1987,-99,750,,770,,"750, 770",3,2009-4
20,1989,25,999,50,2,1,3.1,"India, Pakistan",India,,Pakistan,,1,Kashmir,1,1,2,01/01/1948,5,01/01/1989,5,0,,,750,,770,,"750, 770",3,2009-4
20,1990,25,999,100,2,1,3.1,"India, Pakistan",India,,Pakistan,,1,Kashmir,1,1,2,01/01/1948,5,01/01/1989,5,0,,,750,,770,,"750, 770",3,2009-4
20,1991,25,999,100,2,1,3.1,"India, Pakistan",India,,Pakistan,,1,Kashmir,1,1,2,01/01/1948,5,01/01/1989,5,0,,,750,,770,,"750, 770",3,2009-4
20,1992,25,999,25,2,1,3.1,"India, Pakistan",India,,Pakistan,,1,Kashmir,1,1,2,01/01/1948,5,01/01/1989,5,1,31/12/1992,-99,750,,770,,"750, 770",3,2009-4
20,1996,25,999,25,2,1,3.1,"India, Pakistan",India,,Pakistan,,1,Kashmir,1,1,2,01/01/1948,5,01/01/1996,5,0,,,750,,770,,"750, 770",3,2009-4
20,1997,25,999,25,2,1,3.1,"India, Pakistan",India,,Pakistan,,1,Kashmir,1,1,2,01/01/1948,5,01/01/1996,5,0,,,750,,770,,"750, 770",3,2009-4
20,1998,300,999,-999,2,1,3.1,"India, Pakistan",India,,Pakistan,,1,Kashmir,1,1,2,01/01/1948,5,01/01/1996,5,0,,,750,,770,,"750, 770",3,2009-4
20,1999,1000,1500,1089,2,1,3.1,"India, Pakistan",India,,Pakistan,,1,Kashmir,2,1,2,01/01/1948,5,01/01/1996,5,0,,,750,,770,,"750, 770",3,2009-4
20,2000,25,999,200,2,1,3.1,"India, Pakistan",India,,Pakistan,,1,Kashmir,1,1,2,01/01/1948,5,01/01/1996,5,0,,,750,,770,,"750, 770",3,2009-4
20,2001,25,999,100,2,1,3.1,"India, Pakistan",India,,Pakistan,,1,Kashmir,1,1,2,01/01/1948,5,01/01/1996,5,0,,,750,,770,,"750, 770",3,2009-4
20,2002,300,380,-999,2,1,3.1,"India, Pakistan",India,,Pakistan,,1,Kashmir,1,1,2,01/01/1948,5,01/01/1996,5,0,,,750,,770,,"750, 770",3,2009-4
20,2003,211,1000,211,2,1,3.1,"India, Pakistan",India,,Pakistan,,1,Kashmir,1,1,2,01/01/1948,5,01/01/1996,5,1,26/11/2003,-99,750,,770,,"750, 770",3,2009-4
21,1947,6952,12180,-999,2,1,3.1,Madagascar,France,,MDRM,,1,Malagasy,2,1,1,29/03/1947,1,29/03/1947,1,1,31/12/1947,-99,220,,,,580,4,2009-4
22,1947,1000,4000,4000,2,1,3.1,Paraguay,Paraguay,,"Opposition coalition (Febreristas, Liberals and Communists)",,2,,2,1,3,01/01/1947,5,01/03/1947,4,1,20/08/1947,-99,150,,,,150,5,2009-4
22,1954,10,50,-999,2,1,3.1,Paraguay,Paraguay,,Military faction (forces of General Alfredo Stroessner),,2,,1,1,3,01/01/1947,5,05/05/1954,1,1,05/05/1954,-99,150,,,,150,5,2009-4
22,1989,50,300,100,2,1,3.1,Paraguay,Paraguay,,Military Faction (forces of General Rodriguez),,2,,1,1,3,01/01/1947,5,03/02/1989,1,1,03/02/1989,-99,150,,,,150,5,2009-4
23,1949,1000,3000,-999,1,1,3.1,Myanmar,Myanmar,,KNU,,1,Karen,2,1,3,01/01/1949,4,01/02/1949,4,0,,,775,,,,775,3,2009-4
23,1950,1000,5000,-999,1,1,3.1,Myanmar,Myanmar,,KNU,,1,Karen,2,1,3,01/01/1949,4,01/02/1949,4,0,,,775,,,,775,3,2009-4
23,1951,302,999,-999,0,1,3.1,Myanmar,Myanmar,,KNU,,1,Karen,1,1,3,01/01/1949,4,01/02/1949,4,0,,,775,,,,775,3,2009-4
23,1952,302,999,-999,0,1,3.1,Myanmar,Myanmar,,KNU,,1,Karen,1,1,3,01/01/1949,4,01/02/1949,4,0,,,775,,,,775,3,2009-4
23,1953,302,999,-999,0,1,3.1,Myanmar,Myanmar,,KNU,,1,Karen,1,1,3,01/01/1949,4,01/02/1949,4,0,,,775,,,,775,3,2009-4
23,1954,302,999,-999,0,1,3.1,Myanmar,Myanmar,,KNU,,1,Karen,1,1,3,01/01/1949,4,01/02/1949,4,0,,,775,,,,775,3,2009-4
23,1955,302,999,-999,0,1,3.1,Myanmar,Myanmar,,KNU,,1,Karen,2,1,3,01/01/1949,4,01/02/1949,4,0,,,775,,,,775,3,2009-4
