Year,WarNo,WarName,YrBeg1,bdeadlow,bdeadhigh,bdeadbest,yrlydata,MonBeg1,DayBeg1,YrEnd1,MonEnd1,DayEnd1,YrBeg2,MonBeg2,DayBeg2,YrEnd2,MonEnd2,DayEnd2,WarType,Insurgnt,Winner,Interven,MinDur,MaxDur,StDeaths,ToDeaths,InCenSub,InMajor,WestHem,Europe,Africa,MidEast,Asia,Oceania,Version
1979,699,Iran vs. Anti-Shah Coalition,1978,3050,3050,3050,1,9,3,1979,12,31,-999,-999,-999,-999,-999,-999,4,Anti-Shah Coalition,2,0,485,485,7500,-999,0,0,0,0,0,1,0,0,3
1978,700,Nicaragua vs. Sandinistas,1978,3000,5000,3000,1,10,1,1979,7,18,-999,-999,-999,-999,-999,-999,4,Sandinistas,2,0,291,291,35000,-999,0,0,1,0,0,0,0,0,3
1979,700,Nicaragua vs. Sandinistas,1978,7000,20000,7000,1,10,1,1979,7,18,-999,-999,-999,-999,-999,-999,4,Sandinistas,2,0,291,291,35000,-999,0,0,1,0,0,0,0,0,3
1978,702,Cambodia vs. Khmer Rouge of 1978,1978,32500,50000,32500,0,12,25,1991,10,23,-999,-999,-999,-999,-999,-999,4,Khmer Rouge,6,1,4686,4686,40300,200000,0,0,0,0,0,0,1,0,3
1979,702,Cambodia vs. Khmer Rouge of 1978,1978,950,50000,32500,0,12,25,1991,10,23,-999,-999,-999,-999,-999,-999,4,Khmer Rouge,6,1,4686,4686,40300,200000,0,0,0,0,0,0,1,0,3
1980,702,Cambodia vs. Khmer Rouge of 1978,1978,950,8333,3421,0,12,25,1991,10,23,-999,-999,-999,-999,-999,-999,4,Khmer Rouge,6,1,4686,4686,40300,200000,0,0,0,0,0,0,1,0,3
1981,702,Cambodia vs. Khmer Rouge of 1978,1978,950,8333,3421,0,12,25,1991,10,23,-999,-999,-999,-999,-999,-999,4,Khmer Rouge,6,1,4686,4686,40300,200000,0,0,0,0,0,0,1,0,3
1982,702,Cambodia vs. Khmer Rouge of 1978,1978,950,8333,3421,0,12,25,1991,10,23,-999,-999,-999,-999,-999,-999,4,Khmer Rouge,6,1,4686,4686,40300,200000,0,0,0,0,0,0,1,0,3
1983,702,Cambodia vs. Khmer Rouge of 1978,1978,950,8333,3421,0,12,25,1991,10,23,-999,-999,-999,-999,-999,-999,4,Khmer Rouge,6,1,4686,4686,40300,200000,0,0,0,0,0,0,1,0,3
1984,702,Cambodia vs. Khmer Rouge of 1978,1978,950,8333,3422,0,12,25,1991,10,23,-999,-999,-999,-999,-999,-999,4,Khmer Rouge,6,1,4686,4686,40300,200000,0,0,0,0,0,0,1,0,3
1985,702,Cambodia vs. Khmer Rouge of 1978,1978,950,8333,3422,0,12,25,1991,10,23,-999,-999,-999,-999,-999,-999,4,Khmer Rouge,6,1,4686,4686,40300,200000,0,0,0,0,0,0,1,0,3
1986,702,Cambodia vs. Khmer Rouge of 1978,1978,950,8333,3422,0,12,25,1991,10,23,-999,-999,-999,-999,-999,-999,4,Khmer Rouge,6,1,4686,4686,40300,200000,0,0,0,0,0,0,1,0,3
1987,702,Cambodia vs. Khmer Rouge of 1978,1978,950,8333,950,0,12,25,1991,10,23,-999,-999,-999,-999,-999,-999,4,Khmer Rouge,6,1,4686,4686,40300,200000,0,0,0,0,0,0,1,0,3
1988,702,Cambodia vs. Khmer Rouge of 1978,1978,200,8334,200,0,12,25,1991,10,23,-999,-999,-999,-999,-999,-999,4,Khmer Rouge,6,1,4686,4686,40300,200000,0,0,0,0,0,0,1,0,3
1989,702,Cambodia vs. Khmer Rouge of 1978,1978,200,8334,200,0,12,25,1991,10,23,-999,-999,-999,-999,-999,-999,4,Khmer Rouge,6,1,4686,4686,40300,200000,0,0,0,0,0,0,1,0,3
1990,702,Cambodia vs. Khmer Rouge of 1978,1978,200,8334,200,0,12,25,1991,10,23,-999,-999,-999,-999,-999,-999,4,Khmer Rouge,6,1,4686,4686,40300,200000,0,0,0,0,0,0,1,0,3
1991,702,Cambodia vs. Khmer Rouge of 1978,1978,200,8334,200,0,12,25,1991,10,23,-999,-999,-999,-999,-999,-999,4,Khmer Rouge,6,1,4686,4686,40300,200000,0,0,0,0,0,0,1,0,3
1979,703,El Salvador vs. Salvadorean Democratic Front,1979,300,300,300,0,7,1,1992,2,1,-999,-999,-999,-999,-999,-999,4,Salvadorean Democratic Front,1,0,4599,4599,25000,69000,0,0,1,0,0,0,0,0,3
1980,703,El Salvador vs. Salvadorean Democratic Front,1979,399,399,399,0,7,1,1992,2,1,-999,-999,-999,-999,-999,-999,4,Salvadorean Democratic Front,1,0,4599,4599,25000,69000,0,0,1,0,0,0,0,0,3
1981,703,El Salvador vs. Salvadorean Democratic Front,1979,13001,13001,13001,0,7,1,1992,2,1,-999,-999,-999,-999,-999,-999,4,Salvadorean Democratic Front,1,0,4599,4599,25000,69000,0,0,1,0,0,0,0,0,3
1982,703,El Salvador vs. Salvadorean Democratic Front,1979,5000,5000,5000,0,7,1,1992,2,1,-999,-999,-999,-999,-999,-999,4,Salvadorean Democratic Front,1,0,4599,4599,25000,69000,0,0,1,0,0,0,0,0,3
1983,703,El Salvador vs. Salvadorean Democratic Front,1979,9000,9000,9000,0,7,1,1992,2,1,-999,-999,-999,-999,-999,-999,4,Salvadorean Democratic Front,1,0,4599,4599,25000,69000,0,0,1,0,0,0,0,0,3
1984,703,El Salvador vs. Salvadorean Democratic Front,1979,6000,6000,6000,0,7,1,1992,2,1,-999,-999,-999,-999,-999,-999,4,Salvadorean Democratic Front,1,0,4599,4599,25000,69000,0,0,1,0,0,0,0,0,3
1985,703,El Salvador vs. Salvadorean Democratic Front,1979,4000,4000,4000,0,7,1,1992,2,1,-999,-999,-999,-999,-999,-999,4,Salvadorean Democratic Front,1,0,4599,4599,25000,69000,0,0,1,0,0,0,0,0,3
1986,703,El Salvador vs. Salvadorean Democratic Front,1979,4000,4000,4000,0,7,1,1992,2,1,-999,-999,-999,-999,-999,-999,4,Salvadorean Democratic Front,1,0,4599,4599,25000,69000,0,0,1,0,0,0,0,0,3
1987,703,El Salvador vs. Salvadorean Democratic Front,1979,3000,3000,3000,0,7,1,1992,2,1,-999,-999,-999,-999,-999,-999,4,Salvadorean Democratic Front,1,0,4599,4599,25000,69000,0,0,1,0,0,0,0,0,3
1988,703,El Salvador vs. Salvadorean Democratic Front,1979,1000,1000,1000,0,7,1,1992,2,1,-999,-999,-999,-999,-999,-999,4,Salvadorean Democratic Front,1,0,4599,4599,25000,69000,0,0,1,0,0,0,0,0,3
1989,703,El Salvador vs. Salvadorean Democratic Front,1979,6800,6800,6800,0,7,1,1992,2,1,-999,-999,-999,-999,-999,-999,4,Salvadorean Democratic Front,1,0,4599,4599,25000,69000,0,0,1,0,0,0,0,0,3
1990,703,El Salvador vs. Salvadorean Democratic Front,1979,2000,2000,2000,0,7,1,1992,2,1,-999,-999,-999,-999,-999,-999,4,Salvadorean Democratic Front,1,0,4599,4599,25000,69000,0,0,1,0,0,0,0,0,3
1991,703,El Salvador vs. Salvadorean Democratic Front,1979,300,300,300,0,7,1,1992,2,1,-999,-999,-999,-999,-999,-999,4,Salvadorean Democratic Front,1,0,4599,4599,25000,69000,0,0,1,0,0,0,0,0,3
1992,703,El Salvador vs. Salvadorean Democratic Front,1979,200,200,200,0,7,1,1992,2,1,-999,-999,-999,-999,-999,-999,4,Salvadorean Democratic Front,1,0,4599,4599,25000,69000,0,0,1,0,0,0,0,0,3
1979,704,Mozambique vs. Renamo,1979,50,499,499,0,10,21,1992,10,4,-999,-999,-999,-999,-999,-999,4,Renamo,1,1,4733,4733,200550,1200550,0,0,0,0,1,0,0,0,3
1980,704,Mozambique vs. Renamo,1979,50,500,500,0,10,21,1992,10,4,-999,-999,-999,-999,-999,-999,4,Renamo,1,1,4733,4733,200550,1200550,0,0,0,0,1,0,0,0,3
1981,704,Mozambique vs. Renamo,1979,1000,21600,1000,0,10,21,1992,10,4,-999,-999,-999,-999,-999,-999,4,Renamo,1,1,4733,4733,200550,1200550,0,0,0,0,1,0,0,0,3
1982,704,Mozambique vs. Renamo,1979,1000,21600,1000,0,10,21,1992,10,4,-999,-999,-999,-999,-999,-999,4,Renamo,1,1,4733,4733,200550,1200550,0,0,0,0,1,0,0,0,3
1983,704,Mozambique vs. Renamo,1979,1000,21600,1000,0,10,21,1992,10,4,-999,-999,-999,-999,-999,-999,4,Renamo,1,1,4733,4733,200550,1200550,0,0,0,0,1,0,0,0,3
1984,704,Mozambique vs. Renamo,1979,1000,21600,20000,0,10,21,1992,10,4,-999,-999,-999,-999,-999,-999,4,Renamo,1,1,4733,4733,200550,1200550,0,0,0,0,1,0,0,0,3
1985,704,Mozambique vs. Renamo,1979,2000,21600,20000,0,10,21,1992,10,4,-999,-999,-999,-999,-999,-999,4,Renamo,1,1,4733,4733,200550,1200550,0,0,0,0,1,0,0,0,3
1986,704,Mozambique vs. Renamo,1979,2000,21600,20000,0,10,21,1992,10,4,-999,-999,-999,-999,-999,-999,4,Renamo,1,1,4733,4733,200550,1200550,0,0,0,0,1,0,0,0,3
1987,704,Mozambique vs. Renamo,1979,2000,21600,20000,0,10,21,1992,10,4,-999,-999,-999,-999,-999,-999,4,Renamo,1,1,4733,4733,200550,1200550,0,0,0,0,1,0,0,0,3
1988,704,Mozambique vs. Renamo,1979,500,21600,20000,0,10,21,1992,10,4,-999,-999,-999,-999,-999,-999,4,Renamo,1,1,4733,4733,200550,1200550,0,0,0,0,1,0,0,0,3
1989,704,Mozambique vs. Renamo,1979,2500,2500,2500,0,10,21,1992,10,4,-999,-999,-999,-999,-999,-999,4,Renamo,1,1,4733,4733,200550,1200550,0,0,0,0,1,0,0,0,3
1990,704,Mozambique vs. Renamo,1979,1000,1500,1250,0,10,21,1992,10,4,-999,-999,-999,-999,-999,-999,4,Renamo,1,1,4733,4733,200550,1200550,0,0,0,0,1,0,0,0,3
1991,704,Mozambique vs. Renamo,1979,1000,1500,1000,0,10,21,1992,10,4,-999,-999,-999,-999,-999,-999,4,Renamo,1,1,4733,4733,200550,1200550,0,0,0,0,1,0,0,0,3
1992,704,Mozambique vs. Renamo,1979,1000,1500,1000,0,10,21,1992,10,4,-999,-999,-999,-999,-999,-999,4,Renamo,1,1,4733,4733,200550,1200550,0,0,0,0,1,0,0,0,3
1980,705,Chad vs. Frolinat of 1980,1980,3022,3022,3022,0,3,22,1988,8,7,-999,-999,-999,-999,-999,-999,5,Frolinat,2,1,3061,3061,4700,11200,0,0,0,0,1,0,0,0,3
1981,705,Chad vs. Frolinat of 1980,1980,3022,3022,3022,0,3,22,1988,8,7,-999,-999,-999,-999,-999,-999,5,Frolinat,2,1,3061,3061,4700,11200,0,0,0,0,1,0,0,0,3
1982,705,Chad vs. Frolinat of 1980,1980,3022,3022,3022,0,3,22,1988,8,7,-999,-999,-999,-999,-999,-999,5,Frolinat,2,1,3061,3061,4700,11200,0,0,0,0,1,0,0,0,3
1983,705,Chad vs. Frolinat of 1980,1980,3022,3022,3022,0,3,22,1988,8,7,-999,-999,-999,-999,-999,-999,5,Frolinat,2,1,3061,3061,4700,11200,0,0,0,0,1,0,0,0,3
1984,705,Chad vs. Frolinat of 1980,1980,3022,3022,3022,0,3,22,1988,8,7,-999,-999,-999,-999,-999,-999,5,Frolinat,2,1,3061,3061,4700,11200,0,0,0,0,1,0,0,0,3
1985,705,Chad vs. Frolinat of 1980,1980,3022,3022,3022,0,3,22,1988,8,7,-999,-999,-999,-999,-999,-999,5,Frolinat,2,1,3061,3061,4700,11200,0,0,0,0,1,0,0,0,3
1986,705,Chad vs. Frolinat of 1980,1980,3022,3022,3022,0,3,22,1988,8,7,-999,-999,-999,-999,-999,-999,5,Frolinat,2,1,3061,3061,4700,11200,0,0,0,0,1,0,0,0,3
1987,705,Chad vs. Frolinat of 1980,1980,3023,3023,3023,0,3,22,1988,8,7,-999,-999,-999,-999,-999,-999,5,Frolinat,2,1,3061,3061,4700,11200,0,0,0,0,1,0,0,0,3
1988,705,Chad vs. Frolinat of 1980,1980,3023,3023,3023,0,3,22,1988,8,7,-999,-999,-999,-999,-999,-999,5,Frolinat,2,1,3061,3061,4700,11200,0,0,0,0,1,0,0,0,3
1980,707,Nigeria vs. Muslim Fundamentalists of 1980,1980,1025,6975,4000,1,12,18,1981,1,1,-999,-999,-999,-999,-999,-999,5,Muslim Fundamentalists,1,0,15,15,5000,-999,0,0,0,0,1,0,0,0,3
1981,707,Nigeria vs. Muslim Fundamentalists of 1980,1980,25,25,25,1,12,18,1981,1,1,-999,-999,-999,-999,-999,-999,5,Muslim Fundamentalists,1,0,15,15,5000,-999,0,0,0,0,1,0,0,0,3
1980,708,Uganda vs. National Resistance Army,1980,14685,14685,14685,0,10,8,1988,4,24,-999,-999,-999,-999,-999,-999,4,National Resistance Army,2,0,2756,2756,102000,-999,0,0,0,0,1,0,0,0,3
1981,708,Uganda vs. National Resistance Army,1980,14685,14685,14685,0,10,8,1988,4,24,-999,-999,-999,-999,-999,-999,4,National Resistance Army,2,0,2756,2756,102000,-999,0,0,0,0,1,0,0,0,3
1982,708,Uganda vs. National Resistance Army,1980,14686,14686,14686,0,10,8,1988,4,24,-999,-999,-999,-999,-999,-999,4,National Resistance Army,2,0,2756,2756,102000,-999,0,0,0,0,1,0,0,0,3
1983,708,Uganda vs. National Resistance Army,1980,14686,14686,14686,0,10,8,1988,4,24,-999,-999,-999,-999,-999,-999,4,National Resistance Army,2,0,2756,2756,102000,-999,0,0,0,0,1,0,0,0,3
1984,708,Uganda vs. National Resistance Army,1980,14686,14686,14686,0,10,8,1988,4,24,-999,-999,-999,-999,-999,-999,4,National Resistance Army,2,0,2756,2756,102000,-999,0,0,0,0,1,0,0,0,3
1985,708,Uganda vs. National Resistance Army,1980,14686,14686,14686,0,10,8,1988,4,24,-999,-999,-999,-999,-999,-999,4,National Resistance Army,2,0,2756,2756,102000,-999,0,0,0,0,1,0,0,0,3
1986,708,Uganda vs. National Resistance Army,1980,14686,14686,14686,0,10,8,1988,4,24,-999,-999,-999,-999,-999,-999,4,National Resistance Army,2,0,2756,2756,102000,-999,0,0,0,0,1,0,0,0,3
1987,708,Uganda vs. National Resistance Army,1980,2000,2000,2000,1,10,8,1988,4,24,-999,-999,-999,-999,-999,-999,4,National Resistance Army,2,0,2756,2756,102000,-999,0,0,0,0,1,0,0,0,3
1988,708,Uganda vs. National Resistance Army,1980,1000,1000,1000,1,10,8,1988,4,24,-999,-999,-999,-999,-999,-999,4,National Resistance Army,2,0,2756,2756,102000,-999,0,0,0,0,1,0,0,0,3
1981,709,Iran vs. Mujaheddin,1981,1000,2250,2250,1,6,6,1982,5,3,-999,-999,-999,-999,-999,-999,4,Mujaheddin,1,0,332,332,14000,-999,0,0,0,0,0,1,0,0,3
1982,709,Iran vs. Mujaheddin,1981,1000,2250,2250,1,6,6,1982,5,3,-999,-999,-999,-999,-999,-999,4,Mujaheddin,1,0,332,332,14000,-999,0,0,0,0,0,1,0,0,3
1982,710,Peru vs. Shining Path,1982,2787,2787,2787,0,3,4,1995,12,31,-999,-999,-999,-999,-999,-999,4,Shining Path,1,0,5051,5051,30000,-999,0,0,1,0,0,0,0,0,3
1983,710,Peru vs. Shining Path,1982,2787,2787,2787,0,3,4,1995,12,31,-999,-999,-999,-999,-999,-999,4,Shining Path,1,0,5051,5051,30000,-999,0,0,1,0,0,0,0,0,3
1984,710,Peru vs. Shining Path,1982,2787,2787,2787,0,3,4,1995,12,31,-999,-999,-999,-999,-999,-999,4,Shining Path,1,0,5051,5051,30000,-999,0,0,1,0,0,0,0,0,3
1985,710,Peru vs. Shining Path,1982,2787,2787,2787,0,3,4,1995,12,31,-999,-999,-999,-999,-999,-999,4,Shining Path,1,0,5051,5051,30000,-999,0,0,1,0,0,0,0,0,3
1986,710,Peru vs. Shining Path,1982,942,942,942,0,3,4,1995,12,31,-999,-999,-999,-999,-999,-999,4,Shining Path,1,0,5051,5051,30000,-999,0,0,1,0,0,0,0,0,3
1987,710,Peru vs. Shining Path,1982,942,942,942,0,3,4,1995,12,31,-999,-999,-999,-999,-999,-999,4,Shining Path,1,0,5051,5051,30000,-999,0,0,1,0,0,0,0,0,3
1988,710,Peru vs. Shining Path,1982,1986,1986,1986,1,3,4,1995,12,31,-999,-999,-999,-999,-999,-999,4,Shining Path,1,0,5051,5051,30000,-999,0,0,1,0,0,0,0,0,3
1989,710,Peru vs. Shining Path,1982,3198,3198,3198,1,3,4,1995,12,31,-999,-999,-999,-999,-999,-999,4,Shining Path,1,0,5051,5051,30000,-999,0,0,1,0,0,0,0,0,3
1990,710,Peru vs. Shining Path,1982,3384,3384,3384,1,3,4,1995,12,31,-999,-999,-999,-999,-999,-999,4,Shining Path,1,0,5051,5051,30000,-999,0,0,1,0,0,0,0,0,3
1991,710,Peru vs. Shining Path,1982,3400,3400,3400,1,3,4,1995,12,31,-999,-999,-999,-999,-999,-999,4,Shining Path,1,0,5051,5051,30000,-999,0,0,1,0,0,0,0,0,3
1992,710,Peru vs. Shining Path,1982,3101,3101,3101,1,3,4,1995,12,31,-999,-999,-999,-999,-999,-999,4,Shining Path,1,0,5051,5051,30000,-999,0,0,1,0,0,0,0,0,3
1993,710,Peru vs. Shining Path,1982,999,1692,1692,1,3,4,1995,12,31,-999,-999,-999,-999,-999,-999,4,Shining Path,1,0,5051,5051,30000,-999,0,0,1,0,0,0,0,0,3
1994,710,Peru vs. Shining Path,1982,200,200,200,1,3,4,1995,12,31,-999,-999,-999,-999,-999,-999,4,Shining Path,1,0,5051,5051,30000,-999,0,0,1,0,0,0,0,0,3
1995,710,Peru vs. Shining Path,1982,500,500,500,1,3,4,1995,12,31,-999,-999,-999,-999,-999,-999,4,Shining Path,1,0,5051,5051,30000,-999,0,0,1,0,0,0,0,0,3
1982,712,Nicaragua vs. Contras,1982,400,400,400,0,3,18,1990,4,19,-999,-999,-999,-999,-999,-999,4,Contras,6,0,2955,2955,43000,-999,0,0,1,0,0,0,0,0,3
1983,712,Nicaragua vs. Contras,1982,3600,3600,3600,0,3,18,1990,4,19,-999,-999,-999,-999,-999,-999,4,Contras,6,0,2955,2955,43000,-999,0,0,1,0,0,0,0,0,3
1984,712,Nicaragua vs. Contras,1982,5600,5600,5600,0,3,18,1990,4,19,-999,-999,-999,-999,-999,-999,4,Contras,6,0,2955,2955,43000,-999,0,0,1,0,0,0,0,0,3
1985,712,Nicaragua vs. Contras,1982,6000,6000,6000,0,3,18,1990,4,19,-999,-999,-999,-999,-999,-999,4,Contras,6,0,2955,2955,43000,-999,0,0,1,0,0,0,0,0,3
1986,712,Nicaragua vs. Contras,1982,5000,5000,5000,0,3,18,1990,4,19,-999,-999,-999,-999,-999,-999,4,Contras,6,0,2955,2955,43000,-999,0,0,1,0,0,0,0,0,3
1987,712,Nicaragua vs. Contras,1982,6300,6300,6300,0,3,18,1990,4,19,-999,-999,-999,-999,-999,-999,4,Contras,6,0,2955,2955,43000,-999,0,0,1,0,0,0,0,0,3
1988,712,Nicaragua vs. Contras,1982,3000,3000,3000,0,3,18,1990,4,19,-999,-999,-999,-999,-999,-999,4,Contras,6,0,2955,2955,43000,-999,0,0,1,0,0,0,0,0,3
1989,712,Nicaragua vs. Contras,1982,100,100,100,0,3,18,1990,4,19,-999,-999,-999,-999,-999,-999,4,Contras,6,0,2955,2955,43000,-999,0,0,1,0,0,0,0,0,3
1990,712,Nicaragua vs. Contras,1982,100,100,100,0,3,18,1990,4,19,-999,-999,-999,-999,-999,-999,4,Contras,6,0,2955,2955,43000,-999,0,0,1,0,0,0,0,0,3
1982,713,Somalia vs. Clan Factions,1982,175,175,175,0,4,21,1997,12,22,-999,-999,-999,-999,-999,-999,4,Clan Factions,2,1,5725,5725,95018,-999,0,0,0,0,1,0,0,0,3
1983,713,Somalia vs. Clan Factions,1982,175,175,175,0,4,21,1997,12,22,-999,-999,-999,-999,-999,-999,4,Clan Factions,2,1,5725,5725,95018,-999,0,0,0,0,1,0,0,0,3
1984,713,Somalia vs. Clan Factions,1982,175,175,175,0,4,21,1997,12,22,-999,-999,-999,-999,-999,-999,4,Clan Factions,2,1,5725,5725,95018,-999,0,0,0,0,1,0,0,0,3
1985,713,Somalia vs. Clan Factions,1982,175,175,175,0,4,21,1997,12,22,-999,-999,-999,-999,-999,-999,4,Clan Factions,2,1,5725,5725,95018,-999,0,0,0,0,1,0,0,0,3
1986,713,Somalia vs. Clan Factions,1982,175,175,175,0,4,21,1997,12,22,-999,-999,-999,-999,-999,-999,4,Clan Factions,2,1,5725,5725,95018,-999,0,0,0,0,1,0,0,0,3
1987,713,Somalia vs. Clan Factions,1982,175,175,175,1,4,21,1997,12,22,-999,-999,-999,-999,-999,-999,4,Clan Factions,2,1,5725,5725,95018,-999,0,0,0,0,1,0,0,0,3
1988,713,Somalia vs. Clan Factions,1982,999,999,999,1,4,21,1997,12,22,-999,-999,-999,-999,-999,-999,4,Clan Factions,2,1,5725,5725,95018,-999,0,0,0,0,1,0,0,0,3
1989,713,Somalia vs. Clan Factions,1982,23975,23975,23975,1,4,21,1997,12,22,-999,-999,-999,-999,-999,-999,4,Clan Factions,2,1,5725,5725,95018,-999,0,0,0,0,1,0,0,0,3
1990,713,Somalia vs. Clan Factions,1982,23976,23976,23976,1,4,21,1997,12,22,-999,-999,-999,-999,-999,-999,4,Clan Factions,2,1,5725,5725,95018,-999,0,0,0,0,1,0,0,0,3
1991,713,Somalia vs. Clan Factions,1982,10000,10000,10000,1,4,21,1997,12,22,-999,-999,-999,-999,-999,-999,4,Clan Factions,2,1,5725,5725,95018,-999,0,0,0,0,1,0,0,0,3
1992,713,Somalia vs. Clan Factions,1982,4000,4000,4000,1,4,21,1997,12,22,-999,-999,-999,-999,-999,-999,4,Clan Factions,2,1,5725,5725,95018,-999,0,0,0,0,1,0,0,0,3
1993,713,Somalia vs. Clan Factions,1982,950,950,950,1,4,21,1997,12,22,-999,-999,-999,-999,-999,-999,4,Clan Factions,2,1,5725,5725,95018,-999,0,0,0,0,1,0,0,0,3
1994,713,Somalia vs. Clan Factions,1982,600,600,600,1,4,21,1997,12,22,-999,-999,-999,-999,-999,-999,4,Clan Factions,2,1,5725,5725,95018,-999,0,0,0,0,1,0,0,0,3
1995,713,Somalia vs. Clan Factions,1982,600,600,600,1,4,21,1997,12,22,-999,-999,-999,-999,-999,-999,4,Clan Factions,2,1,5725,5725,95018,-999,0,0,0,0,1,0,0,0,3
1996,713,Somalia vs. Clan Factions,1982,600,600,600,1,4,21,1997,12,22,-999,-999,-999,-999,-999,-999,4,Clan Factions,2,1,5725,5725,95018,-999,0,0,0,0,1,0,0,0,3
1997,713,Somalia vs. Clan Factions,1982,600,600,600,1,4,21,1997,12,22,-999,-999,-999,-999,-999,-999,4,Clan Factions,2,1,5725,5725,95018,-999,0,0,0,0,1,0,0,0,3
1983,714,Burma vs. Kachin Rebels,1983,600,600,600,0,2,1,1995,1,7,-999,-999,-999,-999,-999,-999,5,Kachin Rebels,1,0,4359,4359,9000,-999,0,0,0,0,0,0,1,0,3
1984,714,Burma vs. Kachin Rebels,1983,600,600,600,0,2,1,1995,1,7,-999,-999,-999,-999,-999,-999,5,Kachin Rebels,1,0,4359,4359,9000,-999,0,0,0,0,0,0,1,0,3
1985,714,Burma vs. Kachin Rebels,1983,1397,1397,1397,0,2,1,1995,1,7,-999,-999,-999,-999,-999,-999,5,Kachin Rebels,1,0,4359,4359,9000,-999,0,0,0,0,0,0,1,0,3
1986,714,Burma vs. Kachin Rebels,1983,1397,1397,1397,0,2,1,1995,1,7,-999,-999,-999,-999,-999,-999,5,Kachin Rebels,1,0,4359,4359,9000,-999,0,0,0,0,0,0,1,0,3
1987,714,Burma vs. Kachin Rebels,1983,1397,1397,1397,0,2,1,1995,1,7,-999,-999,-999,-999,-999,-999,5,Kachin Rebels,1,0,4359,4359,9000,-999,0,0,0,0,0,0,1,0,3
1988,714,Burma vs. Kachin Rebels,1983,1397,1397,1397,0,2,1,1995,1,7,-999,-999,-999,-999,-999,-999,5,Kachin Rebels,1,0,4359,4359,9000,-999,0,0,0,0,0,0,1,0,3
1989,714,Burma vs. Kachin Rebels,1983,50,1998,50,0,2,1,1995,1,7,-999,-999,-999,-999,-999,-999,5,Kachin Rebels,1,0,4359,4359,9000,-999,0,0,0,0,0,0,1,0,3
1990,714,Burma vs. Kachin Rebels,1983,175,2123,150,0,2,1,1995,1,7,-999,-999,-999,-999,-999,-999,5,Kachin Rebels,1,0,4359,4359,9000,-999,0,0,0,0,0,0,1,0,3
1991,714,Burma vs. Kachin Rebels,1983,125,2073,100,0,2,1,1995,1,7,-999,-999,-999,-999,-999,-999,5,Kachin Rebels,1,0,4359,4359,9000,-999,0,0,0,0,0,0,1,0,3
1992,714,Burma vs. Kachin Rebels,1983,1100,4048,2050,0,2,1,1995,1,7,-999,-999,-999,-999,-999,-999,5,Kachin Rebels,1,0,4359,4359,9000,-999,0,0,0,0,0,0,1,0,3
1993,714,Burma vs. Kachin Rebels,1983,25,999,0,0,2,1,1995,1,7,-999,-999,-999,-999,-999,-999,5,Kachin Rebels,1,0,4359,4359,9000,-999,0,0,0,0,0,0,1,0,3
1994,714,Burma vs. Kachin Rebels,1983,1050,1050,1050,0,2,1,1995,1,7,-999,-999,-999,-999,-999,-999,5,Kachin Rebels,1,0,4359,4359,9000,-999,0,0,0,0,0,0,1,0,3
1995,714,Burma vs. Kachin Rebels,1983,50,1998,525,0,2,1,1995,1,7,-999,-999,-999,-999,-999,-999,5,Kachin Rebels,1,0,4359,4359,9000,-999,0,0,0,0,0,0,1,0,3
1983,715,Sri Lanka vs. Tamils,1983,499,499,499,0,7,25,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Tamils,5,1,-999,-999,9400,50000,0,0,0,0,0,0,1,0,3
1984,715,Sri Lanka vs. Tamils,1983,500,500,500,0,7,25,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Tamils,5,1,-999,-999,9400,50000,0,0,0,0,0,0,1,0,3
1985,715,Sri Lanka vs. Tamils,1983,999,999,999,0,7,25,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Tamils,5,1,-999,-999,9400,50000,0,0,0,0,0,0,1,0,3
1986,715,Sri Lanka vs. Tamils,1983,999,999,999,0,7,25,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Tamils,5,1,-999,-999,9400,50000,0,0,0,0,0,0,1,0,3
1987,715,Sri Lanka vs. Tamils,1983,999,999,999,1,7,25,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Tamils,5,1,-999,-999,9400,50000,0,0,0,0,0,0,1,0,3
1988,715,Sri Lanka vs. Tamils,1983,999,999,999,1,7,25,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Tamils,5,1,-999,-999,9400,50000,0,0,0,0,0,0,1,0,3
1989,715,Sri Lanka vs. Tamils,1983,1500,1500,1500,0,7,25,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Tamils,5,1,-999,-999,9400,50000,0,0,0,0,0,0,1,0,3
1990,715,Sri Lanka vs. Tamils,1983,4500,4500,4500,0,7,25,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Tamils,5,1,-999,-999,9400,50000,0,0,0,0,0,0,1,0,3
1991,715,Sri Lanka vs. Tamils,1983,7252,7252,7252,1,7,25,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Tamils,5,1,-999,-999,9400,50000,0,0,0,0,0,0,1,0,3
1992,715,Sri Lanka vs. Tamils,1983,7253,7253,7253,1,7,25,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Tamils,5,1,-999,-999,9400,50000,0,0,0,0,0,0,1,0,3
