ID,Year,WarNo,WarName,YrBeg1,bdeadlow,bdeadhigh,bdeadbest,yrlydata,MonBeg1,DayBeg1,YrEnd1,MonEnd1,DayEnd1,YrBeg2,MonBeg2,DayBeg2,YrEnd2,MonEnd2,DayEnd2,WarType,NonState,Winner,Interven,MinDur,MaxDur,StDeaths,ToDeaths,CenSubSy,MajPowIn,WestHem,Europe,Africa,MidEast,Asia,Oceania,Edition,Version
4341964,1964,434,Angolan-Portugese,1961,3666,6000,5266,0,2,3,1975,11,11,-999,-999,-999,-999,-999,-999,2,Angola,2,0,5395,5395,8000,55000,0,0,0,0,1,0,0,0,2,3
4341965,1965,434,Angolan-Portugese,1961,3666,6000,5266,0,2,3,1975,11,11,-999,-999,-999,-999,-999,-999,2,Angola,2,0,5395,5395,8000,55000,0,0,0,0,1,0,0,0,2,3
4341966,1966,434,Angolan-Portugese,1961,3667,6000,5267,0,2,3,1975,11,11,-999,-999,-999,-999,-999,-999,2,Angola,2,0,5395,5395,8000,55000,0,0,0,0,1,0,0,0,2,3
4341967,1967,434,Angolan-Portugese,1961,3667,6000,5267,0,2,3,1975,11,11,-999,-999,-999,-999,-999,-999,2,Angola,2,0,5395,5395,8000,55000,0,0,0,0,1,0,0,0,2,3
4341968,1968,434,Angolan-Portugese,1961,3667,6000,5267,0,2,3,1975,11,11,-999,-999,-999,-999,-999,-999,2,Angola,2,0,5395,5395,8000,55000,0,0,0,0,1,0,0,0,2,3
4341969,1969,434,Angolan-Portugese,1961,3667,6000,5267,0,2,3,1975,11,11,-999,-999,-999,-999,-999,-999,2,Angola,2,0,5395,5395,8000,55000,0,0,0,0,1,0,0,0,2,3
4341970,1970,434,Angolan-Portugese,1961,3667,6000,5267,0,2,3,1975,11,11,-999,-999,-999,-999,-999,-999,2,Angola,2,0,5395,5395,8000,55000,0,0,0,0,1,0,0,0,2,3
4341971,1971,434,Angolan-Portugese,1961,3667,6000,5267,0,2,3,1975,11,11,-999,-999,-999,-999,-999,-999,2,Angola,2,0,5395,5395,8000,55000,0,0,0,0,1,0,0,0,2,3
4341972,1972,434,Angolan-Portugese,1961,3667,6000,5267,0,2,3,1975,11,11,-999,-999,-999,-999,-999,-999,2,Angola,2,0,5395,5395,8000,55000,0,0,0,0,1,0,0,0,2,3
4341973,1973,434,Angolan-Portugese,1961,3667,6000,5267,0,2,3,1975,11,11,-999,-999,-999,-999,-999,-999,2,Angola,2,0,5395,5395,8000,55000,0,0,0,0,1,0,0,0,2,3
4341974,1974,434,Angolan-Portugese,1961,3667,6000,5267,0,2,3,1975,11,11,-999,-999,-999,-999,-999,-999,2,Angola,2,0,5395,5395,8000,55000,0,0,0,0,1,0,0,0,2,3
4341975,1975,434,Angolan-Portugese,1961,3667,6000,5267,0,2,3,1975,11,11,-999,-999,-999,-999,-999,-999,2,Angola,2,0,5395,5395,8000,55000,0,0,0,0,1,0,0,0,2,3
4361962,1962,436,Guinean-Portugese,1962,550,768,550,0,12,-999,1974,12,-999,-999,-999,-999,-999,-999,-999,2,Guinea/Bissau,2,0,4354,4414,1500,15000,0,0,0,0,1,0,0,0,2,3
4361963,1963,436,Guinean-Portugese,1962,550,768,550,0,12,-999,1974,12,-999,-999,-999,-999,-999,-999,-999,2,Guinea/Bissau,2,0,4354,4414,1500,15000,0,0,0,0,1,0,0,0,2,3
4361964,1964,436,Guinean-Portugese,1962,550,768,550,0,12,-999,1974,12,-999,-999,-999,-999,-999,-999,-999,2,Guinea/Bissau,2,0,4354,4414,1500,15000,0,0,0,0,1,0,0,0,2,3
4361965,1965,436,Guinean-Portugese,1962,550,768,550,0,12,-999,1974,12,-999,-999,-999,-999,-999,-999,-999,2,Guinea/Bissau,2,0,4354,4414,1500,15000,0,0,0,0,1,0,0,0,2,3
4361966,1966,436,Guinean-Portugese,1962,550,768,550,0,12,-999,1974,12,-999,-999,-999,-999,-999,-999,-999,2,Guinea/Bissau,2,0,4354,4414,1500,15000,0,0,0,0,1,0,0,0,2,3
4361967,1967,436,Guinean-Portugese,1962,550,768,550,0,12,-999,1974,12,-999,-999,-999,-999,-999,-999,-999,2,Guinea/Bissau,2,0,4354,4414,1500,15000,0,0,0,0,1,0,0,0,2,3
4361968,1968,436,Guinean-Portugese,1962,550,768,550,0,12,-999,1974,12,-999,-999,-999,-999,-999,-999,-999,2,Guinea/Bissau,2,0,4354,4414,1500,15000,0,0,0,0,1,0,0,0,2,3
4361969,1969,436,Guinean-Portugese,1962,550,769,550,0,12,-999,1974,12,-999,-999,-999,-999,-999,-999,-999,2,Guinea/Bissau,2,0,4354,4414,1500,15000,0,0,0,0,1,0,0,0,2,3
4361970,1970,436,Guinean-Portugese,1962,551,769,551,0,12,-999,1974,12,-999,-999,-999,-999,-999,-999,-999,2,Guinea/Bissau,2,0,4354,4414,1500,15000,0,0,0,0,1,0,0,0,2,3
4361971,1971,436,Guinean-Portugese,1962,551,769,551,0,12,-999,1974,12,-999,-999,-999,-999,-999,-999,-999,2,Guinea/Bissau,2,0,4354,4414,1500,15000,0,0,0,0,1,0,0,0,2,3
4361972,1972,436,Guinean-Portugese,1962,551,769,551,0,12,-999,1974,12,-999,-999,-999,-999,-999,-999,-999,2,Guinea/Bissau,2,0,4354,4414,1500,15000,0,0,0,0,1,0,0,0,2,3
4361973,1973,436,Guinean-Portugese,1962,551,769,551,0,12,-999,1974,12,-999,-999,-999,-999,-999,-999,-999,2,Guinea/Bissau,2,0,4354,4414,1500,15000,0,0,0,0,1,0,0,0,2,3
4361974,1974,436,Guinean-Portugese,1962,551,769,551,0,12,-999,1974,12,-999,-999,-999,-999,-999,-999,-999,2,Guinea/Bissau,2,0,4354,4414,1500,15000,0,0,0,0,1,0,0,0,2,3
4371964,1964,437,Mozambique-Portugese,1964,2500,3625,3062,0,10,-999,1975,11,-999,-999,-999,-999,-999,-999,-999,2,Mozambique,2,0,4019,4078,5000,30000,0,0,0,0,1,0,0,0,2,3
4371965,1965,437,Mozambique-Portugese,1964,2500,3625,3062,0,10,-999,1975,11,-999,-999,-999,-999,-999,-999,-999,2,Mozambique,2,0,4019,4078,5000,30000,0,0,0,0,1,0,0,0,2,3
4371966,1966,437,Mozambique-Portugese,1964,2500,3625,3062,0,10,-999,1975,11,-999,-999,-999,-999,-999,-999,-999,2,Mozambique,2,0,4019,4078,5000,30000,0,0,0,0,1,0,0,0,2,3
4371967,1967,437,Mozambique-Portugese,1964,2500,3625,3062,0,10,-999,1975,11,-999,-999,-999,-999,-999,-999,-999,2,Mozambique,2,0,4019,4078,5000,30000,0,0,0,0,1,0,0,0,2,3
4371968,1968,437,Mozambique-Portugese,1964,2500,3625,3062,0,10,-999,1975,11,-999,-999,-999,-999,-999,-999,-999,2,Mozambique,2,0,4019,4078,5000,30000,0,0,0,0,1,0,0,0,2,3
4371969,1969,437,Mozambique-Portugese,1964,2500,3625,3062,0,10,-999,1975,11,-999,-999,-999,-999,-999,-999,-999,2,Mozambique,2,0,4019,4078,5000,30000,0,0,0,0,1,0,0,0,2,3
4371970,1970,437,Mozambique-Portugese,1964,2500,3625,3063,0,10,-999,1975,11,-999,-999,-999,-999,-999,-999,-999,2,Mozambique,2,0,4019,4078,5000,30000,0,0,0,0,1,0,0,0,2,3
4371971,1971,437,Mozambique-Portugese,1964,2500,3625,3063,0,10,-999,1975,11,-999,-999,-999,-999,-999,-999,-999,2,Mozambique,2,0,4019,4078,5000,30000,0,0,0,0,1,0,0,0,2,3
4371972,1972,437,Mozambique-Portugese,1964,2500,3625,3063,0,10,-999,1975,11,-999,-999,-999,-999,-999,-999,-999,2,Mozambique,2,0,4019,4078,5000,30000,0,0,0,0,1,0,0,0,2,3
4371973,1973,437,Mozambique-Portugese,1964,2500,3625,3063,0,10,-999,1975,11,-999,-999,-999,-999,-999,-999,-999,2,Mozambique,2,0,4019,4078,5000,30000,0,0,0,0,1,0,0,0,2,3
4371974,1974,437,Mozambique-Portugese,1964,2500,3625,3063,0,10,-999,1975,11,-999,-999,-999,-999,-999,-999,-999,2,Mozambique,2,0,4019,4078,5000,30000,0,0,0,0,1,0,0,0,2,3
4371975,1975,437,Mozambique-Portugese,1964,2500,3625,3063,0,10,-999,1975,11,-999,-999,-999,-999,-999,-999,-999,2,Mozambique,2,0,4019,4078,5000,30000,0,0,0,0,1,0,0,0,2,3
4391975,1975,439,East Timorese,1975,5333,19750,10666,0,12,7,1977,7,4,-999,-999,-999,-999,-999,-999,3,Fietilin,1,0,576,576,6000,16000,0,0,0,0,0,0,1,0,4,3
4391976,1976,439,East Timorese,1975,5333,19750,10667,0,12,7,1977,7,4,-999,-999,-999,-999,-999,-999,3,Fietilin,1,0,576,576,6000,16000,0,0,0,0,0,0,1,0,4,3
4391977,1977,439,East Timorese,1975,5334,19750,10667,0,12,7,1977,7,4,-999,-999,-999,-999,-999,-999,3,Fietilin,1,0,576,576,6000,16000,0,0,0,0,0,0,1,0,4,3
4401975,1975,440,Namibian,1975,216,216,216,1,10,17,1988,12,13,-999,-999,-999,-999,-999,-999,2,Namibia (SWAPO),2,0,4807,4807,1000,20000,0,0,0,0,1,0,0,0,2,3
4401976,1976,440,Namibian,1975,217,217,217,1,10,17,1988,12,13,-999,-999,-999,-999,-999,-999,2,Namibia (SWAPO),2,0,4807,4807,1000,20000,0,0,0,0,1,0,0,0,2,3
4401977,1977,440,Namibian,1975,217,217,217,1,10,17,1988,12,13,-999,-999,-999,-999,-999,-999,2,Namibia (SWAPO),2,0,4807,4807,1000,20000,0,0,0,0,1,0,0,0,2,3
4401978,1978,440,Namibian,1975,1450,1450,1450,1,10,17,1988,12,13,-999,-999,-999,-999,-999,-999,2,Namibia (SWAPO),2,0,4807,4807,1000,20000,0,0,0,0,1,0,0,0,2,3
4401979,1979,440,Namibian,1975,3000,3000,3000,1,10,17,1988,12,13,-999,-999,-999,-999,-999,-999,2,Namibia (SWAPO),2,0,4807,4807,1000,20000,0,0,0,0,1,0,0,0,2,3
4401980,1980,440,Namibian,1975,5000,5000,5000,1,10,17,1988,12,13,-999,-999,-999,-999,-999,-999,2,Namibia (SWAPO),2,0,4807,4807,1000,20000,0,0,0,0,1,0,0,0,2,3
4401981,1981,440,Namibian,1975,5000,5000,5000,1,10,17,1988,12,13,-999,-999,-999,-999,-999,-999,2,Namibia (SWAPO),2,0,4807,4807,1000,20000,0,0,0,0,1,0,0,0,2,3
4401982,1982,440,Namibian,1975,2500,2500,2500,1,10,17,1988,12,13,-999,-999,-999,-999,-999,-999,2,Namibia (SWAPO),2,0,4807,4807,1000,20000,0,0,0,0,1,0,0,0,2,3
4401983,1983,440,Namibian,1975,2500,2500,2500,1,10,17,1988,12,13,-999,-999,-999,-999,-999,-999,2,Namibia (SWAPO),2,0,4807,4807,1000,20000,0,0,0,0,1,0,0,0,2,3
4401984,1984,440,Namibian,1975,950,950,950,1,10,17,1988,12,13,-999,-999,-999,-999,-999,-999,2,Namibia (SWAPO),2,0,4807,4807,1000,20000,0,0,0,0,1,0,0,0,2,3
4401985,1985,440,Namibian,1975,950,950,950,1,10,17,1988,12,13,-999,-999,-999,-999,-999,-999,2,Namibia (SWAPO),2,0,4807,4807,1000,20000,0,0,0,0,1,0,0,0,2,3
4401986,1986,440,Namibian,1975,1000,1000,1000,1,10,17,1988,12,13,-999,-999,-999,-999,-999,-999,2,Namibia (SWAPO),2,0,4807,4807,1000,20000,0,0,0,0,1,0,0,0,2,3
4401987,1987,440,Namibian,1975,1000,1000,1000,1,10,17,1988,12,13,-999,-999,-999,-999,-999,-999,2,Namibia (SWAPO),2,0,4807,4807,1000,20000,0,0,0,0,1,0,0,0,2,3
4401988,1988,440,Namibian,1975,1000,1000,1000,1,10,17,1988,12,13,-999,-999,-999,-999,-999,-999,2,Namibia (SWAPO),2,0,4807,4807,1000,20000,0,0,0,0,1,0,0,0,2,3
4411975,1975,441,Western Saharan,1975,1444,1444,1444,0,12,11,1983,12,23,-999,-999,-999,-999,-999,-999,3,Polisario,2,1,2935,2935,12000,16000,0,0,0,0,0,1,0,0,1,3
4411976,1976,441,Western Saharan,1975,1444,1444,1444,0,12,11,1983,12,23,-999,-999,-999,-999,-999,-999,3,Polisario,2,1,2935,2935,12000,16000,0,0,0,0,0,1,0,0,1,3
4411977,1977,441,Western Saharan,1975,1444,1444,1444,0,12,11,1983,12,23,-999,-999,-999,-999,-999,-999,3,Polisario,2,1,2935,2935,12000,16000,0,0,0,0,0,1,0,0,1,3
4411978,1978,441,Western Saharan,1975,1444,1444,1444,0,12,11,1983,12,23,-999,-999,-999,-999,-999,-999,3,Polisario,2,1,2935,2935,12000,16000,0,0,0,0,0,1,0,0,1,3
4411979,1979,441,Western Saharan,1975,1444,1444,1444,0,12,11,1983,12,23,-999,-999,-999,-999,-999,-999,3,Polisario,2,1,2935,2935,12000,16000,0,0,0,0,0,1,0,0,1,3
4411980,1980,441,Western Saharan,1975,1445,1445,1445,0,12,11,1983,12,23,-999,-999,-999,-999,-999,-999,3,Polisario,2,1,2935,2935,12000,16000,0,0,0,0,0,1,0,0,1,3
4411981,1981,441,Western Saharan,1975,1445,1445,1445,0,12,11,1983,12,23,-999,-999,-999,-999,-999,-999,3,Polisario,2,1,2935,2935,12000,16000,0,0,0,0,0,1,0,0,1,3
4411982,1982,441,Western Saharan,1975,1445,1445,1445,0,12,11,1983,12,23,-999,-999,-999,-999,-999,-999,3,Polisario,2,1,2935,2935,12000,16000,0,0,0,0,0,1,0,0,1,3
4411983,1983,441,Western Saharan,1975,1445,1445,1445,0,12,11,1983,12,23,-999,-999,-999,-999,-999,-999,3,Polisario,2,1,2935,2935,12000,16000,0,0,0,0,0,1,0,0,1,3
