"","iso","year","gdp.pct.share"
"1","ALB",1,0.149877699008363
"2","AUS",1,0.165016795269015
"3","AUT",1,0.229950391248952
"4","BEL",1,0.242924396789158
"5","BGR",1,0.374694247520909
"6","CAN",1,0.0335381170894338
"7","CHE",1,0.242924396789158
"8","CHN",1,21.1211385642934
"9","CSK",1,0.749388495041817
"10","DEU",1,1.60327091839083
"11","DNK",1,0.0815924622907101
"12","DZA",1,2.29799706115691
"13","EGY",1,4.25117694381027
"14","ESP",1,2.81387426280775
"15","ETH",1,0.232833692347932
"16","FIN",1,0.00802389708929047
"17","FRA",1,4.04873994648597
"18","GBR",1,0.330673967729888
"19","GRC",1,2.15932797145918
"20","HUN",1,0.224816548512545
"21","IDN",1,0.976665598592132
"22","IND",1,26.160685676575
"23","IRN",1,3.77882395005357
"24","IRQ",1,0.944705987513392
"25","ITA",1,9.5380601253597
"26","JPN",1,1.15171317101842
"27","LBY",1,0.996966003983479
"28","MAR",1,0.465667384695865
"29","MEX",1,0.966370655984887
"30","MOZ",1,0.0232833692347932
"31","NLD",1,0.0959635049848396
"32","NOR",1,0.0855806970733497
"33","POL",1,0.337224822768818
"34","PRT",1,0.323899195718877
"35","ROU",1,0.599510796033454
"36","RUS",1,2.92261513066309
"37","SDN",1,0.93133476939173
"38","SWE",1,0.0840611662585949
"39","TUN",1,0.755764790010714
"40","TUR",1,6.07079635404525
"41","USA",1,0.257876593876275
"42","YUG",1,1.12408274256273
"43","ZAF",1,0.0465667384695865
"44","ALB",1600,0.048782578785795
"45","AUS",1600,0.0610544235583031
"46","AUT",1600,0.676550999077908
"47","BEL",1600,0.803640966158405
"48","BGR",1600,0.304891117411219
"49","BRA",1600,0.117063544655366
"50","CAN",1600,0.0314737161857451
"51","CHE",1600,0.415311855808835
"52","CHN",1600,23.9658388269275
"53","CSK",1600,1.09760802268039
"54","DEU",1600,5.02776530803359
"55","DNK",1600,0.191191455986073
"56","DZA",1600,0.301461344245645
"57","EGY",1600,1.23437940605667
"58","ESP",1600,2.47340775610479
"59","ETH",1600,0.301461344245645
"60","FIN",1600,0.0931724135103098
"61","FRA",1600,5.92028227574763
"62","GBR",1600,1.86855060475563
"63","GRC",1600,0.262291379609628
"64","HUN",1600,0.304891117411219
"65","IDN",1600,1.75250196421908
"66","IND",1600,27.4402005670097
"67","IRL",1600,0.231635500285464
"68","IRN",1600,0.991142198480048
"69","IRQ",1600,0.247785549620012
"70","ITA",1600,7.01139751444271
"71","JPN",1600,3.21855201384715
"72","LBY",1600,0.0669914098323657
"73","MAR",1600,0.301461344245645
"74","MDG",1600,0.107186255731785
"75","MEX",1600,0.457577506383345
"76","MOZ",1600,0.167478524580914
"77","NLD",1600,0.694021119475867
"78","NOR",1600,0.15625155187099
"79","NZL",1600,0.0122534842215838
"80","PER",1600,0.244201890248796
"81","POL",1600,1.21956446964487
"82","PRT",1600,0.342267974774742
"83","ROU",1600,0.48782578785795
"84","RUS",1600,5.95233081604425
"85","SDN",1600,0.562727842591871
"86","SWE",1600,0.19518426112288
"87","TUN",1600,0.133982819664731
"88","TUR",1600,1.56600467359848
"89","USA",1600,0.173854071178452
"90","YUG",1600,0.670760458304681
"91","ZAF",1600,0.0937879737653119
"92","ALB",1800,0.0431974779941167
"93","AUS",1800,0.0322345833210247
"94","AUT",1800,0.664924146534138
"95","BEL",1800,0.705017602669209
"96","BGR",1800,0.21181540014419
"97","BRA",1800,0.44991991164941
"98","CAN",1800,0.100448271785609
"99","CHE",1800,0.576344173249912
"100","CHN",1800,29.0086093209586
"101","CSK",1800,1.10048182683654
"102","DEU",1800,4.68394332562755
"103","DNK",1800,0.241203478060442
"104","DZA",1800,0.362501733197068
"105","EGY",1800,0.663902484118756
"106","ESP",1800,1.88076427671108
"107","ETH",1800,0.216340186424656
"108","FIN",1800,0.129597150379118
"109","FRA",1800,5.52964349848469
"110","GBR",1800,6.33460125753749
"111","GRC",1800,0.261920181242023
"112","HUN",1800,0.386430557669704
"113","IDN",1800,1.5978820978382
"114","IND",1800,15.223958036243
"115","IRL",1800,1.08082189290579
"116","IRN",1800,0.983426544404336
"117","IRQ",1800,0.41809249706632
"118","ITA",1800,5.34286968626058
"119","JPN",1800,3.09324882000671
"120","LBY",1800,0.0377736833439876
"121","MAR",1800,0.179928250285859
"122","MDG",1800,0.111485651624967
"123","MEX",1800,0.980529202518863
"124","MOZ",1800,0.141858534940743
"125","NLD",1800,0.788857006735972
"126","NOR",1800,0.229553134342252
"127","NZL",1800,0.00656663471877736
"128","PER",1800,0.148755154048962
"129","POL",1800,1.07903173855903
"130","PRT",1800,0.539597985116093
"131","ROU",1800,0.598767456542193
"132","RUS",1800,9.352859620863
"133","SDN",1800,0.35736983176224
"134","SWE",1800,0.344278014223715
"135","TUN",1800,0.0623682382189484
"136","TUR",1800,1.18198596359818
"137","USA",1800,1.69776639770219
"138","YUG",1800,0.50107336144081
"139","ZAF",1800,0.335453720092974
"140","AFG",1850,0.190287906843934
"141","ALB",1850,0.0435841236702943
"142","ARG",1850,0.175337261580761
"143","AUS",1850,0.157464507505616
"144","AUT",1850,0.819537441583715
"145","BEL",1850,0.977272156152218
"146","BGR",1850,0.217920618351472
"147","BOL",1850,0.07772042765379
"148","BRA",1850,0.589131313408504
"149","CAN",1850,0.405293552286543
"150","CHE",1850,0.749084126440984
"151","CHL",1850,0.120453174266032
"152","CHN",1850,20.4365303215945
"153","COL",1850,0.1168069018232
"154","CRI",1850,0.00571307364849548
"155","CSK",1850,1.35703628986905
"156","CUB",1850,0.111294271631983
"157","DEU",1850,7.05783342928026
"158","DMA",1850,0.000169695256886004
"159","DNK",1850,0.345143110461104
"160","DOM",1850,0.00825850250178555
"161","DZA",1850,0.528640886227877
"162","ECU",1850,0.0461571098729932
"163","EGY",1850,0.787775638367833
"164","ESP",1850,2.1785678682792
"165","ETH",1850,0.373027419453062
"166","FIN",1850,0.182168873537893
"167","FRA",1850,6.92497698212267
"168","GBR",1850,8.37343753439048
"169","GRC",1850,0.428252812907836
"170","GTM",1850,0.0480803227843679
"171","HKG",1850,0.00143849363914136
"172","HND",1850,0.0197977799700339
"173","HTI",1850,0.0530580503196907
"174","HUN",1850,0.449875324524778
"175","IDN",1850,1.32802267958264
"176","IND",1850,12.0547576769412
"177","IRL",1850,0.76962992149486
"178","IRN",1850,0.898318189019548
"179","IRQ",1850,0.407541028177251
"180","ITA",1850,5.35339802478495
"181","JAM",1850,0.0306134594582785
"182","JOR",1850,0.0235295904254315
"183","JPN",1850,2.48770345821261
"184","KHM",1850,0.111111232816436
"185","KOR",1850,0.473462820193251
"186","LAO",1850,0.0317956697479177
"187","LBN",1850,0.0821117696029762
"188","LBY",1850,0.0320171761687388
"189","LKA",1850,0.131675034580695
"190","MAR",1850,0.202031091293166
"191","MDG",1850,0.11891651175343
"192","MEX",1850,0.697332200050005
"193","MMR",1850,0.195039896175994
"194","MNG",1850,0.0321627336420434
"195","MOZ",1850,0.153866884383471
"196","MYS",1850,0.0262897113360318
"197","NIC",1850,0.0169695256886004
"198","NLD",1850,0.958420536018335
"199","NOR",1850,0.309705156834084
"200","NPL",1850,0.215873252329076
"201","NZL",1850,0.0123029061242353
"202","OMN",1850,0.0149345401680235
"203","PAN",1850,0.0076362865598702
"204","PER",1850,0.144966089239259
"205","PHL",1850,0.179166862916503
"206","POL",1850,1.13318721542765
"207","PRI",1850,0.0279997173861907
"208","PRK",1850,0.220466511328541
"209","PRT",1850,0.441943884248871
"210","PRY",1850,0.0197977799700339
"211","PSE",1850,0.0185413737019636
"212","ROU",1850,0.697345978724709
"213","RUS",1850,6.42865824136841
"214","SAU",1850,0.398915746057155
"215","SDN",1850,0.293370018064107
"216","SGP",1850,0.0027777808204109
"217","SLV",1850,0.0207028213400925
"218","SWE",1850,0.456430637794416
"219","SYR",1850,0.0637963661754371
"220","THA",1850,0.259424887334804
"221","TTO",1850,0.00452520685029345
"222","TUN",1850,0.0705344745956382
"223","TUR",1850,1.08996919549541
"224","TWN",1850,0.109127103659
"225","URY",1850,0.0232134409099188
"226","USA",1850,4.83076709169908
"227","VEN",1850,0.204129180243116
"228","VNM",1850,0.443313977646006
"229","YEM",1850,0.117842721671232
"230","YUG",1850,0.523009484043532
"231","ZAF",1850,0.241779945516061
"232","AFG",1900,0.119798117943883
"233","ALB",1900,0.0286167114507541
"234","ARG",1900,0.69445162137664
"235","AUS",1900,0.799187056799529
"236","AUT",1900,0.874411655020766
"237","BEL",1900,1.20487250534239
"238","BGR",1900,0.245818231171232
"239","BOL",1900,0.0766665371246918
"240","BRA",1900,0.596939444698504
"241","CAN",1900,0.787201787428778
"242","CHE",1900,1.33058040438084
"243","CHL",1900,0.255989696597823
"244","CHN",1900,9.09359872472774
"245","COL",1900,0.126848495298592
"246","CRI",1900,0.00942321238211148
"247","CSK",1900,1.15323366710734
"248","CUB",1900,0.0526050038031678
"249","DEU",1900,9.60643937312735
"250","DMA",1900,0.000349007866004129
"251","DNK",1900,0.406652024260407
"252","DOM",1900,0.0163399137265569
"253","DZA",1900,0.508664824276947
"254","ECU",1900,0.0520889772312047
"255","EGY",1900,0.76310846991125
"256","ESP",1900,1.72204037667897
"257","ETH",1900,0.265603284230942
"258","FIN",1900,0.209376770848665
"259","FRA",1900,5.62693192131558
"260","GBR",1900,8.97758883818751
"261","GHA",1900,0.0608363528648689
"262","GRC",1900,0.346122816341713
"263","GTM",1900,0.0412463841641243
"264","HKG",1900,0.00602450915513213
"265","HND",1900,0.0158639939092786
"266","HTI",1900,0.0494956609969492
"267","HUN",1900,0.854808182303431
"268","IDN",1900,1.6740453938427
"269","IND",1900,6.64285336094227
"270","IRL",1900,0.294975278527452
"271","IRN",1900,0.547463532532728
"272","IRQ",1900,0.208474790940633
"273","ITA",1900,3.72983537472746
"274","JAM",1900,0.0238566343863412
"275","JOR",1900,0.0162343690615454
"276","JPN",1900,2.39806073240069
"277","KHM",1900,0.0647760299856769
"278","KOR",1900,0.224975632449764
"279","LAO",1900,0.0271882740941351
"280","LBN",1900,0.0440698187541448
"281","LBY",1900,0.0361717410811274
"282","LKA",1900,0.214774395900989
"283","MAR",1900,0.202468647384325
"284","MDG",1900,0.117696265487915
"285","MEX",1900,0.864641368334234
"286","MMR",1900,0.23129568356345
"287","MNG",1900,0.0160903827667654
"288","MOZ",1900,0.0763256533723382
"289","MYS",1900,0.0507422808839808
"290","NIC",1900,0.0151659781772703
"291","NLD",1900,0.902345731343025
"292","NOR",1900,0.401197329844953
"293","NPL",1900,0.120103705156842
"294","NZL",1900,0.16733938421815
"295","OMN",1900,0.0162759593716742
"296","PAN",1900,0.00834446079628054
"297","PER",1900,0.122583585778139
"298","PHL",1900,0.166503792649765
"299","POL",1900,2.38915703286067
"300","PRI",1900,0.0304271403179963
"301","PRK",1900,0.1086753778293
"302","PRT",1900,0.356689730401063
"303","PRY",1900,0.0139603146401652
"304","PSE",1900,0.0244596978007495
"305","ROU",1900,0.386067796373912
"306","RUS",1900,12.4354410419593
"307","SAU",1900,0.169054537826217
"308","SDN",1900,0.234163433708962
"309","SGP",1900,0.0175104508948768
"310","SLV",1900,0.0243036386690148
"311","SWE",1900,0.527531937207879
"312","SYR",1900,0.0723210032641315
"313","THA",1900,0.166412856662518
"314","TTO",1900,0.00850310073537332
"315","TUN",1900,0.066110459322214
"316","TUR",1900,0.706579932063341
"317","TWN",1900,0.0635187870922233
"318","URY",1900,0.089211015942793
"319","USA",1900,13.9918531389484
"320","VEN",1900,0.155123962426067
"321","VNM",1900,0.37909415511549
"322","YEM",1900,0.121851524918443
"323","YUG",1900,0.525409326033901
"324","ZAF",1900,0.329868484176578
"325","AFG",1950,0.212715856177132
"326","AGO",1950,0.231106837560388
"327","ALB",1950,0.023884738610519
"328","ARE",1950,0.106730066711947
"329","ARG",1950,1.63907841372991
"330","ARM",1950,0.0129072766588923
"331","AUS",1950,1.214696073994
"332","AUT",1950,0.486259687536838
