"","iso","year","gdp.pct.share"
"333","AZE",1950,0.0274815447681949
"334","BDI",1950,0.0138200492709111
"335","BEL",1950,0.844602891148802
"336","BEN",1950,0.0242971355463283
"337","BFA",1950,0.0237309313024844
"338","BGD",1950,0.55733188848399
"339","BGR",1950,0.226991467942209
"340","BHR",1950,0.0216813574557302
"341","BIH",1950,0.0465610379925454
"342","BLR",1950,0.13506549037507
"343","BOL",1950,0.0959151363909834
"344","BRA",1950,1.68993612695963
"345","BRB",1950,0.00624386091737042
"346","BWA",1950,0.00365499673470126
"347","CAF",1950,0.0178316528757306
"348","CAN",1950,1.8854670389259
"349","CHE",1950,1.08311091041982
"350","CHL",1950,0.340814211569822
"351","CHN",1950,3.80067672971421
"352","CIV",1950,0.0777669651844166
"353","CMR",1950,0.0797358209351092
"354","COD",1950,0.232597534820899
"355","COG",1950,0.0247492282104739
"356","COL",1950,0.431820214990939
"357","COM",1950,0.00116110550954721
"358","CPV",1950,0.00234340098732678
"359","CRI",1950,0.0287022375159074
"360","CSK",1950,0.88719633127385
"361","CUB",1950,0.242453663371221
"362","CYP",1950,0.0188873977605345
"363","CZE",1950,0.156107161564037
"364","DEU",1950,5.84917320835883
"365","DJI",1950,0.00274892373158797
"366","DMA",1950,0.000833610295064354
"367","DNK",1950,0.581368110271116
"368","DOM",1950,0.0612851743890114
"369","DZA",1950,0.482776320618542
"370","ECU",1950,0.126273224802427
"371","EGY",1950,0.744555274495904
"372","ESP",1950,1.25483646432082
"373","EST",1950,0.0191701343500487
"374","ETH",1950,0.122426514503441
"375","FIN",1950,0.301220243091166
"376","FRA",1950,3.95780004954887
"377","GAB",1950,0.03512847182619
"378","GBR",1950,5.93229028044521
"379","GEO",1950,0.0334922396551034
"380","GHA",1950,0.101839663832407
"381","GIN",1950,0.0193568068405323
"382","GMB",1950,0.00339758553976339
"383","GNB",1950,0.00310736371945237
"384","GNQ",1950,0.0020536592692826
"385","GRC",1950,0.304135445878311
"386","GTM",1950,0.103084045262423
"387","HKG",1950,0.0732931540336021
"388","HND",1950,0.0371774937440314
"389","HRV",1950,0.0671129612236651
"390","HTI",1950,0.0839747420518671
"391","HUN",1950,0.614809055363572
"392","IDN",1950,1.27099349866695
"393","IND",1950,3.2277711856954
"394","IRL",1950,0.225764042851345
"395","IRN",1950,0.854552748755311
"396","IRQ",1950,0.537554642994679
"397","ISL",1950,0.0122345660917137
"398","ISR",1950,0.0588224788997875
"399","ITA",1950,3.32289499352504
"400","JAM",1950,0.039019984395806
"401","JOR",1950,0.0209471019538134
"402","JPN",1950,2.76432535775145
"403","KAZ",1950,0.0637552787291261
"404","KEN",1950,0.0999160031632897
"405","KGZ",1950,0.0165651321843643
"406","KHM",1950,0.0230264903400331
"407","KOR",1950,0.267947126475219
"408","KWT",1950,0.301906320442723
"409","LAO",1950,0.0167100903347076
"410","LBN",1950,0.116192910316317
"411","LBR",1950,0.00903596111872945
"412","LBY",1950,0.0312059490147015
"413","LCA",1950,0.00164383742745007
"414","LKA",1950,0.14959615646941
"415","LSO",1950,0.00308153639977885
"416","LTU",1950,0.0446545191566372
"417","LUX",1950,0.0398328630020745
"418","LVA",1950,0.0338625730854875
"419","MAR",1950,0.242629937283061
"420","MDA",1950,0.0408589724833155
"421","MDG",1950,0.096839027735046
"422","MEX",1950,1.2988819301063
"423","MKD",1950,0.0214264731558483
"424","MLI",1950,0.0244264685501686
"425","MLT",1950,0.00540272174584864
"426","MMR",1950,0.0990910128861984
"427","MNE",1950,0.00692643540384972
"428","MNG",1950,0.0156654860047777
"429","MOZ",1950,0.0235277389294551
"430","MRT",1950,0.0114927971780148
"431","MUS",1950,0.0142651258951117
"432","MWI",1950,0.0145388169214619
"433","MYS",1950,0.203310914643498
"434","NAM",1950,0.0209148259877828
"435","NER",1950,0.0340851332204181
"436","NGA",1950,0.680369474970395
"437","NIC",1950,0.0445803106221634
"438","NLD",1950,1.19076339062529
"439","NOR",1950,0.582837605107208
"440","NPL",1950,0.0762187444879758
"441","NZL",1950,0.289883479149877
"442","OMN",1950,0.0185308236246617
"443","PAK",1950,0.541485349367534
"444","PAN",1950,0.0266105737876375
"445","PER",1950,0.323902489194452
"446","PHL",1950,0.462291072878017
"447","POL",1950,1.2893172563662
"448","PRI",1950,0.114763602222242
"449","PRK",1950,0.064485416074269
"450","PRT",1950,0.332571532155741
"451","PRY",1950,0.0411972263531419
"452","PSE",1950,0.00968760174324238
"453","QAT",1950,0.0976136649985806
"454","ROU",1950,0.285295676444931
"455","RUS",1950,8.73561676216757
"456","RWA",1950,0.0159677649388358
"457","SAU",1950,0.450789622947784
"458","SDN",1950,0.169019173777107
"459","SEN",1950,0.0514889167736487
"460","SGP",1950,0.0502262041661717
"461","SLE",1950,0.0208137208149502
"462","SLV",1950,0.0696220302273007
"463","STP",1950,0.000917868242896587
"464","SVK",1950,0.0605713277866959
"465","SVN",1950,0.0256767857900288
"466","SWE",1950,0.871324401294327
"467","SWZ",1950,0.002783687500274
"468","SYC",1950,0.00157749602330347
"469","SYR",1950,0.0680335464089355
"470","TCD",1950,0.0283715998138597
"471","TGO",1950,0.0136961392404031
"472","THA",1950,0.249302704107371
"473","TJK",1950,0.0145742681093027
"474","TKM",1950,0.0114689011788238
"475","TTO",1950,0.0298528462440748
"476","TUN",1950,0.0714934579520682
"477","TUR",1950,0.595306362902408
"478","TWN",1950,0.110236717948111
"479","TZA",1950,0.101560778972443
"480","UGA",1950,0.0642295215660378
"481","UKR",1950,0.643231469637812
"482","URY",1950,0.165039911606809
"483","USA",1950,25.322801052998
"484","UZB",1950,0.0599450125567594
"485","VEN",1950,0.521739288702738
"486","VNM",1950,0.268561657376787
"487","YEM",1950,0.0752668108069632
"488","ZAF",1950,0.892334876747365
"489","ZMB",1950,0.0552958331415626
"490","ZWE",1950,0.0359243286248157
"491","AFG",1960,0.187269906842798
"492","AGO",1960,0.204148295189077
"493","ALB",1960,0.0291308810326091
"494","ARE",1960,0.137995606770645
"495","ARG",1960,1.39781985660463
"496","ARM",1960,0.0164292432355566
"497","AUS",1960,1.14904100566618
"498","AUT",1960,0.553011454355505
"499","AZE",1960,0.0341243029643825
"500","BDI",1960,0.0129002131760404
"501","BEL",1960,0.722069459729894
"502","BEN",1960,0.0171367864956092
"503","BFA",1960,0.0215559583436799
"504","BGD",1960,0.427962242591742
"505","BGR",1960,0.276397569246409
"506","BHR",1960,0.0254545978323673
"507","BIH",1960,0.0500552434394075
"508","BLR",1960,0.126188650744778
"509","BOL",1960,0.0644258545614427
"510","BRA",1960,2.19235425546153
"511","BRB",1960,0.00685106234993614
"512","BWA",1960,0.00310234886037697
"513","CAF",1960,0.0158392662651304
"514","CAN",1960,1.87767687456803
"515","CHE",1960,1.08203623330646
"516","CHL",1960,0.311413916501316
"517","CHN",1960,3.90457290834635
"518","CIV",1960,0.0746878390931167
"519","CMR",1960,0.0722054073071625
"520","COD",1960,0.237811496442764
"521","COG",1960,0.0225765187253154
"522","COL",1960,0.438643909337206
"523","COM",1960,0.00116137330117383
"524","CPV",1960,0.00227064304474338
"525","CRI",1960,0.0363687275878154
"526","CSK",1960,0.908048998083195
"527","CUB",1960,0.212731104595423
"528","CYP",1960,0.0168891140676048
"529","CZE",1960,0.149238781365641
"530","DEU",1960,7.83335581388872
"531","DJI",1960,0.00290330827105334
"532","DMA",1960,0.00079155191456408
"533","DNK",1960,0.503614303011804
"534","DOM",1960,0.0679309019866352
"535","DZA",1960,0.576876367091731
"536","ECU",1960,0.129363912645987
"537","EGY",1960,0.492682887750419
"538","ESP",1960,1.2680131192665
"539","EST",1960,0.018708919692939
"540","ETH",1960,0.105086300252208
"541","FIN",1960,0.310270367005096
"542","FRA",1960,3.936424332479
"543","GAB",1960,0.0322590872555285
"544","GBR",1960,4.91352701422245
"545","GEO",1960,0.0364537569276904
"546","GHA",1960,0.104596433768661
"547","GIN",1960,0.0186366176746377
"548","GMB",1960,0.00333618301675219
"549","GNB",1960,0.00368861109155507
"550","GNQ",1960,0.00209064136199637
"551","GRC",1960,0.349914578076004
"552","GTM",1960,0.0953111826389317
"553","HKG",1960,0.0905778341151576
"554","HND",1960,0.0343447987766535
"555","HRV",1960,0.194708772867114
"556","HTI",1960,0.0644827629780371
"557","HUN",1960,0.615521433885562
"558","IDN",1960,1.18334744889217
"559","IND",1960,3.01947892967239
"560","IRL",1960,0.170288646411525
"561","IRN",1960,0.898152043966016
"562","IRQ",1960,0.906294488547375
"563","ISL",1960,0.0123560976125939
"564","ISR",1960,0.103139617187095
"565","ITA",1960,3.8068269814526
"566","JAM",1960,0.0585168500848433
"567","JOR",1960,0.0282605280419189
"568","JPN",1960,4.0982886168457
"569","KAZ",1960,0.0877456960820366
"570","KEN",1960,0.094528191983233
"571","KGZ",1960,0.0190839417144962
"572","KHM",1960,0.0262807525520264
"573","KOR",1960,0.290997702649916
"574","KWT",1960,0.38611804791222
"575","LAO",1960,0.0144131257919727
"576","LBN",1960,0.145302282599508
"577","LBR",1960,0.00858528316036757
"578","LBY",1960,0.0590214019394373
"579","LCA",1960,0.00160271209760824
"580","LKA",1960,0.129538623429094
"581","LSO",1960,0.00298817096842003
"582","LTU",1960,0.042716897564803
"583","LUX",1960,0.0318947234110666
"584","LVA",1960,0.0326749505785021
"585","MAR",1960,0.187439347556579
"586","MDA",1960,0.0463319984798713
"587","MDG",1960,0.0865573683551405
"588","MEX",1960,1.50650587805707
"589","MKD",1960,0.0375216160079401
"590","MLI",1960,0.0221284239638559
"591","MLT",1960,0.00548939169718835
"592","MMR",1960,0.105297901520597
"593","MNE",1960,0.0191127222643723
"594","MNG",1960,0.0164382072138172
"595","MOZ",1960,0.0209600725076457
"596","MRT",1960,0.0109357063059736
"597","MUS",1960,0.0139578098551522
"598","MWI",1960,0.0137740448290921
"599","MYS",1960,0.166311834045252
"600","NAM",1960,0.020534273125113
"601","NER",1960,0.0319787042918267
"602","NGA",1960,0.616479649138769
"603","NIC",1960,0.0473440462067064
"604","NLD",1960,1.18918694955592
"605","NOR",1960,0.539682907442118
"606","NPL",1960,0.0661935288554212
"607","NZL",1960,0.256698841658059
"608","OMN",1960,0.0216690113987056
"609","PAK",1960,0.443271356546937
"610","PAN",1960,0.0271653951378059
"611","PER",1960,0.34505222742047
"612","PHL",1960,0.547717020506186
"613","POL",1960,1.28471840581711
"614","PRI",1960,0.123875291670399
"615","PRK",1960,0.0586163912098187
"616","PRT",1960,0.320955241618844
"617","PRY",1960,0.0333007973488463
"618","PSE",1960,0.00978370664589328
"619","QAT",1960,0.123425051275637
"620","ROU",1960,0.399057210761984
"621","RUS",1960,7.45265780268564
"622","RWA",1960,0.0151578025576313
"623","SAU",1960,0.584488571640699
"624","SDN",1960,0.176384228006512
"625","SEN",1960,0.0463409902318832
"626","SGP",1960,0.0499100006065228
"627","SLE",1960,0.0198306806811954
"628","SLV",1960,0.0698473186061733
"629","SRB",1960,0.324163276546691
"630","STP",1960,0.000648718454612346
"631","SVK",1960,0.0617039019435165
"632","SVN",1960,0.0708570888853946
"633","SWE",1960,0.762278102863389
"634","SWZ",1960,0.00291824360586235
"635","SYC",1960,0.0015808958158928
"636","SYR",1960,0.0705031124239518
"637","TCD",1960,0.0251984719513683
"638","TGO",1960,0.0131526488024079
"639","THA",1960,0.287316347450912
"640","TJK",1960,0.018292806406203
"641","TKM",1960,0.0139327718182757
"642","TTO",1960,0.0430074110043237
"643","TUN",1960,0.0646458782199401
"644","TUR",1960,0.740392963074819
"645","TWN",1960,0.150976182270606
"646","TZA",1960,0.0905456235069851
"647","UGA",1960,0.0558185329293486
"648","UKR",1960,0.658813518898177
"649","URY",1960,0.132014695025981
"650","USA",1960,22.6533611826069
"651","UZB",1960,0.0749908368338864
"652","VEN",1960,0.717086376577075
"653","VNM",1960,0.259145931345372
"654","YEM",1960,0.062258640966869
"655","ZAF",1960,0.872658711983035
"656","ZMB",1960,0.0651383484926802
"657","ZWE",1960,0.0430005994917958
"658","AFG",1980,0.0854044881358152
"659","AGO",1980,0.0869832110491089
"660","ALB",1980,0.0300818595568309
"661","ARE",1980,0.642120823364677
"662","ARG",1980,1.10126190510827
"663","ARM",1980,0.0409126461212993
"664","AUS",1980,1.03065019431808
"665","AUT",1980,0.484991150602114
"666","AZE",1980,0.14902011275376
"667","BDI",1980,0.00990802146236379
"668","BEL",1980,0.629366090574011
"669","BEN",1980,0.0128793495980278
"670","BFA",1980,0.0130333228705044
"671","BGD",1980,0.269501179541298
"672","BGR",1980,0.250154812459899
"673","BHR",1980,0.0358314500307014
"674","BIH",1980,0.0562572027691325
"675","BLR",1980,0.193049240496805
"676","BOL",1980,0.0633887231575044
"677","BRA",1980,3.54061165723843
"678","BRB",1980,0.00668743943050926
"679","BWA",1980,0.00906485526910922
"680","CAF",1980,0.00774303455532275
"681","CAN",1980,1.81200124626821
"682","CHE",1980,0.753391243772251
"683","CHL",1980,0.235100996367621
"684","CHN",1980,4.0668524263565
"685","CIV",1980,0.113069386894221
"686","CMR",1980,0.0626490568209648
"687","COD",1980,0.128842770982316
"688","COG",1980,0.0225093067596649
"689","COL",1980,0.484246701382937
"690","COM",1980,0.00131303055110128
"691","CPV",1980,0.00157595982906731
"692","CRI",1980,0.0469923874573224
"693","CSK",1980,0.614843683443699
"694","CUB",1980,0.155350484141958
"695","CYP",1980,0.0188882633364343
"696","CZE",1980,0.446391041701385
"697","DEU",1980,6.01208502658487
"698","DJI",1980,0.00257144575316585
"699","DMA",1980,0.000674984312221924
"700","DNK",1980,0.377487943020711
"701","DOM",1980,0.0845979314620284
"702","DZA",1980,0.580501837434263
"703","ECU",1980,0.162356890137552
"704","EGY",1980,0.63332568452772
"705","ESP",1980,1.67327132507378
"706","EST",1980,0.0427888153208728
"707","ETH",1980,0.0898264139458297
"708","FIN",1980,0.269866396796933
"709","FRA",1980,3.60529201185614
"710","GAB",1980,0.0422603552645872
"711","GBR",1980,3.06514441630218
"712","GEO",1980,0.129559468171324
"713","GHA",1980,0.0539094671949179
"714","GIN",1980,0.0138203709847044
"715","GMB",1980,0.0027216110323713
"716","GNB",1980,0.00275590182326303
"717","GNQ",1980,0.00201587730913847
"718","GRC",1980,0.448202792796967
"719","GTM",1980,0.109476978826331
"720","HKG",1980,0.193857854671907
"721","HND",1980,0.035483673061081
"722","HRV",1980,0.229723646661726
"723","HTI",1980,0.0422605006900728
"724","HUN",1980,0.442632883589749
"725","IDN",1980,1.30400789615364
"726","IND",1980,2.28390994442327
"727","IRL",1980,0.158196191588709
"728","IRN",1980,1.17430202222122
"729","IRQ",1980,1.58988789839636
"730","ISL",1980,0.0138964716027063
"731","ISR",1980,0.164485725346098
"732","ITA",1980,3.69058771095647
"733","JAM",1980,0.0364672583329412
"734","JOR",1980,0.0536957590576986
"735","JPN",1980,6.64683854700538
"736","KAZ",1980,0.536285926813352
"737","KEN",1980,0.106300716557746
"738","KGZ",1980,0.0462285374011403
"739","KHM",1980,0.0150439110008703
"740","KOR",1980,0.582551808940581
"741","KWT",1980,0.316237979014613
"742","LAO",1980,0.0108813569305537
"743","LBN",1980,0.0725944957221607
"744","LBR",1980,0.00660490238823723
"745","LBY",1980,0.345890154736656
"746","LCA",1980,0.00153434659566913
"747","LKA",1980,0.107773340807035
"748","LSO",1980,0.0035793574770896
"749","LTU",1980,0.11757610114847
"750","LUX",1980,0.0225453561217066
"751","LVA",1980,0.0795938593539607
"752","MAR",1980,0.195014746726635
"753","MDA",1980,0.0669472039982167
"754","MDG",1980,0.0498301476705913
"755","MEX",1980,2.1761754618446
"756","MKD",1980,0.0526996106397212
"757","MLI",1980,0.0177265372308424
"758","MLT",1980,0.00881855835779263
"759","MMR",1980,0.0868095218510753
"760","MNE",1980,0.0295153411123507
"761","MNG",1980,0.0196153530615341
"762","MOZ",1980,0.0120924334439907
"763","MRT",1980,0.0108013971510543
