Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,18/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Jamaica,JAM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7285.747238,7577.463513,7657.727888,8300.016978,8333.58154,8447.428582,8356.956898,8182.335855,7916.217445,7927.765154,7931.258686,7977.435634,8081.118325,8324.693746,8384.61017,8410.557452,8605.460069,8680.920903,8565.228626,8153.001926,7996.019488,8099.155573,8016.04319,8025.471361,8051.244028,8095.261867,8179.62034,8193.57065
Jordan,JOR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6283.255604,6069.134513,6812.149004,6751.223008,6754.880414,6895.206587,6825.007646,6881.670401,6950.139348,7062.437155,7234.964751,7483.647731,7775.790134,7935.330953,8399.124065,8799.589956,9158.945771,9493.477498,9714.782337,9749.143628,9472.768326,9214.206624,8964.263431,8756.710839,8622.185468,8491.050311,8389.604574,8337.489701
Japan,JPN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30582.42797,31529.57554,31718.1343,31476.07477,31680.53793,32425.22995,33345.87683,33624.48056,33154.84458,33010.98092,33871.85822,33927.64363,33888.78348,34333.13367,35078.26199,35658.14867,36141.58524,36697.2409,36278.36947,34317.67082,35749.75668,35774.69671,36367.59706,37148.60275,37337.31741,37882.98062,38282.50467,39002.22332
Kazakhstan,KAZ,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13050.4865,11542.5625,10938.39019,9998.154353,8866.092277,8282.94719,8451.398817,8731.950125,8715.184514,9036.156102,9951.563906,11314.25077,12422.53484,13532.2312,14728.61641,16014.30786,17541.32577,18885.24324,19272.21401,18995.89485,20096.55976,21276.93402,21986.31892,22972.43103,23587.33752,23524.06044,23447.0157,24055.58832
Kenya,KEN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2380.495384,2337.129697,2245.600112,2184.390995,2174.820128,2204.389887,2230.448074,2178.626923,2188.650227,2178.330492,2132.161897,2153.126304,2106.725655,2110.253217,2158.267935,2224.031001,2303.831264,2394.837644,2335.252407,2347.197992,2476.010742,2556.962872,2602.597687,2683.045833,2753.236135,2835.99661,2926.532502,2993.028448
Kyrgyz Republic,KGZ,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3474.667969,3149.934886,2681.332781,2266.164404,1811.643448,1696.363515,1789.853966,1938.83581,1949.832931,1991.301566,2074.505287,2164.268295,2144.12125,2270.924677,2401.265004,2370.166045,2417.579471,2599.206018,2790.9349,2837.031419,2790.170664,2920.60321,2869.838962,3120.542044,3181.642163,3237.602937,3309.859929,3393.473613
Cambodia,KHM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638.016998,1031.913755,1098.10834,1128.268484,1140.687053,1163.01077,1279.241026,1384.956024,1458.07818,1525.438013,1627.065866,1766.417798,1969.291178,2148.332688,2332.726846,2452.278159,2417.876281,2522.926825,2658.709247,2807.007055,2964.19717,3124.319293,3290.952454,3465.125565,3645.069521
Kiribati,KIR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1961.120713,1926.847667,1915.959331,1908.372447,1917.171206,1891.051506,1894.417653,1895.318193,1985.772102,1921.851538,2007.130484,1944.169156,1983.497268,1987.968401,1920.004399,1976.16037,1904.991365,1905.481251,1829.829439,1796.298077,1731.538627,1706.480953,1762.060349,1830.937792,1815.128315,1967.302051,1955.155799,1981.131869
St. Kitts and Nevis,KNA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14326.22524,13957.26331,14431.79867,15263.81613,15874.88119,16585.38256,17366.46402,18363.84813,18047.43553,18447.923,20173.27281,20990.5274,21231.99414,20176.73884,20614.65979,22127.64713,22254.38183,21959.39905,23086.47143,22145.49681,21412.20145,21689.30389,21319.23496,22399.09224,23483.01238,24169.85992,24463.61725,24654.3854
"Korea, Rep.",KOR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11632.59856,12710.59974,13356.02923,14126.25352,15272.29744,16566.4157,17655.53145,18526.58138,17386.98682,19216.14147,20756.7799,21530.26336,22997.18714,23549.36645,24605.53486,25516.82419,26697.03261,28013.70442,28588.37212,28642.8379,30352.10482,31228.5107,31776.89703,32548.71552,33425.68959,34177.65447,35020.41151,35938.37422
Kuwait,KWT,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81017.12409,80453.95959,78426.99588,75940.39605,69981.56426,69920.17568,68472.83109,69392.77169,80462.60032,87555.15518,93469.54314,96244.33671,96870.42782,93698.4616,81922.53712,75204.14512,77459.53831,77618.00034,74084.52144,70832.36836,68476.32504,68861.7921,65530.53658
Latin America & Caribbean (excluding high income),LAC,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9567.729329,9690.495788,9718.84889,9918.555168,10198.2578,10137.65498,10307.30265,10634.99,10688.70408,10572.74472,10848.87637,10803.81443,10786.39517,10755.34428,11221.05496,11490.95747,11912.45953,12364.44325,12681.6938,12311.63528,12843.6307,13233.72355,13494.38599,13722.51296,13787.20157,13659.78363,13528.49989,13620.02007
Lao PDR,LAO,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1708.034226,1731.964619,1778.6015,1834.494508,1935.156945,2023.606497,2117.863837,2218.939126,2264.76694,2388.26723,2485.025142,2586.566495,2698.441304,2819.896388,2954.19979,3114.998445,3328.34598,3520.745005,3732.007533,3946.861002,4218.782044,4495.15215,4794.108611,5115.592478,5436.482643,5755.059505,6073.223695,6397.359825
Lebanon,LBN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7857.72417,10664.34866,10870.1597,11314.13476,11916.51377,12449.35634,12928.70699,12544.37329,12906.23864,12673.99224,12531.82228,12534.64355,12363.01704,12145.56579,12325.0582,12269.32097,12243.78809,13293.12842,14597.62576,15788.40732,16451.75983,15693.68728,15057.28703,14400.6408,13831.37523,13352.71339,13267.8857,13367.56502
Liberia,LBR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875.1895802,764.160812,505.2555263,342.4516117,266.2440396,247.4365395,262.5270328,503.1279405,605.6555477,687.8668645,838.6989396,832.4127724,843.5061996,579.1379729,583.0548795,597.8870314,624.0454923,656.871762,674.9848368,683.0614422,699.6537215,734.3262738,771.9054262,818.5893908,804.7198867,785.2468867,753.557379,752.7878395
Libya,LBY,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21470.71144,21921.55202,21199.38308,20665.83955,22987.91233,23639.72474,26044.50141,27318.99527,28621.6269,28983.51723,28435.18422,29630.22215,11192.79064,24956.37515,21570.27049,16371.90215,14847.19705,14298.45505,17881.50935
St. Lucia,LCA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9831.000902,9748.750979,10376.18689,10320.18905,10380.27526,10426.74054,10592.5256,10390.98134,10894.39389,11047.23643,10926.55907,10463.23281,10413.40953,10782.20453,11472.73017,11328.99031,11910.74063,11892.86239,12421.86358,12436.01409,12123.83514,12112.40013,12064.76572,12415.73105,12335.53651,12522.04023,12671.25805,12951.83888
Latin America & Caribbean,LCN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9780.744366,9999.351086,10154.61806,10395.59753,10707.58926,10640.85542,10859.91872,11258.82961,11364.26183,11215.00631,11458.6726,11377.76273,11247.90488,11306.68768,11846.21111,12189.01778,12671.56686,13191.73197,13528.64743,13089.63949,13701.07401,14141.60132,14379.34903,14625.59236,14643.29,14568.25215,14412.23721,14531.85244
Least developed countries: UN classification,LDC,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1305.509846,1294.151101,1275.732403,1255.912813,1239.760641,1273.639839,1312.512679,1341.203885,1360.939819,1387.159157,1417.728482,1458.879361,1491.396385,1537.398576,1600.430308,1692.098905,1784.488337,1896.975558,1985.874639,2040.165027,2116.753777,2158.72883,2206.419366,2288.487047,2358.794733,2386.371898,2417.224713,2495.877698
Low income,LIC,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1445.041276,1414.121225,1330.919961,1298.623484,1284.364798,1295.374406,1328.069584,1341.575691,1351.213277,1361.271866,1363.941126,1391.242108,1387.938883,1397.952485,1436.159353,1483.34152,1514.461493,1565.104136,1601.631379,1641.945993,1707.052577,1737.573623,1757.941144,1821.349992,1874.285732,1844.112599,1829.84474,1888.150557
Liechtenstein,LIE,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3612.338545,3733.28328,3853.387638,4076.092913,4263.973735,4461.818646,4599.855712,4866.842881,5069.66185,5259.81413,5541.909734,5418.438694,5590.037015,5874.019364,6143.59281,6476.240103,6921.245944,7339.197073,7723.239233,7945.071817,8529.571442,9193.359509,9980.022952,10238.71154,10650.39018,11079.71068,11445.46436,11669.07668
Lower middle income,LMC,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2732.930278,2710.295778,2729.029177,2734.018428,2767.219274,2852.86242,2968.333424,3028.322513,2997.848765,3089.36406,3170.084856,3250.564148,3321.315029,3474.909816,3698.240405,3894.387318,4127.426822,4387.204939,4528.95214,4695.217813,4970.466106,5165.748786,5350.088739,5563.43018,5798.152566,6053.883716,6295.706973,6551.066409
Low & middle income,LMY,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4166.961328,4120.52046,4076.25243,4113.670742,4136.731031,4230.670573,4374.625174,4504.182645,4521.813217,4632.615887,4828.135707,4946.318444,5108.479272,5330.886999,5683.041552,6008.741664,6412.810643,6882.024888,7176.381006,7298.33178,7746.160637,8109.182524,8427.405262,8757.066573,9064.617566,9334.022683,9646.696455,10014.4355
Lesotho,LSO,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1379.399899,1447.893255,1518.327647,1540.893274,1602.968627,1628.364735,1694.573465,1734.833859,1741.459009,1731.566983,1781.183614,1827.744124,1825.144406,1892.661991,1909.134943,1959.283898,2025.417132,2105.497115,2227.571688,2253.833856,2365.683461,2500.014871,2617.302097,2631.004823,2677.198078,2708.148539,2736.354895,2851.152754
Late-demographic dividend,LTE,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5161.292866,5112.567119,5005.451683,5099.651809,5196.217492,5394.735873,5584.238758,5804.708129,5864.928935,6078.826549,6457.475677,6737.363405,7086.471887,7529.091799,8083.307203,8641.220767,9377.625105,10254.95367,10887.92467,11145.76395,11943.14294,12708.17328,13353.32931,13990.82855,14574.77384,15075.12646,15598.10774,16283.92234
Lithuania,LTU,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9357.362154,9914.359734,10816.09098,11708.25991,11657.83131,12189.96218,13092.7298,14090.55782,15702.53199,16920.00817,18526.73267,20219.11571,22729.21361,23567.70271,20300.50375,21070.63433,22854.33217,24049.35398,25143.91511,26258.2101,27045.71302,28033.87393,29524.2646
Luxembourg,LUX,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57618.0207,61765.60104,62059.65311,63804.28576,65346.19924,65357.50427,65369.09583,68240.70365,71471.05669,76492.38825,81689.8164,82766.98904,85032.71188,85374.33983,87209.8194,88610.28987,91724.18249,97864.1951,94900.34672,89098.73424,91743.29389,92005.01684,89505.15896,90656.38042,93655.33416,94088.59223,94920.95872,94277.96536
Latvia,LVA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8283.847935,8575.313751,9438.485481,10149.29153,10500.21764,11175.15329,12051.86206,13058.75304,14297.19894,15658.90726,17522.26769,19786.22142,21939.07435,21384.31346,18609.33284,18251.95328,19773.38372,20827.9116,21563.72143,22172.25351,23018.81611,23743.25782,25063.84555
"Macao SAR, China",MAC,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40365.34557,40680.11764,44984.80721,46310.13021,47307.06358,47887.11311,46731.77119,45673.19472,42705.36028,40824.84139,42225.49708,42443.30953,45126.65656,49153.46679,60810.59281,64199.25919,71160.18036,79743.38201,80762.39969,80121.22302,98184.3365,116752.2116,124568.5999,135318.7544,130755.1607,100444.5936,97751.73216,104861.8511
St. Martin (French part),MAF,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3912.005724,4118.022928,3960.066109,3863.407859,4203.00594,3915.217615,4337.143266,4212.621511,4460.469675,4453.466601,4483.808406,4754.192333,4843.989892,5071.7173,5252.301097,5361.662834,5700.923327,5834.012241,6106.845445,6287.870644,6443.253613,6688.402606,6791.335135,6995.938186,7078.881489,7296.934401,7285.908321,7485.012951
Monaco,MCO,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2605.431736,2457.22393,2506.950748,2343.887954,2268.499035,2321.027796,2468.123711,2666.805992,2850.831684,3069.379009,3307.620334,3476.03341,3588.621318,3875.904364,3647.9523,3910.860533,4179.214809,4150.504763,4541.868222,4762.780873,4746.784911,4963.398344,5189.97166
Madagascar,MDG,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1653.1589,1504.215132,1477.697724,1464.148966,1419.309762,1399.81077,1385.944942,1392.545225,1402.256119,1422.096303,1444.029429,1484.407782,1257.293553,1339.256331,1368.181585,1389.500912,1417.278583,1462.858323,1523.019873,1421.188472,1385.685072,1367.543082,1370.950275,1364.345909,1372.020961,1377.168213,1396.669615,1416.439507
Maldives,MDV,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7778.901786,8220.522444,8744.039406,9227.210663,9608.66582,9768.22998,9165.84486,9587.739822,10622.11999,10965.00522,9274.060744,11390.7351,11951.81411,12744.78319,11508.40226,12005.50462,12664.99068,12611.58587,13148.73197,13737.41416,13705.00535,14231.53415,15183.6164
Middle East & North Africa,MEA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11859.98878,11937.11956,12272.34667,12306.5947,12294.6472,12290.50916,12604.35176,12753.65798,13106.31674,13117.11099,13554.72694,13488.27923,13480.20422,13910.33127,14741.62932,15172.58945,15716.22885,16182.20295,16545.13483,16338.54991,16802.82884,16964.64604,17228.83023,17301.72045,17444.34786,17505.67476,18043.60383,18086.50419
Mexico,MEX,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13070.44455,13354.21335,13565.09607,13839.92309,14248.74747,13111.47125,13759.33102,14460.48023,14970.26818,15155.63865,15682.81217,15415.20023,15218.79343,15251.14064,15648.34233,15791.53703,16258.54005,16371.75155,16293.0313,15185.53739,15715.97214,16049.36424,16394.63067,16385.05961,16622.59705,16938.60541,17206.63432,17336.46907
Marshall Islands,MHL,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2907.880972,2839.769649,2986.911287,3123.924624,3273.074916,3511.351429,3125.92721,2907.9771,2812.590393,2737.050659,2893.836644,3047.641249,3128.862066,3136.711119,3142.962279,3235.774524,3280.81341,3396.818863,3335.763023,3274.794201,3479.155303,3513.291213,3626.424778,3720.958116,3685.462574,3665.375373,3730.333989,3819.20212
Middle income,MIC,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4422.810043,4377.602787,4338.576873,4385.22376,4415.210076,4520.739978,4679.442372,4824.052643,4846.859505,4971.988192,5191.175663,5324.433685,5509.059018,5759.849378,6152.418656,6516.244184,6969.513616,7494.928793,7828.983066,7971.678224,8475.470232,8888.09503,9253.561792,9628.519035,9980.894712,10300.33069,10668.24565,11092.21302
"Macedonia, FYR",MKD,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9633.199073,9052.024877,8477.488081,7862.591149,7733.416201,7641.236887,7707.732713,7779.01119,7992.050944,8288.010033,8620.649199,8323.414678,8422.676187,8590.987024,8976.737029,9386.02697,9854.447746,10480.62426,11043.82773,10995.10179,11355.36749,11611.85199,11549.66814,11877.77368,12298.49018,12759.8166,13120.87251,13111.21357
Mali,MLI,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1271.794077,1390.400729,1312.911199,1319.270986,1332.849318,1309.962932,1366.486241,1396.034678,1463.149844,1505.535855,1462.919767,1639.203242,1639.92608,1734.886394,1706.956336,1760.693934,1783.110326,1784.878485,1808.887626,1832.808081,1871.984744,1874.70303,1804.942604,1793.723666,1865.160622,1919.228421,1971.08448,2014.30587
Malta,MLT,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16176.49077,16731.51044,17336.59724,17933.39855,18770.45686,19822.29923,20436.44237,21348.60451,22297.45762,23211.86921,24623.95372,24588.37426,25133.72695,25604.10924,25545.49282,26343.58536,26727.77817,27696.50573,28437.73786,27529.19297,28364.79932,28618.50259,29131.73091,30050.13114,31846.18954,34087.08151,35058.43078,36513.32344
Myanmar,MMR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742.9708935,728.0316749,788.3884299,826.1329063,877.4658474,927.0256813,974.2343699,1015.881079,1061.399627,1162.586326,1306.443236,1438.032802,1593.458886,1795.595797,2020.124804,2274.884736,2553.18939,2840.44801,3112.239736,3418.408661,3721.21144,3898.414627,4148.698196,4457.901329,4770.012099,5056.859041,5305.047137,5591.59688
Middle East & North Africa (excluding high income),MNA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8102.149261,7767.454736,7933.134925,7972.833314,7917.665727,7969.354579,8261.648143,8377.088654,8751.053854,8976.737062,9203.339682,9248.545836,9394.358879,9474.388991,10046.16555,10318.97921,10700.15663,11148.41932,11344.81488,11434.20754,11815.42908,11532.35573,11610.33788,11596.46358,11645.16217,11552.92418,12139.78747,12358.05713
Montenegro,MNE,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10530.97135,11080.76677,10066.69154,10396.79008,10468.93031,10625.58365,10846.00277,11305.99814,11761.24599,12752.90205,13602.58797,14559.21315,13686.10006,14034.58456,14472.47354,14066.4356,14551.44671,14796.6354,15289.72119,15737.02492,16409.2877
Mongolia,MNG,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5122.531607,4605.980667,4131.96682,3966.209989,4020.141059,4243.836175,4303.988873,4435.082313,4544.502058,4643.482263,4655.022604,4748.226602,4924.356135,5214.603003,5705.033517,6047.134735,6483.534998,7055.138106,7576.481363,7367.785987,7708.599994,8881.48475,9788.825022,10720.06215,11348.64734,11411.94211,11361.00642,11840.84612
Northern Mariana Islands,MNP,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.5342735,387.0232878,354.2845353,370.4504103,378.2752827,373.4353116,459.4264753,495.421676,540.0946165,567.5070211,561.6127534,615.3098217,650.1524781,672.1550957,703.3921868,742.4240037,791.927644,826.162668,857.5268817,885.7385176,917.763832,954.7991162,994.1248942,1034.589423,1079.823866,1118.222844,1127.347264,1136.102564
Mauritania,MRT,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2806.73383,2781.480615,2759.187038,2843.770064,2681.622684,2861.843656,2939.725671,2735.963972,2726.338139,2847.717627,2751.155549,2724.593151,2663.96032,2743.128115,2819.081969,2985.690698,3449.960156,3448.64871,3388.835433,3259.07635,3316.97478,3371.994582,3462.56176,3565.521999,3655.388509,3601.614223,3572.280392,3597.63253
Mauritius,MUS,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7386.824387,7631.636037,8022.409719,8330.761304,8554.71954,8845.133144,9244.352261,9648.553906,10127.24,10260.37247,11077.14762,11272.81248,11431.4048,11763.99455,12362.15915,12441.73546,13441.20596,14146.39842,14854.64338,15306.38801,15938.41921,16561.77098,17093.32093,17628.82937,18255.86972,18864.10566,19567.48966,20292.74463
Malawi,MWI,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744.1970806,792.0793747,727.3152219,795.6677987,711.1924352,820.773968,863.3410719,872.5993321,879.2442764,878.1341971,865.957498,800.384183,792.4548773,815.7392038,836.9343843,840.1866863,854.1581644,908.3108489,948.2265195,996.2452685,1032.962881,1051.185996,1039.759359,1062.164941,1090.367208,1088.701805,1083.801421,1095.042089
Malaysia,MYS,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10551.65896,11252.49031,11940.85575,12797.79063,13632.72652,14601.07477,15658.40148,16382.663,14800.79401,15332.83235,16310.09276,16039.43401,16554.90929,17165.68007,17976.66309,18577.0912,19251.33545,20093.26869,20687.13112,20009.19928,21107.26794,21818.87569,22590.79152,23224.18844,24194.63391,25001.61267,25668.88436,26808.16406
North America,NAC,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36485.72225,35910.26008,36600.74711,37118.81449,38170.45974,38757.04756,39697.16222,40981.44392,42302.94407,43809.16368,45146.13393,45166.48571,45594.66707,46429.4025,47712.98734,48847.88777,49676.05585,50091.65362,49521.43568,47706.75714,48516.5057,48978.07671,49651.32774,50137.01637,51034.86936,52016.22316,52375.11954,53191.89329
Namibia,NAM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5719.281973,5970.843391,6197.241085,5918.474163,5845.726499,5895.184261,5901.04968,5966.503403,5987.35259,6030.942022,6106.108164,6068.318413,6266.381787,6451.871611,7161.676346,7259.825028,7684.321193,8097.550854,8207.70498,8113.874117,8460.847368,8721.255524,8967.163152,9255.656532,9617.396957,9975.12547,9825.59927,9541.808292
New Caledonia,NCL,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894.5407505,888.1118166,803.3925094,788.0311508,791.8846097,784.6071308,783.1216322,776.2244669,826.5561882,792.4816358,753.4295254,778.2335404,773.0710288,785.0456052,757.6862419,763.2097772,778.1290805,773.2699356,816.2362896,780.4196964,814.2409362,801.6042311,862.8663997,874.0787559,904.45673,908.1762709,917.1401159,926.000142
Nigeria,NGA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3041.509363,2946.741877,2885.838707,2873.33723,2828.087519,2750.071529,2816.43946,2824.21026,2829.544477,2772.886325,2848.15052,2900.036061,2934.86068,3157.613278,4116.156737,4149.277997,4374.284423,4551.605434,4710.55466,4904.920946,5150.158818,5259.295504,5339.451668,5479.058339,5671.900601,5670.639443,5434.734795,5338.454127
