country,year,experts,party_id,party,vote,seat,electionyear,family,govt,position,eu_salience,eu_dissent,eu_asylum,eu_budgets,lrgen,lrecon,lrecon_clear,lrecon_salience,galtan,galtan_clear,galtan_salience,immigrate_policy,immigra_salience,immigrate_dissent,multiculturalism,multicult_salience,multicult_dissent,ethnic_minorities,galtan_new,galtan_new_clear,galtan_new_salience,people_vs_elite,antielite_salience,corrupt_salience,members_vs_leadership,party_name,eu_position,eu_budget,immigrate_salience,multiculture,multiculture_salience,multiculture_dissent
fr,2017,20,621,NC,,0,2017,3. liberal,0,5.7222223,6.9411764,.80000001,5.7692308,6.0769229,6.2352943,7.3125,7.5333333,7.5999999,5.4666667,7.3846154,4.8571429,6.3076925,4.6923075,2.3846154,6.0769229,5.4000001,2.25,6.1538463,5.3333335,7.4166665,6.0714288,2.7692308,2.8571429,4.1538463,8.25,,,,,,,
fr,2017,20,626,LREM,28.200001,53.400002,2017,3. liberal,.5,7,8.75,.55000001,6.25,6.3000002,5.4736843,6.8499999,7.25,8.1999998,2.45,7.0500002,6.6999998,6.0500002,4.9473686,3.5555556,4.4705882,5.4444447,3.7894738,5.1666665,3.6666667,5.3333335,5.8888888,3.0999999,4.6999998,5.9499998,8.6499996,,,,,,,
fr,2017,20,627,Insoumis,11,2.97,2017,6. radical left,0,2.25,7.1500001,2.6500001,3.75,1.5263158,1,.60000002,8.3500004,7.4000001,2.3,7.4000001,6.1578946,2.3499999,4.9000001,1.65,3,5.3157897,1.8,3.1666667,2.6111112,7.8888888,7.1176472,8.4499998,9.4499998,7.5,8.1499996,,,,,,,
fr,2017,20,628,DLF,1.2,.17,2017,2. conservative,0,1.15,7.9000001,1.0526316,1.25,1.1052631,8.5789471,6.7777777,5.9444447,4.9499998,8.4499998,8,6.5,9.5500002,9.1499996,1.1052631,9.625,8.6111107,.72222221,9.7058821,9.4705887,9.5294113,9,5.5882354,9.2222223,6.1666665,9.2777777,,,,,,,
it,2017,15,811,LN,4.0999999,2.9000001,2013,8. regionalist,0,1.5,8.0714283,1.2307693,1.5,1.3333334,8.2666664,6.7857141,5.8666668,6.5999999,9,9.1538458,7.5714288,9.8666668,10,.15384616,9.7857141,8.666667,.27272728,6.6666665,9.2307692,9.454545,5.3333335,7.8333335,7.8461537,6.3333335,8.2307692,,,,,,,
it,2017,15,814,UDC,1.8,1.3,2013,4. Christian-democratic,0,6.0833335,5.090909,1.1111112,5.8000002,5.090909,5.2857141,5.3636365,5.9166665,5.6153846,7.5833335,8.5,6.7272725,4.9166665,3.75,2.7777777,7.4166665,5.6999998,2.2222223,5,6.4545455,7.6666665,4.3000002,1.6,1.6363636,2,7.090909,,,,,,,
it,2017,15,815,FI,21.6,15.7,2013,2. conservative,0,4.7142859,5.3076925,4.7692308,3.6428571,2.7142856,6.5333333,8,7.0666666,7.5333333,6.7857141,7,5.0714288,7,5.8666668,3.0769231,7.3571429,6.4166665,3,5.625,6.4615383,7.090909,5.4166665,3.75,3.6153846,1.6666666,9.0769234,,,,,,,
it,2017,15,827,SVP,.40000001,.80000001,2013,8. regionalist,0,6,4.8888888,.66666669,4.3333335,6,4.5,5,6.6666665,6.25,5.5,9,4.5,6,2.6666667,1,4,3,1,0,5.2857141,6,3.75,1.6666666,.75,3,4.5,,,,,,,
it,2017,15,837,PD,25.4,47.299999,2013,5. socialist,1,6.5,7.3846154,3,6.0666666,4.7142859,3.8,3.7857144,6.7333331,7.1999998,2.5714285,8,7.8571429,3.6666667,6.5333333,4.1538463,3.5714285,6.5833335,3.090909,3.2222223,2.8461537,8,6.5,2.75,2.4615386,4,6.3846154,,,,,,,
it,2017,15,843,CD,.5,1,2013,4. Christian-democratic,0,6.909091,6.8000002,1.875,6.181818,5.5555553,4.6153846,4.6999998,7,6.25,5.090909,7,5.4444447,3.7777777,4.625,3.1666667,4.5555553,6,2.8333333,4.1999998,4.5555553,7.1428571,5.125,2,1.4285715,3.125,7,,,,,,,
it,2017,15,844,FdI,2,1.5,2013,1. radical TAN,0,1.8571428,7.0769229,.30000001,1.4166666,1.4666667,8.3999996,4.9285712,6.8000002,5.4000001,9.2142859,9.5384617,8.3571424,9.666667,9.9333334,.07692308,9.7142859,8.75,.27272728,8.1111107,9.4615383,9.363636,5.75,6.8333335,6.4615383,6.4166665,8.363636,,,,,,,
it,2017,15,845,M5S,25.6,17.5,2013,9. no family,0,2.6428571,6.5384617,4.0769229,3.2857144,1.8,5.1999998,3.9285715,2.1333334,4.5999999,4.9285712,2.2307692,3.2307692,6.4285712,4.8000002,4.8461537,6.5,4.1666665,4.6363635,5.5,4.1538463,2.9000001,4.818182,9.75,10,10,8.3846149,,,,,,,
it,2017,15,847,VdA(UV),.0099999998,.15899999,2013,8. regionalist,0,6,5.25,.66666669,,,4.5,5,9,7.4166665,7,,1,,3,,,,,0,6,,6,1,1,0,2,,,,,,,
it,2017,15,850,SI,,,2013,5. socialist,0,4.5,4.5999999,2.6363637,6.2727275,3,1.3636364,.90909094,7.6666665,7.3333335,1,8.6999998,7.0999999,.72727275,7.3636365,.875,1.2,7,1.375,3.3333333,1.2222222,8.625,6.5,5.4444447,4,5.6666665,4.75,,,,,,,
it,2017,15,851,MDP,,,2013,5. socialist,0,5.3636365,5.5454545,3.3,6.25,4,2.2307692,1.8461539,6.8461537,7.2307692,2,8.333333,6.090909,1.8181819,6.2307692,1.2222222,2.6363637,6.9000001,1.8,3.1428571,2.7272727,7.8000002,6,2.4545455,1.8181819,4,5.7272725,,,,,,,
it,2017,15,852,AP,,,2013,4. Christian-democratic,.5,6.1111112,5.9000001,1.8,6.1999998,4.818182,5.25,5.090909,5.5454545,5.8333335,6.1999998,6.8000002,5.5,4.1999998,4.7272725,3,5.5555553,6,2.625,4,5.8000002,6.125,5.625,1.5,1.7,1.2,6.6666665,,,,,,,
nl,2017,15,1001,CDA,12.4,12.7,2017,4. Christian-democratic,.5,5.0666666,4.4285712,3.6363637,4.9166665,4.0999999,7,7,7,6.2857141,7.3333335,8.0714283,6.5384617,7.0714288,6.5,4,7.7692308,6.7692308,3.6363637,6.181818,6.8666668,7.5384617,6.8571429,2.2,1.6428572,1.6363636,5.7692308,,,,,,,
nl,2017,15,1002,PvdA,5.6999998,6,2017,5. socialist,.5,5.5333333,4.7857141,4.25,5.5384617,4.909091,3.8666666,3.8,6.8571429,8,3.3333333,7.5714288,5.6153846,4.5,5.7142859,5,4.7692308,6.0769229,4.8000002,3.6363637,4.5333333,6.6153846,5.3571429,4.1999998,1.9230769,1.7272727,4.6923075,,,,,,,
nl,2017,15,1003,VVD,21.299999,22,2017,3. liberal,1,4.8000002,4.7142859,4.0833335,4.5384617,3.7272727,7.8666668,8.6000004,8.5714283,8.2142859,5.3333335,6.9285712,5.0769229,8.0714283,7.5714288,2.75,8,7.3846154,3,7,6.6666665,6.3076925,5.9285712,2.8666666,1.5384616,1,6.3571429,,,,,,,
nl,2017,15,1004,D66,12.2,12.7,2017,3. liberal,.5,6.8666668,7.8571429,1.1538461,6.6153846,6.2727275,5.4666667,6.5333333,7.7142859,6.5714288,1,9.5,8.5,3.2857144,6.7857141,1.5833334,2.8461537,6.5384617,1.6363636,2.6363637,2.3333333,9,7.6153846,5.4000001,2,1.8181819,3.9285715,,,,,,,
nl,2017,15,1005,GL,9.1000004,9.3000002,2017,7. green,0,6.3333335,6.3571429,2.0833333,6.1538463,5,2.5999999,2.2,8.4285717,6.5714288,.80000001,9.3571424,7.8571429,1.5,7.7142859,1.8333334,1.8461539,7.1538463,1.2,2,1.4,9.2307692,8.4285717,5.2666669,2.6428571,1.9090909,2.7857144,,,,,,,
nl,2017,15,1006,SGP,2.0999999,2,2017,10. confessional,0,2.5999999,3.8461537,1,2.125,2.2222223,7.9285712,6.6428571,6.1428571,3.2857144,9.666667,9.7142859,9.3571424,8,5.4285712,1.1111112,9.166667,5.5833335,.77777779,7.8000002,9.1999998,9.5384617,9.2142859,1.4666667,1.0714285,1.7272727,7.5384617,,,,,,,
nl,2017,15,1014,SP,9.1000004,9.3000002,2017,6. radical left,0,2.7333333,5.7857141,2,3.25,2,1.2666667,.73333335,9,8.3571424,4.5999999,6.5,4.3076925,4.8571429,4.7142859,3.9000001,6,5.2307692,3.2222223,5.6999998,5.5333333,5.2307692,4.6428571,7.0666666,5.0714288,2.5454545,7.6428571,,,,,,,
nl,2017,15,1016,CU,3.4000001,3.3,2017,10. confessional,.5,3.4285715,4.2857141,2.2,3.75,3.0999999,5,4.4000001,6.6923075,4.2142859,7.7333331,8.7142859,8.3571424,4.1428571,5.5,2.2727273,6.7272725,5.5384617,2.4444444,5,6.8666668,7.4615383,7.2307692,2.1538463,1.3571428,1.8181819,6.1538463,,,,,,,
nl,2017,15,1017,PVV,13.1,13.3,2017,1. radical TAN,0,1.0666667,8.0714283,.53846157,1,1,9.2666664,5.7333331,3.7142856,3.3571429,7.0666666,6.6428571,5.7142859,9.4285717,10,0,9.9230766,9.9230766,.090909094,9.083333,8.9333334,7.1538463,7.7857141,9.666667,9.2857141,4.909091,10,,,,,,,
nl,2017,15,1018,PvdD,3.2,3.3,2017,7. green,0,3.3846154,4.8571429,2,3.5,2.75,2.7857144,2.5714285,4.9285712,2.5,1.9285715,6.6923075,5.9230771,2.8,3,1.5,2.875,2.6363637,1.75,3,2.1333334,7,6.9230771,6.5,3.1666667,2.0999999,6.5,,,,,,,
nl,2017,15,1020,50PLUS,3.0999999,2.7,2017,9. no family,0,3.5555556,3.7692308,2.6666667,4,2.8,5.2307692,4.3076925,5.1666665,6.0714288,4.8000002,5.4615383,3.8461537,5.6666665,3.5454545,2,6.8333335,3.3333333,1.5,5.5,6.3333335,4.1111112,3.8888888,7.3000002,5.4545455,2.1818182,7.2857141,,,,,,,
nl,2017,15,1050,Denk,2.0999999,2,2017,9. no family,0,4.6666665,4.3076925,2,5,3.3333333,3.8333333,3.2727273,4.090909,4.2142859,6.3636365,5.4545455,4.5454545,2.090909,7.181818,1.1428572,.30000001,9,.625,1,5.6153846,5.9166665,7,5.5,5.5555553,2.2222223,7.6666665,,,,,,,
nl,2017,15,1051,FvD,1.8,1.3,2017,1. radical TAN,0,1.1333333,8.2142859,.40000001,1.1666666,1.0909091,9.5333338,8.9333334,5.3076925,3.5,7.1333332,6.7692308,6.1666665,9.7857141,9.4285717,.27272728,9.7692308,9.7692308,.090909094,9,9.0666666,7.6666665,8.166667,9.8000002,9.5,6,8.833333,,,,,,,
uk,2017,14,1101,Cons,42.400002,48.900002,2017,2. conservative,1,2.3571429,9.4285717,7.7857141,1.5833334,1.3076923,7.6428571,7.8571429,6,7.0714288,7,6.0769229,5.9230771,8,8.1428576,5,7.0769229,6.6923075,4.6666665,6,7.7692308,6.5833335,6.9166665,4.8461537,3.7692308,2.8461537,7.6923075,,,,,,,
uk,2017,14,1102,Lab,40,40.299999,2017,5. socialist,0,3.5,6.2857141,7.4285712,4,2.8461537,2.6428571,2.0714285,6.2142859,7.7142859,2.8461537,6.7692308,4.6153846,5,5.5714288,5.9285712,4.0769229,5.1538463,5.4166665,3.6923077,4,5.8333335,5.3333335,6.2307692,5.6666665,3.2307692,4.5384617,,,,,,,
uk,2017,14,1104,LibDem,7.4000001,1.8,2017,3. liberal,0,6.7857141,9.2857141,1.3571428,5.7692308,5,4.5,4.4285712,5.6153846,5.9285712,1.6923077,7.8461537,6.3846154,2.3571429,6,2.7142856,3.0769231,5.3076925,2.4166667,3.2307692,2.6153846,7.8333335,6.9166665,5.5833335,3.3076923,3.9230769,4.75,,,,,,,
uk,2017,14,1105,SNP,3,5.4000001,2017,8. regionalist,0,6.7142859,7.9285712,1.9285715,5.6363635,5.1999998,3.3571429,3.5714285,6.8461537,6.9230771,2.3846154,7,5.5384617,2.3571429,4.9230771,3.3846154,3.25,4.3333335,2.6363637,3.6666667,2.9230769,6.6666665,5.5,7.1666665,5.2307692,3.8333333,5.6999998,,,,,,,
uk,2017,14,1106,Plaid,.5,.60000002,2017,8. regionalist,0,6.25,6.0714288,2.090909,5.2222223,4.8000002,3.25,3.2727273,5.7777777,6.3076925,2.5454545,6.4545455,5.1999998,2.8,4.6999998,3,3.4444444,4,2.7777777,3.8,3.4166667,6.3636365,5.3333335,6.6363635,4.4166665,3.9166667,5,,,,,,,
uk,2017,14,1107,Greens,1.6,.1,2017,7. green,0,6.7142859,7.7857141,1.7142857,6.3076925,5.0999999,2,2.2857144,7.2307692,5.6428571,.84615386,8.6153851,7.6923075,1.4285715,6.4285712,2.9285715,1.6153846,5.1538463,1.6363636,2.8333333,.61538464,9.454545,8.545455,7.3636365,6.3846154,4.5384617,2.4615386,,,,,,,
uk,2017,14,1108,UKIP,1.8,0,2017,1. radical TAN,0,1.0714285,9.8571424,1.2857143,1.2857143,1.2307693,8.6153851,6.7857141,3.7692308,3.4285715,9.2307692,8.3846149,6.6153846,9.3571424,9.7857141,3,9.7142859,9.1428576,1.6153846,7.0769229,9.4615383,9.25,9.083333,6.9166665,9.4615383,3.6153846,6.25,,,,,,,
uk,2017,14,1150,SF,.69999999,.1,2017,8. regionalist,0,5.4545455,6.0833335,2.9000001,4.7142859,3.875,2.909091,2.4000001,5.875,5.3846154,4,5.9000001,4.7777777,3.7142856,4,3.6666667,4,4.5714288,2.75,4.2857141,3.8,5.125,4.875,5.6666665,6.75,3.8,5.8333335,,,,,,,
uk,2017,14,1151,DUP,.89999998,1.5,2017,8. regionalist,0,2.5833333,6.5,2.7,2.875,2.4444444,8.666667,7.181818,5.5555553,4.9230771,9.3846149,8.7692308,7.6923075,8.1999998,6.4444447,3.5,8.3000002,6.4444447,2,6.2222223,9.0769234,9,8.636364,4,4.3333335,2.5999999,8,,,,,,,
por,2017,12,1201,CDU/PCP-PEV,8.6000004,7.4000001,2015,6. radical left,0,2.5454545,6,1.2727273,5.5555553,1.5454545,1.6666666,1.0833334,9.5,9.333333,4.6666665,7.5454545,4,3.25,3.4166667,1.6666666,4,4.3636365,1.875,3.4545455,4.6666665,6.8333335,4,4.3333335,5.4166665,5.5833335,8.416667,,,,,,,
por,2017,12,1202,CDS-PP,6.6950002,7.8260002,2015,2. conservative,0,5.909091,6.7272725,2.1818182,4.5,4.6363635,7.8333335,7.6666665,7.0833335,8,8.25,7.7272725,5.2727275,5.9166665,4.8333335,2.6666667,6.7272725,5.1999998,2.75,5.5454545,8.166667,7,4.5454545,3.25,2.9166667,4.5833335,7.8333335,,,,,,,
por,2017,12,1205,PS,33.599998,37.400002,2015,5. socialist,1,6.5454545,7.818182,2.7,6.3636365,5.090909,3.8333333,3.75,7.5,8.916667,3.0833333,7,5.5,3.1666667,4.3333335,2.6666667,3.7272727,4.818182,3.125,3.4545455,3.75,6.5833335,4.9166665,3.25,2.3333333,4.1666665,7.3333335,,,,,,,
por,2017,12,1206,PSD,33.105,38.695999,2015,3. liberal,0,6.5454545,7.3636365,2.2727273,5,5.4000001,6.75,7.25,6.8333335,8.416667,6.9166665,6.181818,4.4545455,4.8333335,4.0833335,3.4444444,6.181818,4.6999998,3.625,5.5454545,6.3333335,6.25,3.8181818,2.75,2,3.5833333,7.3333335,,,,,,,
por,2017,12,1208,BE/O Bloco,10.6,8.3000002,2015,6. radical left,0,3,5.6363635,3.1818182,7,2,1.5833334,1,8.833333,8.916667,.58333331,9.090909,7.1666665,1,5.0833335,1.5555556,1.8181819,5.5454545,1.625,1.2727273,.83333331,8.083333,7.0833335,6.4166665,6.1666665,7.3333335,5.3333335,,,,,,,
por,2017,12,1209,MPT,.40000001,0,2015,7. green,0,4,4.8888888,3.75,6.75,2,4.6666665,3.5,2.625,6.3636365,4,5.5,5.5,3,3.7142856,2.75,4.1999998,3.6666667,2,3.5999999,3.5,7.5,6,6,5.625,7.8000002,4.75,,,,,,,
por,2017,12,1250,PAN,1.4,.40000001,2015,7. green,0,4.5999999,4.8000002,2.6666667,6.4000001,2.5,3.4166667,3.2727273,3.6666667,5,1.3333334,7.181818,8.090909,2.25,3.8888888,2.5,2.8571429,4,2.3333333,3,1.5833334,8.636364,7.5,7,4.6999998,6.7142859,4.1999998,,,,,,,
por,2017,12,1251,PDR,1.15,0,2015,3. liberal,0,3.5,5.2222223,3.75,6,2,4.5454545,3.8571429,3.375,6.818182,4.5,4.2857141,3.8333333,4,4.5,2.6666667,5.1999998,4,2,3.3333333,5.75,6.8000002,4.5,5.2857141,7.5555553,8.1111107,7.8333335,,,,,,,
swe,2017,18,1601,V,5.6999998,6,2014,6. radical left,0,2.4705882,3.75,3.0666666,4.5625,1.3888888,1.5555556,1.2352941,8.6111107,7.3888888,1.8888888,8.0555553,6.7777777,1.8333334,7.6666665,3,1.8888888,6.6111112,2.2222223,1.5,2.5,8.3888893,7.1111112,5.1764708,5.0555553,1.9411764,4.7222223,,,,,,,
swe,2017,18,1602,SAP,31,32.400002,2014,5. socialist,1,5.7647057,4.4705882,4.4375,6.6111112,3.3888888,3.8888888,3.4705882,6.9444447,7.7222223,4.4117646,5.5,5.5,6.6666665,7.647059,7.4444447,4.9444447,7.2777777,5.6666665,4.0666666,5.5,5.3333335,6.5,2.1176472,1.9444444,2.2352941,6.8333335,,,,,,,
swe,2017,18,1603,C,6.0999999,6.3000002,2014,11. agrarian/center,0,5.647059,4,3.4375,6.2222223,3.2941177,6.8888888,7.8823528,7.6666665,6.5,2.2222223,7.7777777,7.5555553,3.3333333,8.0555553,3.7222223,3.8888888,7.6666665,3.2222223,3.2666667,3.7222223,7.6111112,8,3.7647059,2.1666667,2,5.9444447,,,,,,,
swe,2017,18,1604,FP,5.4000001,5.4000001,2014,3. liberal,0,6.9375,6.2352943,1.4375,6.5,5.3333335,6.5555553,7.1176472,6.9444447,6.5555553,3.1666667,6.8333335,6.1111112,5.8888888,7.1666665,4.6111112,5.6666665,7.1111112,3.8333333,4.0666666,4.9444447,7.1111112,7.1666665,3.2941177,2,2.0588236,6.4444447,,,,,,,
swe,2017,18,1605,M,23.299999,24.1,2014,2. conservative,0,6.1764708,4.5882354,2.6875,6.1666665,3.4444444,7.9444447,8.4117651,7.6666665,8,5.8888888,5.6111112,6.6666665,7.5555553,8.6111107,5.9444447,7.1111112,8.1111107,4.5555553,5.2666669,7.0555553,6.2222223,7.8333335,2.5882354,1.9444444,2.2941177,7.352941,,,,,,,
swe,2017,18,1606,KD,4.5999999,4.5999999,2014,4. Christian-democratic,0,5.7647057,3.7058823,2.9333334,6.1666665,3.4444444,7.8333335,7.647059,6.2222223,5.9444447,7.0555553,7.2222223,7.5,7.5555553,7.8888888,6.2777777,7.5294118,7.6666665,3.8823528,5.6666665,8.0555553,7.3333335,8.2777777,3.3529413,3.4444444,1.9411764,6.4444447,,,,,,,
swe,2017,18,1607,MP,6.9000001,7.1999998,2014,7. green,1,4.1176472,4,4.25,6.1666665,2.6666667,3.1176472,3.6470587,4.5,4.3333335,1.6111112,8,8,2.5555556,8.333333,5.1666665,2,7.2777777,4.7222223,1.8666667,1.6666666,8.2222223,8.7222223,7.5,3.4444444,2,4.1111112,,,,,,,
swe,2017,18,1610,SD,12.9,14,2014,1. radical TAN,0,1.4705882,5.5882354,1.8666667,1.6111112,1.0555556,8,5.9411764,3.5555556,3.7777777,8.9444447,8.833333,9.2222223,9.8888893,9.9444447,1.5,9.9444447,9.3888893,.44444445,9.4705887,9.4444447,9.5555553,9.5555553,7.1999998,8.7222223,2.8823528,9,,,,,,,
swe,2017,18,1611,PIRAT,.40000001,0,2014,9. no family,0,3.4000001,6.3333335,3,4,1.6666666,4.5999999,5.3333335,2.2,6.5882354,1,7.1428571,6,.66666669,1.4,3,2.5,1.3333334,2,2,1.8571428,4.5,5.5,8.2857141,7.5,4.5,1.6666666,,,,,,,
swe,2017,18,1612,FI,3.0999999,0,2014,9. no family,0,3.0999999,5.75,2.1428571,2.75,2.5999999,1.5333333,1.7272727,4.5384617,4.7647057,.8125,8.6875,9.3076925,1,7.2307692,2.3846154,1.4285715,7.5,1.2857143,1.1428572,1.4,8.5333338,8.7692308,6.3000002,6.5833335,2,3.8888888,,,,,,,
cz,2017,14,2101,CSSD,7.3000002,7.5,2017,5. socialist,.5,5.5,5.6428571,5.1428571,2.7692308,3.7142856,2.9285715,2.4285715,7.3571429,6.2857141,5,6.3076925,5,6.8571429,6.1428571,5.6428571,6.4285712,6.3571429,5.1538463,5.2727275,5.7857141,5.6428571,5.3571429,5.6428571,1.9285715,4.7142859,5.7142859,,,,,,,
cz,2017,14,2102,ODS,11.3,12.5,2017,2. conservative,0,3.3571429,6.3571429,3.8571429,2.0769231,1.7142857,7.5714288,8.3571424,8.4285717,8.6428576,6.8461537,7.3571429,6.0714288,8,6.9285712,3,7.7857141,6.4285712,2.9285715,7,7.6428571,7.7857141,5.8571429,2.3571429,2.3571429,5.2857141,6,,,,,,,
cz,2017,14,2103,KSCM,7.8000002,7.5,2017,6. radical left,0,2,4.3571429,1.6153846,1.5384616,1.2142857,.85714287,.5,7.6428571,5.8571429,8.2857141,8.2142859,5.9285712,8.8571424,7.1428571,1.4285715,9.0714283,6.2142859,1,8.2307692,8.3571424,8.4285717,6.2142859,6.7142859,6.7857141,5.7857141,7.2307692,,,,,,,
cz,2017,14,2104,KDU-CSL,5.8000002,5,2017,4. Christian-democratic,.5,6.2142859,6.3571429,2.0714285,3.4615386,4.1428571,5.4285712,4.8571429,6.5714288,5.5714288,7.7142859,8,7,6.5714288,5.2142859,3.5714285,7.2142859,5.3571429,4,5.5,7.2857141,6.9285712,6.2857141,3.8461537,1.6428572,4.4285712,5.6428571,,,,,,,
cz,2017,14,2109,TOP09,5.3000002,3.5,2017,2. conservative,0,6.8571429,8.1428576,.71428573,4.6153846,4.5714288,7.4285712,7.7857141,7.9285712,7.4285712,5.0714288,6.9285712,6.8571429,4.6428571,5.0714288,3.7142856,4.7142859,5.1428571,3.5714285,3.5,5.2857141,6.5,6.8571429,3.2142856,1.6428572,5.6428571,6.2142859,,,,,,,
cz,2017,14,2111,ANO,29.6,39,2017,9. no family,1,4.0714288,4.5,3.7692308,2.25,2.1538463,4.9230771,5.8461537,3,6.4285712,5.1428571,3,2.9285715,7.6428571,6.6428571,2.3571429,7.7857141,5.7857141,2.2142856,6.6999998,6.3076925,3,3,6.2142859,9.1428576,8.6428576,9.8571424,,,,,,,
cz,2017,14,2114,Pirates,10.8,11,2017,9. no family,0,5.2142859,4.4285712,4.0833335,4.1999998,3.625,5.3000002,5.8333335,3.1538463,4.1428571,1.2307693,7.0714288,7,4.6363635,4,3.6666667,3.9000001,3.2727273,4.4444447,3.375,1.8571428,6.4285712,6.4285712,7.5714288,8.1538458,9,2.3076923,,,,,,,
cz,2017,14,2115,SPD,10.64,11,2017,1. radical TAN,0,1.0714285,7.6428571,.14285715,1,1,8.2307692,4.9166665,2.0769231,2.5714285,9.083333,7.0714288,6.8571429,9.9285717,9.9285717,.14285715,9.7857141,9.2142859,.071428575,9.9285717,9.5714283,8.8571424,8.4285717,9.7142859,9.9285717,8.5,9.8571424,,,,,,,
